Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
SHANNON JOHNSON,ORL,2000,G,Primary On-Ball Creator,-0.5150791089370136,0.2820616325165679,1100.8,-3.296562064211399,-5.272051699020918
DEWANNA BONNER,PHO,2018,SG,Primary On-Ball Creator,-0.5152443497837313,-1.1764544474269478,1118.6,2.316243842318582,1.7216587359289035
ERIKA DE SOUZA,CON,2007,PowerF,Roller/Cutter,-0.5155394098607777,-3.5360160820440596,390.4,-4.167778889574603,-6.870101502043475
JENNIFER LACY,PHO,2006,F,Roller/Cutter,-0.5156362575879145,2.4155675168470543,492.8,-7.682253688482234,0.3205228378359206
TAMERA YOUNG,CHI,2011,F,Interior Primary Option,-0.5182513651050552,3.413871181432571,792.0,-7.07483849937707,-0.5594402841347819
DELISHA MILTON-JONES,ATL,2015,F,Secondary Creator/Distributor,-0.5186887118942184,-5.1459717086016505,162.0,-8.378280440036646,3.5002933351080534
LATOYA SANDERS,WAS,2018,PowerF,Roller/Cutter,-0.5189760204074854,2.524058771981469,686.0,0.5109832259616631,7.237869507716483
MARIE FERDINAND-HARRIS,SAN,2004,G,Primary On-Ball Creator,-0.5195443710428892,-1.4876524372245234,510.0,-1.898755094437385,-0.5313301945856774
STACEY DALES,CHI,2006,F,Spot-up Shooter,-0.5197807378948796,-8.364490777103754,453.1,-4.7802458225566715,-11.361279724669371
KYM HAMPTON,NYL,1998,C,Interior Primary Option,-0.5203617725526892,5.601577183730175,744.0,-4.275788408708958,6.178064953061403
SHERI SAM,CHA,2006,SG,Secondary Creator/Distributor,-0.5218842824015963,1.3668870233252697,989.4,-5.044598777255452,-0.7760152036999657
KELLY MAZZANTE,PHO,2008,G,Spot-up Shooter,-0.5221159911343873,7.226946638717304,642.5999999999999,-3.6507843330246645,7.081812626285683
TIANNA HAWKINS,WAS,2014,F,Interior Primary Option,-0.5225376003041179,-3.7543860360860264,360.4,-2.1006616515111713,-8.448552284187057
STACEY LOVELACE,SEA,2000,C,Interior Primary Option,-0.5241362534918783,1.724123906608263,324.3,-4.3347764532717274,-3.032329677125511
JIA PERKINS,SAN,2012,G,Primary On-Ball Creator,-0.5244931526984976,2.808332066109936,759.0,-1.990731192105931,5.2146131495820445
NIKKI TEASLEY,LAS,2005,G,Spot-up Shooter,-0.5248712590307889,2.89014993007009,552.9,-5.779539849891006,2.3448995645329838
WENDI WILLITS,LAS,2001,G,Spot-up Shooter,-0.5271752613028555,-3.4170957757522755,45.5,-5.469731844946685,-11.796171191473846
LOREE MOORE,NYL,2007,G,Spot-up Shooter,-0.5289356513310315,-0.3016711824862793,1162.8000000000002,-3.08984598655769,0.9114961482639534
LADY GROOMS,SAC,2004,F,Roller/Cutter,-0.5294169328417182,3.5510402841825512,232.40000000000003,-0.5617949222124314,4.654174522919108
SHATORI WALKER-KIMBROUGH,WAS,2022,G,Secondary Creator/Distributor,-0.5295699155636746,4.908793573140011,703.5,-3.2766615825820513,1.5869746809285252
BARBARA FARRIS,DET,2001,PowerF,Roller/Cutter,-0.5344935033338191,-2.914909215174603,558.0,-3.564954262220571,-4.447706988786495
BRIA HOLMES,LVA,2021,G,Secondary Creator/Distributor,-0.5369022619940766,-3.6786681453647216,317.3,-19.16221810190537,-12.696414787470797
IFY IBEKWE,SEA,2011,F,Roller/Cutter,-0.5376390209810463,22.378024661452912,8.399999999999999,-24.444443120063102,-38.451393220247354
CHARLOTTE SMITH,WAS,2005,F,Spot-up Shooter,-0.5376795507831328,0.0983867009588161,1037.0,-2.053977890859523,-0.54602093193732
DOMINIQUE CANTY,DET,2001,G,Interior Primary Option,-0.5377704663712105,-3.027736973204398,624.0,-4.42285393540629,-1.6770295706044542
CHANDI JONES,MIN,2005,G,Primary On-Ball Creator,-0.53796120419579,-0.7502510405800868,607.6,-3.8564165474004897,-4.469421162239769
VICKIE JOHNSON,NYL,1997,SG,Perimeter-Oriented Big/Wing,-0.5387869738139565,2.118516235853515,790.4,,
DOMINIQUE CANTY,HOU,2003,G,Interior Primary Option,-0.5388168263425599,4.409604561092931,649.6,-6.318066199047598,2.3055021818566366
JIA PERKINS,SAN,2013,G,Primary On-Ball Creator,-0.5401001184152517,0.1870589924293785,1037.0,-3.0932488488089525,-2.8776077698372484
DIDI RICHARDS,NYL,2022,SG,Secondary Creator/Distributor,-0.5427757841985269,4.567565198248075,155.4,-5.320822055009374,-1.1428200863289026
TIFFANY JACKSON,NYL,2008,F,Interior Primary Option,-0.5431690765945484,0.4205198121601952,495.0,-3.9267283016681493,-4.2296210348918475
SHANNON BOBBITT,IND,2011,G,Secondary Creator/Distributor,-0.5439681351832737,0.3384427477879485,440.2,-4.693580469143127,-2.8605329473343466
LAUREN COX,IND,2020,F,Roller/Cutter,-0.5444034308151193,12.18350176009217,183.4,-3.8778374838382836,5.281773987810734
CASS BAUER-BILODEAU,CHA,2000,C,Roller/Cutter,-0.5452863986635808,-8.553663025571275,397.2999999999999,-3.7030973696218776,-10.604159598203617
BROOKE QUEENAN,CHI,2008,F,Secondary Creator/Distributor,-0.5458529078825245,21.54721404112676,36.0,-20.92532887739857,7.5933103548973975
MWADI MABIKA,LAS,1997,G,Secondary Creator/Distributor,-0.5460965550489139,-4.562638793722046,329.7,,
TAN WHITE,CON,2009,G,Spot-up Shooter,-0.5472042705411937,0.3508098118307741,660.0,-1.8505072535925464,1.0901985949373285
AMANDA LASSITER,CHI,2006,F,Spot-up Shooter,-0.5474722280546881,-6.126347695009751,780.8,-4.011701861061805,-7.8931756640071615
ARIEL ATKINS,WAS,2019,G,Spot-up Shooter,-0.5491137909353787,7.793012464064287,801.9,-1.0821029480949802,9.552474089662736
MACTABENE AMACHREE,WAS,2005,F,Secondary Creator/Distributor,-0.5504873746653919,-3.8970253907813177,2.7,-11.845635198927551,-0.0867785184625034
SHATORI WALKER-KIMBROUGH,WAS,2017,G,Secondary Creator/Distributor,-0.5510433703817167,-3.138907277859818,337.5,-5.275107216678548,-10.570839790380706
CHEYENNE PARKER-TYUS,ATL,2024,F,Interior Primary Option,-0.5528776603065338,0.8493675118795712,492.5,-3.6296885725499277,-10.086489073505998
INGA OREKHOVA,ATL,2014,G,Spot-up Shooter,-0.5536920852234086,34.00933076646484,13.8,-17.76124870326131,23.85386883394206
KELLY FARIS,CON,2015,G,Secondary Creator/Distributor,-0.553984260231204,2.3716989123916083,464.0,-4.627794849477944,-2.4554569203414993
SHEILA LAMBERT,HOU,2004,G,Secondary Creator/Distributor,-0.5543061701895606,3.325080167319634,785.4000000000001,-8.985665070775141,-3.0075678964012034
LINDSAY WHALEN,CON,2008,G,Primary On-Ball Creator,-0.5547115541677023,0.0701592946258765,908.3,3.1518100616824745,4.296689720041686
KELLY MAZZANTE,PHO,2007,G,Spot-up Shooter,-0.5554697747946085,0.4697323328008642,489.6,-1.856584619509758,1.589903960936616
EPIPHANNY PRINCE,CHI,2010,G,Primary On-Ball Creator,-0.5574373203483876,-0.0009912036229761,663.0,-2.057507719607913,-1.9524761710704968
STEPHANIE MAVUNGA,IND,2019,F,Roller/Cutter,-0.5584755718598099,-1.9969622502318072,204.0,-4.581843441910269,5.456155846291283
KELLY MILLER,IND,2005,G,Spot-up Shooter,-0.5598168938715595,0.9194227292901958,1054.0,-2.343164999583653,0.5431111565642773
PLENETTE PIERSON,NYL,2011,F,Interior Primary Option,-0.5611294915994679,0.7816478553581153,943.8,-3.0791164484036506,3.0027930255112216
NICOLE POWELL,NYL,2010,F,Spot-up Shooter,-0.5621536540787486,-1.9675613214999952,894.2,-1.757604398451486,-0.23316667091228926
LATOYA THOMAS,SAN,2006,F,Interior Primary Option,-0.5622165765635511,0.1474742847366081,368.6,-3.4552445251465906,1.3593202694000843
STEPHANIE WHITE,IND,2003,SG,Spot-up Shooter,-0.5623023600152368,-1.3254860003458504,576.8000000000001,-5.370330435214497,-8.56961433532954
RACHEL BANHAM,CON,2018,G,Spot-up Shooter,-0.5633686539262461,1.5446241298515786,425.7,-1.4662826057774234,-1.8500173398232653
SHALEE LEHNING,ATL,2009,G,Secondary Creator/Distributor,-0.5646395997510195,2.5542942581270807,707.2,-3.041941432234474,3.658231522166538
KARLIE SAMUELSON,LAS,2023,G,Spot-up Shooter,-0.5656783185419876,4.24008208383105,887.4000000000001,-2.0271525956105325,8.049850454490388
STEPHANIE JONES,CON,2022,F,Secondary Creator/Distributor,-0.5683298136072839,2.132974783696694,26.5,-3.0911320805086753,-1.071966185197657
RONEEKA HODGES,HOU,2007,G,Spot-up Shooter,-0.5688814027444531,-3.725700544594904,324.79999999999995,-5.712542271947471,-8.408864009540622
KYM HOPE,UTA,2000,C,Interior Primary Option,-0.5692713055252387,44.89868646591851,4.199999999999999,-4.148519104724109,43.40152092036993
FRANCESCA ZARA,SEA,2005,G,Secondary Creator/Distributor,-0.5702569150829419,1.5689205170023477,414.7999999999999,-5.621746650305748,-3.0341165879881267
TAMECKA DIXON,LAS,2004,G,Secondary Creator/Distributor,-0.5715996285929533,2.0711506773311172,912.0,-0.9141420055897971,13.601406220159841
ELENA TORNIKIDOU,DET,2000,F,Secondary Creator/Distributor,-0.572090401372733,-0.4342683678616968,867.2,-10.300560992456024,-11.923426117394175
LEILANI MITCHELL,WAS,2021,G,Spot-up Shooter,-0.5724415798382712,-0.1348523794615569,725.4,-3.483573464640428,0.49907004649664977
KRISTIN FOLKL,POR,2002,F,Roller/Cutter,-0.5733154381315735,1.3564924279912547,601.6,-4.229406775246712,2.3862700794892744
STACEY LOVELACE,DET,2008,C,Secondary Creator/Distributor,-0.5736716409796447,-8.532195982298358,301.4,-3.9861442969886403,-17.657993844173454
CAMILLE SMITH,SEA,2013,F,Interior Primary Option,-0.5744247145963165,0.0715608788074319,1030.2,-4.4196647873446535,-1.8871374015105866
BRITTNEY SYKES,WAS,2023,G,Primary On-Ball Creator,-0.5746792836506298,3.522317924865084,1252.0,-0.8741021272201357,3.65647132668398
KELLY MAZZANTE,PHO,2009,G,Spot-up Shooter,-0.5756741570448778,-6.368781910347343,434.0,-4.794636040370316,-7.115172098344668
KARIMA CHRISTMAS-KELLY,DAL,2016,SG,Primary On-Ball Creator,-0.5763501226136232,-0.3798701933824245,1074.4,-0.4804129357353729,-0.2102603088450042
DEARICA HAMBY,LAS,2024,F,Interior Primary Option,-0.5771004887384069,-1.9032331050835871,1348.0,-0.9780776433271401,-2.7972287246345067
SHAKIRA AUSTIN,WAS,2022,PowerF,Interior Primary Option,-0.5793338080159781,4.804555210071049,777.6,-3.9041177124570847,7.574694547688422
SYDNEY COLSON,LVA,2024,G,Secondary Creator/Distributor,-0.5793797419233406,2.460552455904477,248.0,-1.2513960222101266,9.920474468820347
DOMINIQUE CANTY,HOU,2006,G,Interior Primary Option,-0.5800639577122367,5.598997016127794,430.5,-1.4721084946723355,10.715492718351946
CHEYENNE PARKER-TYUS,ATL,2022,F,Interior Primary Option,-0.5807799433612789,0.2433877458796911,943.2,-2.0288785464931993,-5.562354117564054
ALEXIS PETERSON,SEA,2017,G,Secondary Creator/Distributor,-0.5820439484665814,-0.17971567400261,120.7,-10.321291497757727,-10.846694912307784
TRACY REID,CHA,1998,F,Interior Primary Option,-0.582531176464114,0.3285977134100902,966.0,-7.0626214915344425,2.5487176956236515
CANDICE WIGGINS,MIN,2012,G,Spot-up Shooter,-0.5830261854755125,3.5345396827444167,741.2,-6.005886530622836,0.3966025889016658
LAUREN JACKSON,SEA,2004,PowerF,Perimeter-Oriented Big/Wing,-0.583633232957721,4.791884195268629,1069.5,-7.687816381119276,18.285016828961894
LEAH RUSH,CHI,2008,F,Secondary Creator/Distributor,-0.583758471078939,-62.57208664806187,12.4,-15.677840534531075,-62.312045550633314
MAYA MOORE,MIN,2013,F,Primary On-Ball Creator,-0.5841629641973948,2.81660979966321,1067.6,3.0316404927120457,10.42101335871919
DULCY FANKAM MENDJIADEU,SEA,2023,PowerF,Roller/Cutter,-0.5855453224611388,2.9064711080902175,469.2000000000001,-4.974059820969915,-0.953751615147493
SAMI WHITCOMB,NYL,2022,G,Spot-up Shooter,-0.5857401548499448,0.5652418805505315,745.5,-4.125085041958032,-4.3037079261264415
CLAUDIA NEVES,DET,1999,G,Spot-up Shooter,-0.5866788609974778,8.070886229943165,309.0,-7.725733063716363,2.3911769835408485
SUSIE HOPSON-SHELTON,CHA,1997,F,Roller/Cutter,-0.5884293058903775,-4.560988313152454,28.799999999999997,,
CHARISMA OSBORNE,PHO,2024,G,Secondary Creator/Distributor,-0.5897091380876642,27.50542430100384,10.0,-11.879813380116746,10.904981196711422
RONEEKA HODGES,TUL,2012,G,Spot-up Shooter,-0.590864447551902,0.0072426454265742,617.6,-3.326964481360772,-0.8231592939974368
RIQUNA WILLIAMS,LVA,2021,G,Spot-up Shooter,-0.5913511445940074,2.9745663233030064,832.0,-0.8073643019034655,4.847306219553803
SHENISE JOHNSON,IND,2016,G,Primary On-Ball Creator,-0.5920978523089523,2.0365333693126457,649.5999999999999,-1.834250552716485,-3.1479143456781786
SHAMEKA CHRISTON,NYL,2005,G,Primary On-Ball Creator,-0.5928982621237968,-2.160830276946784,809.2,-4.196264613710216,-2.0892525597656997
KRISTEN RASMUSSEN,PHO,2006,F,Roller/Cutter,-0.5933022396529338,-1.137343916861077,877.8000000000001,-3.672870617805641,1.7090646715580406
ANN WAUTERS,SEA,2012,C,Interior Primary Option,-0.5938888559769896,4.641515382639723,575.0,-5.063340669792703,-2.820078098382429
DEANNA NOLAN,DET,2006,SG,Primary On-Ball Creator,-0.594579087274339,3.6002586417614504,1091.4,-2.7313893211808535,4.904460239043148
REBECCA LOBO,NYL,1999,C,Roller/Cutter,-0.5949801593560221,29.87715208969148,1.0,-2.5536788827984873,24.645890719250424
OLAYINKA SANNI,DET,2009,PowerF,Roller/Cutter,-0.5950343658758486,-3.6647854318014694,297.59999999999997,-4.696043499944412,-11.829632920902739
DANIELLE ROBINSON,SAN,2011,G,Secondary Creator/Distributor,-0.5964295668249358,0.5393010182513082,785.4000000000001,-1.1961492819994657,1.222110610182662
NAKIA SANFORD,PHO,2011,PowerF,Roller/Cutter,-0.5976937111819433,4.744156341150613,475.2,-6.1392607854319285,-0.25986322824940267
LAURA HARPER,SAC,2008,PowerF,Interior Primary Option,-0.597727560142289,5.1824017966283,561.0,-6.171321588642132,-2.3306915838862565
ASHLEY BATTLE,NYL,2008,F,Secondary Creator/Distributor,-0.5979239211025005,9.725405323064331,336.6,-5.737848221109096,12.277703122418899
RUTHY HEBARD,CHI,2023,F,Roller/Cutter,-0.5984535477881324,1.512685331627193,174.79999999999998,-0.5290677481267384,5.526053029204743
RENEE MONTGOMERY,ATL,2019,G,Spot-up Shooter,-0.599192650616148,0.600567905865332,948.6,-4.3287420550138345,-4.148852832158644
KAMILLA CARDOSO,CHI,2024,C,Interior Primary Option,-0.5992301342392385,-2.897783636907724,876.8,-3.3474470628565864,-5.328517964324589
JIA PERKINS,CHI,2006,G,Secondary Creator/Distributor,-0.5993477790712023,1.0062611338364345,840.0,-4.964010964255317,-2.9840155318984287
JANELL BURSE,SEA,2005,C,Interior Primary Option,-0.5994773874699206,1.8234076237917831,863.5999999999999,-4.200877545048668,1.6037065939748991
SYDNEY WIESE,WAS,2021,G,Spot-up Shooter,-0.5995515055427134,-5.721116145196374,577.8,-6.080785225870979,-8.443804859556701
OLYMPIA SCOTT,IND,2002,C,Interior Primary Option,-0.5995933119796877,-2.8706980135067948,973.4,-8.933222508431927,-11.866444205221326
DEWANNA BONNER,PHO,2013,SG,Primary On-Ball Creator,-0.6009219292001816,-1.1376855290303605,1118.6,-0.21394166047900143,1.9852723530271728
TAMMY SUTTON-BROWN,IND,2008,C,Interior Primary Option,-0.6014413273572998,3.1108203625997013,957.0,-4.697365929625944,2.2075596421677153
JEANETTE POHLEN-MAVUNGA,IND,2017,G,Spot-up Shooter,-0.6016038858893094,1.5336113890169618,374.1,-5.013472293096721,-4.966649497274354
TAMERA YOUNG,ATL,2008,F,Secondary Creator/Distributor,-0.6019275288477555,-2.395513649978948,745.8000000000001,-7.802578502483789,-9.26701414306308
JENNIFER DEREVJANIK,PHO,2007,G,Secondary Creator/Distributor,-0.60239800736804,4.080868270507177,200.1,-4.819927567193703,-0.6453456477587576
MAGGIE LUCAS,IND,2014,G,Spot-up Shooter,-0.6027960021072438,1.3480133057847234,312.0,-4.877648647682847,4.820568109847676
ELENA DELLE DONNE,WAS,2022,SG,Perimeter-Oriented Big/Wing,-0.6028321362977098,8.28448903214727,695.0,4.3678587234705315,12.23218337490825
HIND BEN ABDELKADER,IND,2018,G,Spot-up Shooter,-0.6029216437102463,8.993781094147286,142.79999999999998,-12.22546052433197,-0.9919010070377201
KAMIAH SMALLS,IND,2020,G,Spot-up Shooter,-0.6029752805755706,-5.410446414174493,99.4,2.792983918507522,-9.303419101749455
DEARICA HAMBY,SAN,2017,F,Interior Primary Option,-0.6031367971523259,1.4547152558327698,686.8,-4.700256507809374,-2.777304497505343
DEBORAH CARTER,UTA,1997,SG,Roller/Cutter,-0.6031683943063767,-4.933213337431927,264.59999999999997,,
FRAN HARRIS,UTA,1998,SG,Secondary Creator/Distributor,-0.6047988639328702,1.7961723004911971,351.0,-4.645817118196548,2.4279674234663027
SHANNON BOBBITT,LAS,2009,G,Secondary Creator/Distributor,-0.6052375307029232,2.736977110770263,353.09999999999997,-6.496922227047952,-9.210305060368327
KATIE DOUGLAS,IND,2010,SG,Primary On-Ball Creator,-0.6071599783954296,9.26244044418534,1013.2,0.8705233954812679,10.270890649994428
NIKKI TEASLEY,LAS,2004,G,Spot-up Shooter,-0.6074775559947421,2.2064694854231366,1105.0,-4.286266841191557,-20.56210162013798
DOMINIQUE CANTY,CHI,2011,G,Secondary Creator/Distributor,-0.6075352627458692,4.288907515498618,332.2,-9.176807013715345,-2.354726678729161
YVONNE TURNER,PHO,2018,G,Spot-up Shooter,-0.6089940396406304,3.0333994556365997,425.6,-3.3826524683250376,0.5508046472556698
VICKIE JOHNSON,SAN,2006,SG,Secondary Creator/Distributor,-0.6099391108850625,-2.642909504939593,1003.0,-3.4632624805935324,-2.295275882525207
SOPHIE CUNNINGHAM,PHO,2021,G,Spot-up Shooter,-0.610509647121261,0.1958028141780173,525.0,-3.17884655313276,2.6478713760223105
SHEKINNA STRICKLEN,CON,2015,F,Spot-up Shooter,-0.6106020512689424,0.4478743960214451,598.4000000000001,-0.6431016769938032,-0.6432892359562241
JENNIFER LACY,CON,2015,F,Spot-up Shooter,-0.6116556971182252,-6.8235647196908245,494.1,-4.595895017823805,-10.750624911882356
DENIQUE GRAVES,SAC,1997,C,Roller/Cutter,-0.6118459818463771,28.52174549868108,77.7,,
NIKKI TEASLEY,LAS,2002,G,Spot-up Shooter,-0.6122361877517699,0.4368745336948344,883.2,-10.009626747595803,0.2317702339417415
JACKI GEMELOS,CHI,2015,G,Spot-up Shooter,-0.6124251826338902,-1.834670338027256,85.0,-5.293992451197622,-22.106732275995288
DEVEREAUX PETERS,MIN,2012,F,Roller/Cutter,-0.6126018403476642,5.3121663841650735,423.0,-2.442917797849398,2.6320771887149674
JANNON ROLAND,ORL,2000,F,Secondary Creator/Distributor,-0.612655207851288,-13.166307221707251,174.3,-3.307948295557961,-13.824819736405813
KELLY MAZZANTE,CHA,2006,G,Spot-up Shooter,-0.6127445893781207,-0.4909566461020366,720.8,-1.9515689553824576,0.4417147096644608
FRANTHEA PRICE,SAC,1998,G,Spot-up Shooter,-0.6129341726554216,6.460656576808384,370.0,-6.869126511524471,0.736409599927681
CHARDE HOUSTON,MIN,2009,F,Perimeter-Oriented Big/Wing,-0.6133173561353824,-4.864899563988217,792.2,-1.2915057215356855,-5.145369707517601
CANDACE PARKER,LAS,2009,PowerF,Interior Primary Option,-0.6156478381725222,7.914564164960657,815.0,-2.877358168888637,7.0373571196867015
MAKAYLA EPPS,CHI,2017,G,Secondary Creator/Distributor,-0.6174836235272655,8.452971092155707,64.6,-12.95010562133572,-24.32049986881691
NAZ HILLMON,ATL,2024,F,Roller/Cutter,-0.6175840616844471,2.1372687244423014,868.0,-3.9336530691592837,3.5423417336301606
JORDAN HOOPER,TUL,2014,F,Spot-up Shooter,-0.6197607475141036,6.210234043059308,649.4000000000001,-4.807591447028127,8.76653580871924
JESSICA MOORE,IND,2010,PowerF,Roller/Cutter,-0.6204209297485933,4.297418351643191,432.3,-6.701673448264137,-5.876894442349727
LAURIE KOEHN,WAS,2005,G,Spot-up Shooter,-0.6214048552502618,-2.897727568411427,228.0,1.6031640289314932,-1.3720670144289884
TAMIKA WHITMORE,LAS,2005,F,Interior Primary Option,-0.622339482474197,-2.2850832322737,921.4,-4.026919230500268,-4.032214678798585
EMMA MEESSEMAN,WAS,2020,F,Perimeter-Oriented Big/Wing,-0.623752713691809,-0.1531601215299413,634.0,-0.5365460126423651,-1.3462656188994475
TARI PHILLIPS,NYL,2001,PowerF,Interior Primary Option,-0.6241740841641614,1.043300250058632,1049.6,-1.9121226527041217,5.009773108691991
ASHLEY BATTLE,NYL,2007,F,Primary On-Ball Creator,-0.6242931163632377,4.336033991918229,758.2,-4.765150670864006,-3.914402913345417
LEILANI MITCHELL,NYL,2010,G,Spot-up Shooter,-0.6249388482188598,2.1726233680120215,979.2,0.4593568829539878,6.417448800365867
KATIE DOUGLAS,CON,2007,SG,Primary On-Ball Creator,-0.6250571098265848,0.1463616620143682,1108.4,-1.0991418698166777,1.2369700056490562
NIELE IVEY,IND,2003,G,Spot-up Shooter,-0.6281377109039035,1.0365539016281466,650.7,-1.9488188298743503,0.26462350213252983
CATHRINE KRAAYEVELD,ATL,2012,F,Spot-up Shooter,-0.6306035939612961,1.5240192107654524,508.2,-4.44421009011065,5.047670004579416
ELIZABETH WILLIAMS,WAS,2022,PowerF,Roller/Cutter,-0.6312793752771748,9.750170509664452,447.0,-4.017364257792407,-1.582980865294033
ESSENCE CARSON,LAS,2017,G,Secondary Creator/Distributor,-0.6316952125710094,3.97487383319028,465.6,-3.9127420045352768,6.894364811316478
DANIELLE ROBINSON,MIN,2018,G,Secondary Creator/Distributor,-0.6319398103398317,5.351474025023607,520.8000000000001,-2.677853307715975,1.1588282821720037
GEORGIA SCHWEITZER,MIN,2001,SG,Spot-up Shooter,-0.6333509829168014,-3.0709406821666847,422.4,-0.7774733509631838,1.273610077528312
ALLISHA GRAY,DAL,2017,G,Primary On-Ball Creator,-0.6339390757444595,-5.588304170880654,924.8,-2.8221210957370135,-4.415856456549412
LINDSAY WHALEN,CON,2004,G,Secondary Creator/Distributor,-0.6340192502788474,-0.3682461719390662,945.5,-12.295777985584023,-12.736803059270674
NIA COFFEY,SAN,2017,F,Roller/Cutter,-0.6350826144600537,3.409002975866654,210.6,-10.799572347603748,-1.383126350015346
NICOLE OHLDE,TUL,2010,PowerF,Roller/Cutter,-0.6353312937260893,-5.176483566177486,524.8,-5.849994820068633,-8.052961472494962
KARA LAWSON,WAS,2015,G,Spot-up Shooter,-0.6359820497709858,3.332701798921472,550.0,-0.18731347069323157,8.302742683238407
TAJ MCWILLIAMS-FRANKLIN,ORL,2001,PowerF,Interior Primary Option,-0.6368507162893103,0.6414360903427835,1059.2,-2.23634033762297,5.179059244733742
BARBARA FARRIS,NYL,2007,PowerF,Roller/Cutter,-0.6375033628952833,8.321991520423762,238.0,-6.580143133711004,4.357740904073768
SHARON MANNING,CHA,1997,PowerF,Roller/Cutter,-0.6379258734170726,6.057560503270993,436.8,,
ERIN PHILLIPS,IND,2012,G,Spot-up Shooter,-0.6381479121442304,7.006642898138358,620.5999999999999,-3.182717339685574,10.724826875323796
SIDNEY SPENCER,LAS,2007,G,Spot-up Shooter,-0.6382059477731126,-0.837085758858989,829.5999999999999,-3.1780495435853577,2.6518898067433208
KRISTIN FOLKL,MIN,2000,F,Interior Primary Option,-0.6400504854398573,-0.0946265286345938,844.8,3.8271531247697728,9.001080203316846
DEMYA WALKER,SAC,2004,F,Interior Primary Option,-0.6411901675029589,3.171122275568027,880.5999999999999,-5.083874780481815,-0.7217152143514047
BREANNA STEWART,SEA,2016,F,Perimeter-Oriented Big/Wing,-0.6416210632153168,2.3716063204674955,1179.8000000000002,0.45837990477051194,5.4209253235760295
MONIQUE BILLINGS,ATL,2022,F,Interior Primary Option,-0.6417555700007492,4.178960347070742,400.2,-3.4765085827700766,4.363831451690593
NNEKA OGWUMIKE,LAS,2014,F,Perimeter-Oriented Big/Wing,-0.6421155645713454,-0.8909728517544931,910.8,-0.4743834392363905,-1.9060233859876599
BLAKE DIETRICK,ATL,2021,G,Spot-up Shooter,-0.6426782836922653,6.82875367698304,141.29999999999998,-7.247243337712331,4.616276276150446
SHALEE LEHNING,ATL,2010,G,Secondary Creator/Distributor,-0.6428974981202468,4.296271846516565,775.5,-1.6587657786398915,5.401862526701404
MARINA MABREY,DAL,2020,G,Primary On-Ball Creator,-0.6437834412059892,-6.350796155421601,403.2,-1.0036774075393486,-3.5670777066659425
NOELLE QUINN,SEA,2014,G,Secondary Creator/Distributor,-0.6462684001776302,3.387354352978444,483.2,-4.116249350061869,-2.1087368575224197
NATALIE ACHONWA,IND,2017,F,Roller/Cutter,-0.6466382722894151,2.7604682694374496,622.2,-3.9709143108337805,-0.4670030325094996
KATIE LOU SAMUELSON,LAS,2022,F,Spot-up Shooter,-0.6485103913849687,-2.9053026506317337,944.0,-3.2533940095684244,-3.3429669719296426
ALEXIS GRAY-LAWSON,PHO,2011,G,Spot-up Shooter,-0.6490679017831766,-4.306327009187778,307.8,-4.468867779568209,-4.572309269100655
JADE MELBOURNE,WAS,2024,G,Secondary Creator/Distributor,-0.6493719854317997,6.776424566668456,525.4,-5.287334169120025,2.9325714247554306
JENNA O'HEA,SEA,2015,F,Spot-up Shooter,-0.6502919893889717,1.3244803959372349,710.5999999999999,-3.079656040197464,-4.138814723694759
DOMINIQUE CANTY,CHI,2007,G,Secondary Creator/Distributor,-0.6507992454476716,-1.067998842208148,729.0,-4.431411312970676,-0.1791559821731077
ANGELINA WILLIAMS,PHO,2005,G,Spot-up Shooter,-0.6510629810964597,-4.796004929451213,147.2,-9.39706545375995,0.40877122557620016
KISHA FORD,NYL,1997,SG,Secondary Creator/Distributor,-0.6523340519096772,1.6586853989222057,473.19999999999993,,
SHAKIRA AUSTIN,WAS,2023,PowerF,Interior Primary Option,-0.6533951992239966,12.040772588908352,440.8,-5.849408323602178,3.130061682049053
SHAMEKA CHRISTON,NYL,2004,G,Spot-up Shooter,-0.6563872853930439,4.132962801200693,561.0,-7.173614810645458,2.064170484536837
GEORGIA SCHWEITZER,MIN,2003,SG,Spot-up Shooter,-0.6564862751534998,-3.94330985275405,116.8,-8.109600007698345,-8.988167429998127
KATE PAYE,MIN,2000,G,Spot-up Shooter,-0.6594147548100029,-8.007866867739803,406.0,-1.4532446235327325,-5.331232553566897
VANESSA NYGAARD,POR,2000,F,Spot-up Shooter,-0.6619155602103174,0.3329866453693308,844.8,-4.989781480108125,-1.9317167584494346
CHEYENNE PARKER-TYUS,ATL,2023,F,Perimeter-Oriented Big/Wing,-0.6619180163821781,2.2265972853931766,1064.0,-0.7310918195356892,-2.0705171431207843
RESHANDA GRAY,LAS,2020,F,Roller/Cutter,-0.6630342050056296,15.382814907935918,63.0,-9.926013917517798,6.735266021179598
AERIAL POWERS,ATL,2024,G,Primary On-Ball Creator,-0.6642236391180527,-0.4336671150931724,304.29999999999995,-3.679866163850165,-5.988110553372248
MYISHA HINES-ALLEN,WAS,2022,F,Perimeter-Oriented Big/Wing,-0.6643701001608373,-0.2616232371622978,656.2,-2.13795687154751,-6.12077558372474
PENNY TAYLOR,PHO,2005,F,Primary On-Ball Creator,-0.6645296865881775,2.6256408532221127,852.5999999999999,0.3888775221192321,1.0029779094942335
