Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
JAMIE REDD,SEA,2001,F,Primary On-Ball Creator,-2.204779403295425,-1.7881203323556354,659.2,-1.3092670040633878,-18.93949976499497
EVA NEMCOVA,CLE,2000,F,Spot-up Shooter,-2.205576701474674,3.538800824681287,442.4,-8.104147846463556,3.4558004953708727
JASMINE THOMAS,CON,2018,G,Primary On-Ball Creator,-2.206137926946137,2.302905879840955,955.4,-3.614314107729466,0.9463926667161633
TONI YOUNG,NYL,2013,F,Roller/Cutter,-2.206330526735448,-1.1179300817303692,344.09999999999997,-8.662353537749592,-3.071923158703781
CAPPIE PONDEXTER,CHI,2015,G,Primary On-Ball Creator,-2.208905588188548,-0.9882717812616268,875.8,-3.599603301163377,1.0555292802000877
JENNIFER SMITH,NYL,2005,C,Secondary Creator/Distributor,-2.209870459070624,-39.572315843712886,7.4,-19.520966539201964,-73.14216674044398
SANDY BRONDELLO,DET,1998,G,Primary On-Ball Creator,-2.2120171636878148,1.115037382916582,993.0,-16.554440689900733,-15.219648088783611
KALEENA MOSQUEDA-LEWIS,SEA,2016,F,Spot-up Shooter,-2.213397906414186,6.692013369510275,396.8,-4.291806255900985,2.4465088267347177
NANCY LIEBERMAN,PHO,1997,G,Spot-up Shooter,-2.215805450241521,3.5047191702798375,280.0,,
ANDREA CONGREAVES,ORL,1999,PowerF,Secondary Creator/Distributor,-2.21710045715068,-3.2338632637740763,809.6,-4.264313443024409,-6.507787297132657
ASJHA JONES,CON,2008,F,Perimeter-Oriented Big/Wing,-2.2204344252411907,1.8278732854604032,963.6,-1.5331466440513024,8.391478165218132
JENNIFER LACY,TUL,2011,F,Spot-up Shooter,-2.220702927624207,-1.442438562864379,652.8,-8.141014033665806,-10.735094210277794
YVONNE TURNER,PHO,2017,G,Secondary Creator/Distributor,-2.220933097191179,5.896543053513224,435.2000000000001,-7.389583937370388,-0.6113960886644056
SEMEKA RANDALL,SEA,2001,G,Perimeter-Oriented Big/Wing,-2.225014537206029,0.0910033494569691,886.4,-6.9006942449490944,-1.468034157574904
TIANNA HAWKINS,WAS,2018,F,Secondary Creator/Distributor,-2.2278660967781847,-1.5025958948272546,531.2,-3.6442154181058233,-7.386127657785415
ALLISON FEASTER,LAS,1998,F,Spot-up Shooter,-2.228558623491556,-6.858154879374397,41.099999999999994,-8.037236063703586,-8.54814598879065
CAMILLE COOPER,NYL,2001,C,Interior Primary Option,-2.2303030079216084,-19.83543459870942,50.4,-7.4336388681108385,-18.006616270024406
TINA THOMPSON,LAS,2009,F,Primary On-Ball Creator,-2.230510917905325,-0.6399115351193319,1183.1999999999998,-5.992594750672415,-3.0869307185503505
NALYSSA SMITH,IND,2022,F,Perimeter-Oriented Big/Wing,-2.233502695513166,-1.0255581507838225,982.4,-4.290585045577167,-6.207739308277359
SUE BIRD,SEA,2018,G,Spot-up Shooter,-2.2339047065361752,2.381488315081976,824.6,2.5065579337873,11.15916877580913
SANDY BRONDELLO,SEA,2003,G,Secondary Creator/Distributor,-2.2341186831684476,-2.460927903038032,969.0,-15.58298875337135,6.515838798842729
MURRIEL PAGE,WAS,2002,F,Roller/Cutter,-2.236470495874496,0.6928128911307568,752.0,-6.452430994834635,5.510962423421902
SKYLAR DIGGINS,DAL,2018,G,Primary On-Ball Creator,-2.2369904424559683,-0.8800019734428788,1091.2,-1.0271114781064876,2.8948833206093574
BECKY HAMMON,NYL,2006,G,Primary On-Ball Creator,-2.2371032483989937,-8.615578320487394,638.4,-3.6016600333109325,-9.106019037809578
DEANNA NOLAN,DET,2001,SG,Primary On-Ball Creator,-2.2378094056017983,-3.60741740747265,545.4,-7.175540656837589,-4.774770774232861
CHAMIQUE HOLDSCLAW,LAS,2007,F,Perimeter-Oriented Big/Wing,-2.2391848984182157,3.4012464517955743,150.0,-7.814067608934424,13.50506900714059
SKYLAR DIGGINS,TUL,2015,G,Primary On-Ball Creator,-2.2403480254071817,2.394893241765,289.8,0.0306419197008716,13.72408716496919
KAYLA ALEXANDER,MIN,2020,C,Roller/Cutter,-2.2405158207685663,0.5739258893546697,89.6,-8.488316890185406,-19.94720396153193
KELLEY GIBSON,HOU,2002,SG,Spot-up Shooter,-2.2419866099956147,2.49756781834833,278.4,-4.097740342252797,3.185393846251362
CHELSEY PERRY,IND,2021,F,Secondary Creator/Distributor,-2.2432072423736344,31.11230426180667,40.2,-8.85397749826531,27.216212976978273
ALISA BURRAS,CLE,1999,C,Interior Primary Option,-2.247419216506494,-4.369546615257685,545.6,-5.296654025300912,-8.086454925403356
ANDREA STINSON,DET,2005,G,Secondary Creator/Distributor,-2.248800645169032,5.99249020163984,100.8,-4.602740042895322,6.688740508849835
TYASHA HARRIS,CON,2023,G,Spot-up Shooter,-2.251752775206728,4.6620395000375465,668.0,-4.643624796065446,0.6068640198755872
KATE STARBIRD,UTA,2001,SG,Secondary Creator/Distributor,-2.2575368256982715,-3.6954602832004313,310.5,-10.173918850205972,-2.4242910998135976
ALICIA THOMPSON,IND,2000,F,Perimeter-Oriented Big/Wing,-2.2593599763988523,-4.681265877024101,793.6,-4.598307048322191,-4.929804639644731
JAELYN BROWN,DAL,2024,SG,Secondary Creator/Distributor,-2.260111460931672,-11.3109020380491,141.4,-4.8695042798578,-21.42442884701228
JEWELL LOYD,SEA,2015,G,Perimeter-Oriented Big/Wing,-2.2601824520444174,0.6298532960691158,880.5999999999999,-4.305452608398724,-2.7087173016021144
ANETE JEKABSONE-ZOGOTA,PHO,2014,G,Spot-up Shooter,-2.2626701981159485,-6.744966572099577,342.4,-9.625508158377906,-16.709476732349167
KELSEY BONE,NYL,2013,C,Interior Primary Option,-2.2628342423857313,0.6324147275670684,663.0,-8.727824239869165,-11.146448628211488
SEIMONE AUGUSTUS,MIN,2014,SG,Perimeter-Oriented Big/Wing,-2.2641017364423623,0.3233956506993091,748.8,-0.8861279315118675,-0.4432972435253689
NNEKA OGWUMIKE,LAS,2021,F,Perimeter-Oriented Big/Wing,-2.2694942059602514,3.6993814175541537,570.6,-3.189693613207811,-2.939404700184978
IVORY LATTA,ATL,2009,G,Primary On-Ball Creator,-2.2705363409887633,3.36346726672867,350.4,-4.859573060581379,4.650852606881336
VICTORIA DUNLAP,SEA,2012,F,Interior Primary Option,-2.271071541377535,9.402380594975368,28.0,-3.18199275229785,-9.233901581623263
DAMIRIS DANTAS,ATL,2015,PowerF,Roller/Cutter,-2.2713439150824217,1.300898987314503,662.4,-8.652292020918164,1.210292885512275
ALISA BURRAS,POR,2001,C,Interior Primary Option,-2.2722304709611607,1.7126878853710756,273.0,-7.63262023743958,-1.4434539664149721
TRICIA BADER BINFORD,UTA,1998,G,Spot-up Shooter,-2.273477277184658,-1.8105070821140448,209.0,-4.417674594569578,-0.06633322647276185
MAYA CALDWELL,ATL,2022,G,Spot-up Shooter,-2.2735768856607352,-7.130250721804037,213.3,-2.101571433914752,-9.601208590159736
JACKIE YOUNG,LVA,2021,G,Perimeter-Oriented Big/Wing,-2.276731186419855,5.358819857022001,1017.6,-2.198284248958278,14.739238347387978
IZIANE CASTRO MARQUES,CON,2013,SG,Primary On-Ball Creator,-2.277391153860779,0.2511795221816357,439.6,-9.047672281549048,-8.594699631194741
AMBER HOLT,CON,2008,F,Secondary Creator/Distributor,-2.279337742520144,1.1597138353914,714.0,-3.7452967545402265,4.034013750264338
ALYSHA CLARK,SEA,2015,F,Spot-up Shooter,-2.283388575607453,-4.9949534784500536,762.3000000000001,-3.6742424772493663,-0.7223816583098266
TAMIKA WHITMORE,IND,2006,F,Perimeter-Oriented Big/Wing,-2.2837671468480676,2.3903610842007073,1057.4,-5.444634848915479,1.0381380153101305
KARA LAWSON,CON,2012,G,Primary On-Ball Creator,-2.284528674934296,-3.3154647544925333,1067.6,2.0279143915952282,4.1374135451483145
ERLANA LARKINS,IND,2016,F,Roller/Cutter,-2.286521989538823,-0.4010373604882532,881.1,-3.274080292893719,0.43513999561120076
GWEN JACKSON,PHO,2005,F,Roller/Cutter,-2.287878367958188,-4.166479295861913,119.9,-10.8512167891635,-9.760323734456815
SKYLAR DIGGINS,PHO,2021,G,Primary On-Ball Creator,-2.2886482204860488,1.3831639862392109,1040.0,0.48022526699091905,7.606253898746551
ADIA BARNES,CLE,2001,F,Roller/Cutter,-2.2933689953981014,43.986152347946394,2.7,-6.945344288926114,45.22790376670469
ELISSA CUNANE,MIN,2022,C,Roller/Cutter,-2.295730036922875,6.342865052633015,9.9,-9.023783309463933,-9.017334530617227
RACHEL BANHAM,MIN,2023,G,Spot-up Shooter,-2.2988683981711997,0.2192137916316118,435.2,-6.293398633999219,-0.6750424950371886
PENNY TOLER,LAS,1998,G,Primary On-Ball Creator,-2.301249060260959,-0.5318211386861278,945.0,,
LINDSAY BOWEN,NYL,2007,G,Spot-up Shooter,-2.3055010242082608,30.378223472063556,37.2,-13.262031804561136,26.024444190265797
KATRINA HIBBERT,SEA,2000,SG,Spot-up Shooter,-2.3056900734527894,-7.450899540878718,238.0,-8.553537966009001,-16.235872711694395
KELLEY GIBSON,HOU,2003,SG,Spot-up Shooter,-2.3070001481424955,6.069702108410908,208.0,-2.838188681543601,7.908794832547655
KAELA DAVIS,DAL,2018,F,Secondary Creator/Distributor,-2.309237047399248,-0.1051288502003697,453.6,-9.092325574860212,-1.0687443069689253
JEWELL LOYD,SEA,2016,G,Primary On-Ball Creator,-2.3098274536760193,-2.7084352178921716,1074.4,-2.389124904099795,-0.41750616177314326
JACQUELINE BATTEAST,DET,2006,F,Secondary Creator/Distributor,-2.309915034896298,3.2982880459683246,171.6,-9.506599646226984,-3.1941789603425566
TIANNA HAWKINS,WAS,2016,F,Roller/Cutter,-2.3105597903323933,-2.896747789255615,252.0,-6.22306062187665,-8.796456791306358
IVORY LATTA,DET,2007,G,Spot-up Shooter,-2.3107185203835527,-1.801035203775853,241.8,-6.136821918940454,1.0557405914613363
CAITLIN CLARK,IND,2024,G,Primary On-Ball Creator,-2.312214486379173,-0.9186358420538788,1416.0,-1.8514075781010209,0.2817900131886858
KARA LAWSON,SAC,2007,G,Primary On-Ball Creator,-2.316312096108207,2.5662917919349506,741.2,-4.498863337139395,2.6296162932470972
HAN XU,NYL,2023,C,Roller/Cutter,-2.3185656485556496,8.161727987045944,35.2,-22.307719685865322,-25.180828225517487
LATOYA THOMAS,MIN,2008,F,Secondary Creator/Distributor,-2.3193768735838796,13.151586453647583,186.0,-12.090364489407234,13.439074449183375
PENNY TOLER,LAS,1997,G,Primary On-Ball Creator,-2.3218212844378847,0.1087967386434669,879.1999999999999,,
LAYSHIA CLARENDON,NYL,2020,G,Primary On-Ball Creator,-2.3225622094456067,4.546478122335038,495.9,-4.9145163882997895,0.6494319592277242
TYASHA HARRIS,DAL,2022,G,Secondary Creator/Distributor,-2.322949140030108,0.4024166724353,553.0,-3.379968090499033,0.7738828660185741
MARIA STEPANOVA,PHO,2000,C,Roller/Cutter,-2.3244145475943636,23.56147406978724,171.0,-6.879444687755722,15.488486765767682
BRITTNEY SYKES,ATL,2017,G,Primary On-Ball Creator,-2.327993786915098,-2.754784149201385,870.4000000000001,-4.646001556789339,-4.081562215721148
PENNY TOLER,LAS,1999,G,Primary On-Ball Creator,-2.3292606502622193,1.1337017284507345,429.0,-9.263855174234719,-2.475686078386649
LATASHA BYEARS,HOU,2007,SG,Roller/Cutter,-2.32979385768076,1.1161675593750646,321.0,-3.315822609213397,0.9278254873884338
ADIA BARNES,SAC,1998,F,Secondary Creator/Distributor,-2.3299719762789803,-0.1475456903594674,596.4,-7.444457579441524,-7.15271425606541
ANN WAUTERS,SAN,2009,C,Interior Primary Option,-2.3306792062676545,-2.7843025221732103,462.4,-7.943293371089566,3.247107826116855
DANA EVANS,CHI,2024,G,Primary On-Ball Creator,-2.3334176784349046,-5.052456854707152,744.9000000000001,-5.184147321762611,-12.73482070920992
JORDAN HOOPER,DAL,2016,F,Spot-up Shooter,-2.3337540435882884,-0.2949801977724886,291.2,-5.545493809844093,-5.126310479744635
NNEKA OGWUMIKE,LAS,2022,F,Perimeter-Oriented Big/Wing,-2.3369018582701515,-1.6452080632689785,1067.6,-1.8203922268730302,-0.8411967405514166
CHAMIQUE HOLDSCLAW,ATL,2009,F,Perimeter-Oriented Big/Wing,-2.3374224176159952,4.480006501153904,707.5,-7.466491788418286,3.6155504585825633
KRISTI TOLIVER,WAS,2018,G,Primary On-Ball Creator,-2.33820885540171,2.1572118397316116,1085.7,-1.6254968123395512,7.0796642498508975
KATIE SMITH,DET,2005,G,Primary On-Ball Creator,-2.341452197560847,3.8196690315044433,1159.2,-5.319383798283736,1.9430977544943377
SHYRA ELY-GASH,SAN,2005,F,Secondary Creator/Distributor,-2.3474232927253587,-3.2137775841595095,527.0,-9.19562675834235,-5.425449307338132
ODYSSEY SIMS,MIN,2020,G,Secondary Creator/Distributor,-2.3494711048546515,-2.7278365375748947,240.5,-3.91692436883827,2.966441266577898
MARINA MABREY,CHI,2023,G,Primary On-Ball Creator,-2.354159040542951,-1.3567292580063024,1170.0,-2.5231560883887973,-0.7165524249104526
YELENA LEUCHANKA,CHA,2006,C,Roller/Cutter,-2.358722216272185,4.403700047711349,38.0,-6.651713778859957,-10.733571240245098
RENEE MONTGOMERY,CON,2011,G,Primary On-Ball Creator,-2.3637961623956762,1.4807516455193943,989.4,-2.3079101490597074,5.815457814749854
CRYSTAL LANGHORNE,SEA,2015,PowerF,Interior Primary Option,-2.3648016888587398,-2.740168666193112,873.8,-6.428147969390978,-8.409018203866761
MORIAH JEFFERSON,CHI,2024,G,Secondary Creator/Distributor,-2.365055219130428,-2.1695031430759717,184.0,-8.219743117472373,-12.648455638868025
MFON UDOKA,HOU,2003,F,Roller/Cutter,-2.367811711228306,0.1757425424395546,250.0,-7.090853104365302,-3.498768587662622
ALEX BENTLEY,CON,2014,G,Primary On-Ball Creator,-2.37414753677288,0.2420254027464542,870.4000000000001,-5.013197689837481,0.6875678633897907
ALICIA THOMPSON,SEA,2005,F,Secondary Creator/Distributor,-2.375346943438455,4.884469667619514,327.0,-8.771395018561654,2.88064036442493
COURTNEY WILLIAMS,ATL,2020,G,Perimeter-Oriented Big/Wing,-2.3796020820017563,-4.81344697716215,610.0,-5.681020873468675,-7.226619242896062
PLENETTE PIERSON,TUL,2015,F,Perimeter-Oriented Big/Wing,-2.379632578527585,-2.771063015710388,843.0,-4.649368211974478,1.642694678607676
DEANNA JACKSON,CLE,2002,F,Roller/Cutter,-2.3834028813308366,2.4400750122480264,144.0,-10.193569112364193,-29.32223684284123
BRITTNEY GRINER,PHO,2018,C,Perimeter-Oriented Big/Wing,-2.385228442965637,-0.5792461254481828,1108.4,-1.5198940225792819,-0.6793188237159496
GWEN JACKSON,SAN,2003,F,Interior Primary Option,-2.385464555031285,0.3074539141574875,976.8,0.4851377781760786,0.8712472178869082
KAYLA ALEXANDER,CHI,2019,C,Roller/Cutter,-2.3854998715991647,13.879384406401812,19.799999999999997,-2.202092302537338,31.84715858350624
KORIE HLEDE,DET,1998,G,Primary On-Ball Creator,-2.3867968808881455,2.5912530460222323,912.6,-9.400193351723617,-2.060074650032366
BRITTNEY GRINER,PHO,2020,C,Perimeter-Oriented Big/Wing,-2.38947795464326,1.4471876538044242,381.6,-5.704776204595737,2.5134961196132366
KELLY BOUCHER,CHA,1998,F,Secondary Creator/Distributor,-2.390085896366226,21.384456324467095,52.2,-5.943050251922422,17.797140682785795
CHARLI COLLIER,DAL,2022,C,Roller/Cutter,-2.3928181665192816,-12.611776365838226,78.19999999999999,-12.090365587337269,-36.74428833253494
LA'KESHIA FRETT,SAC,2002,F,Secondary Creator/Distributor,-2.393317928046665,1.3323449888043437,646.4,-9.776667673816139,-2.0143840869823086
ELIZABETH WILLIAMS,ATL,2020,PowerF,Interior Primary Option,-2.396869090093082,-3.3782389406863405,642.4,-4.564725109621802,-5.5913528289031955
TAMIKA WHITMORE,IND,2007,F,Perimeter-Oriented Big/Wing,-2.4004077440200233,1.5349228943893682,880.5999999999999,-6.298033036535234,0.15708404939674137
BRITTNEY GRINER,PHO,2017,C,Perimeter-Oriented Big/Wing,-2.4011202477318827,3.3683401319479045,819.0,0.6296485571904724,6.637544989105185
TAYLER HILL,WAS,2016,G,Primary On-Ball Creator,-2.4014217945749556,-1.6247939912953124,937.6,-3.1597410948686053,-3.189349346308221
ASJHA JONES,CON,2010,F,Perimeter-Oriented Big/Wing,-2.4019730489176934,2.6738727798340487,774.0,-4.321869062390093,-0.8350953493404889
TIFFANY HAYES,ATL,2022,G,Primary On-Ball Creator,-2.4029092647753387,-3.0067537296595805,302.5,-1.0354203592794216,-6.995484455003071
SWIN CASH,DET,2007,F,Interior Primary Option,-2.404802356851249,-0.5224554337028356,948.6,-8.332630485408847,-3.145661432985476
KRISTI TOLIVER,LAS,2012,G,Primary On-Ball Creator,-2.40505233152293,-1.271364460044101,1071.0,-0.9532696408659882,2.199819421644836
CASS BAUER-BILODEAU,SAC,2002,C,Interior Primary Option,-2.4085682562197377,3.4661721086067065,232.50000000000003,-9.884795242660253,1.2470740975395462
ROBIN THREATT-ELLIOTT,SEA,2000,G,Primary On-Ball Creator,-2.4089775943321867,-1.6865793854834366,378.0,-4.19860848185542,-2.0557248289267203
CARLA CORTIJO,ATL,2016,G,Primary On-Ball Creator,-2.4095435878996216,7.6750890307348705,294.3,-7.070816197564923,-1.3184868736065738
MARINA MABREY,DAL,2022,G,Primary On-Ball Creator,-2.413139123417937,-2.1469482775482236,952.0,-4.285715605800831,-0.37778865668979433
ODYSSEY SIMS,TUL,2014,G,Primary On-Ball Creator,-2.4151170604555343,-7.043968400724889,1176.4,-3.475101494732047,-6.5496949160382325
ALEXIS PRINCE,ATL,2018,F,Perimeter-Oriented Big/Wing,-2.4199142190932736,15.36987213535779,6.0,16.7167132831959,54.29812134933698
KRISTI TOLIVER,LAS,2021,G,Primary On-Ball Creator,-2.419972474719448,0.0530915169783013,524.4,-5.285323186280614,-3.3344924456620495
ADRIENNE GOODSON,UTA,1999,F,Perimeter-Oriented Big/Wing,-2.421071783240835,-0.2596508367514284,1068.8,-21.279030839458308,-69.70133854725685
LAUREN ERVIN,CON,2009,F,Roller/Cutter,-2.4226928720627723,5.476698881622491,56.0,-10.727371945615488,7.158353179397602
ASJHA JONES,CON,2009,F,Perimeter-Oriented Big/Wing,-2.425702659131992,3.6686814672081782,726.8000000000001,-3.1551101546609814,4.39131344675599
SANDRINE GRUDA,LAS,2014,PowerF,Roller/Cutter,-2.429522807720749,1.4414419150410698,408.0,-10.522936238462718,-8.900022543579686
CAPPIE PONDEXTER,CHI,2016,G,Primary On-Ball Creator,-2.430726432163563,-2.163909588460936,907.5,-3.94081273119678,0.7514497962676163
KATIE SMITH,MIN,2002,G,Primary On-Ball Creator,-2.4313660309001195,0.1863915379024512,1137.7,-6.966816620637561,-7.969181352491312
COCO MILLER,ATL,2011,G,Secondary Creator/Distributor,-2.431489159153966,-3.680132064269812,539.4,-6.815465864122272,-7.3103052850166765
ERLANA LARKINS,IND,2017,F,Roller/Cutter,-2.431915347228763,-3.63215218019868,639.2,-5.819197885925533,-7.267335960755381
NADINE MALCOLM,IND,2002,F,Secondary Creator/Distributor,-2.433083229678437,-1.8617484102450503,597.4000000000001,-9.85373777510289,-13.535791462906511
GERGANA BRANZOVA,DET,1998,F,Roller/Cutter,-2.433653443400917,0.9087317471884674,202.8,-10.752628907058327,4.1617398008614455
BRIA HARTLEY,PHO,2020,G,Primary On-Ball Creator,-2.43436120106016,-2.005848316952601,322.40000000000003,-1.6322700634297203,-1.479246250712636
TINA CHARLES,WAS,2021,C,Perimeter-Oriented Big/Wing,-2.4401098894099076,-1.3809955647807677,899.0999999999999,-0.6489663156099943,-1.022566704996188
CAMILLE SMITH,SEA,2014,F,Perimeter-Oriented Big/Wing,-2.4402386791689814,-1.137685479244953,1016.4,-5.25031312534562,-3.980434374027634
SUG SUTTON,PHO,2023,G,Primary On-Ball Creator,-2.4405447108668343,-2.332017851417616,1052.0,-5.986437690334052,-3.2753174450051006
JENNIFER GILLOM,PHO,2002,PowerF,Perimeter-Oriented Big/Wing,-2.441108411899054,-0.7409217089892933,874.1999999999999,-3.9293055267014982,7.798608130176883
ALEX BENTLEY,ATL,2018,G,Primary On-Ball Creator,-2.4413963639092837,-2.8383149753271013,745.5,-6.1238602746984245,3.5987788294111365
ANETE JEKABSONE-ZOGOTA,CON,2009,G,Spot-up Shooter,-2.4449396112375226,-0.5388018034917481,642.6,-7.052432382322078,-3.1339487195955256
CASS BAUER-BILODEAU,CHA,1999,C,Roller/Cutter,-2.4449694472654553,-4.024518769111698,125.0,-8.027892203510811,-1.4730086087143222
SUE BIRD,SEA,2012,G,Primary On-Ball Creator,-2.445167024067838,4.206019239659673,896.0999999999999,-0.9308335865087753,9.336177920088875
CANDICE DUPREE,PHO,2010,F,Interior Primary Option,-2.446593624121395,-8.512649127303382,1013.2,0.026216078390514763,-5.156729018983555
JESSIKA CARTER,LVA,2024,C,Interior Primary Option,-2.4476585192368048,-28.77391173783419,4.4,-16.100719986172894,-90.85953494616885
SHANNA ZOLMAN,SAN,2009,G,Spot-up Shooter,-2.449385357575613,0.0825381119954439,174.79999999999998,-2.240545512936123,-10.324821876808178
CYNTHIA COOPER,HOU,1998,G,Primary On-Ball Creator,-2.4508186624531416,-1.8013421667381095,1050.0,-9.81334442385084,-6.978036503297226
IVORY LATTA,TUL,2011,G,Primary On-Ball Creator,-2.452874574339153,-3.8242267993163215,684.0,-6.7477705674952375,-10.40949183745595
SUE BIRD,SEA,2016,G,Primary On-Ball Creator,-2.4528815245903486,1.2511872255366077,1074.4,-1.076001978207233,5.544278462612193
TAMARA JAMES,WAS,2006,SG,Secondary Creator/Distributor,-2.453586151978468,1.0291701961906794,155.4,-7.529292787837726,4.427612444732693
ELAINE POWELL,DET,2008,G,Roller/Cutter,-2.4556800071647364,0.2718776651158071,313.6,-6.550587673875494,-1.9767208703216947
