Player,Team,Year,Pos,Archetype,OBPM,mean,Total Minutes
AGNIESZKA BIBRZYCKA,SAN,2006,SG,Spot-up Shooter,-1.8635384342689862,-0.5077648911089294,752.0
ALLISON FEASTER,LAS,2000,F,Spot-up Shooter,-1.8639159034661148,0.7916353495934885,470.4
TEANA MILLER,CHA,2003,C,Roller/Cutter,-1.8657992613142766,5.186874199809907,341.0
JAE KINGI-CROSS,SAN,2006,G,Secondary Creator/Distributor,-1.86753084879336,-5.116502076602034,115.2
SHAMEKA CHRISTON,SAN,2012,G,Spot-up Shooter,-1.867776426502541,3.1695414089428007,693.5999999999999
TAJ MCWILLIAMS-FRANKLIN,MIN,2011,PowerF,Roller/Cutter,-1.8678445209722212,4.8755637609308495,965.6
JENNIFER AZZI,UTA,2001,G,Spot-up Shooter,-1.8684446228310687,2.0200359256659346,1206.4
NOELLE QUINN,LAS,2011,G,Spot-up Shooter,-1.8708024163615793,1.344807586847834,679.8000000000001
MARINA MABREY,DAL,2022,G,Primary On-Ball Creator,-1.8725764823828945,1.7691596208584293,952.0
ALISON BALES,ATL,2011,C,Roller/Cutter,-1.8737938394452072,-2.6305967120726335,686.8
SYLVIA FOWLES,MIN,2019,C,Interior Primary Option,-1.876840556822138,0.7873471759143422,1003.0
EVANTHIA MALTSI,CON,2007,SG,Spot-up Shooter,-1.879057068892171,4.498796639267998,481.0
SHANNON JOHNSON,ORL,1999,G,Primary On-Ball Creator,-1.8828271397767766,0.2887880529812349,1145.6
BELINDA SNELL,PHO,2007,G,Spot-up Shooter,-1.8829808367432648,5.054931305678889,342.0
CANDICE DUPREE,CHI,2008,F,Perimeter-Oriented Big/Wing,-1.884488353766775,3.016562808029071,1125.4
SHANELE STIRES,MIN,2002,F,Spot-up Shooter,-1.8865258315831854,27.045266916423273,19.8
CANDICE DUPREE,PHO,2013,F,Perimeter-Oriented Big/Wing,-1.8884079405899161,3.3706827535667094,1056.0
DELISHA MILTON-JONES,LAS,2000,F,Interior Primary Option,-1.8887255600596975,3.81915387298209,985.6
ERICA WHEELER,LAS,2021,G,Primary On-Ball Creator,-1.8893712305782489,-6.161454403901769,966.4
JOCELYN WILLOUGHBY,NYL,2023,SG,Spot-up Shooter,-1.8901750222472722,-19.72401881338291,191.4
JASMINE THOMAS,CON,2016,G,Primary On-Ball Creator,-1.8938583640960218,-1.533625694245442,1091.4
SANDRINE GRUDA,LAS,2016,PowerF,Roller/Cutter,-1.8940840864599153,-5.489981213086308,37.1
CANDICE WIGGINS,MIN,2010,G,Spot-up Shooter,-1.8953648874544768,1.1745187341217154,237.6
LAYSHIA CLARENDON,ATL,2016,G,Secondary Creator/Distributor,-1.9028593243923104,0.2974503861773126,958.8
KYLEE SHOOK,NYL,2021,C,Secondary Creator/Distributor,-1.905194563145475,-5.279511883083541,567.0
ALLISON FEASTER,IND,2008,F,Spot-up Shooter,-1.912959007908091,-9.879869834717065,300.3
SOPHIE CUNNINGHAM,PHO,2024,G,Spot-up Shooter,-1.9144739250315705,0.0197959122937501,1108.0
ASJHA JONES,CON,2010,F,Perimeter-Oriented Big/Wing,-1.9198960134723988,-3.5089681291745376,774.0
ASHLEY WALKER,LAS,2019,PowerF,Secondary Creator/Distributor,-1.9217409617772931,-16.5213649374234,22.5
DELISHA MILTON-JONES,WAS,2006,F,Primary On-Ball Creator,-1.9223216858069618,5.388363185739428,676.1999999999999
KARA LAWSON,SAC,2009,G,Spot-up Shooter,-1.9271254109907723,-1.237844231493012,605.0
ERIN PERPEROGLOU,SAN,2008,F,Secondary Creator/Distributor,-1.9301338077126158,-0.5500323301406642,907.8
JAMIE CAREY,CON,2008,G,Spot-up Shooter,-1.9302570877318868,0.3860354011466137,498.3
CHAMIQUE HOLDSCLAW,SAN,2010,F,Perimeter-Oriented Big/Wing,-1.9341520657941818,-1.2104078227047157,841.0
SYDNEY COLSON,SAN,2015,G,Secondary Creator/Distributor,-1.9348280464800056,0.2389330520352936,540.6
ANGEL REESE,CHI,2024,F,Interior Primary Option,-1.9350393246411202,0.5590063153757733,1105.0
KATIE BENZAN,WAS,2022,G,Spot-up Shooter,-1.9363492187231515,-7.073129256915803,26.700000000000003
NOELLE QUINN,SEA,2017,G,Spot-up Shooter,-1.9369114296591263,-1.2362888368743084,502.4
CHERYL FORD,DET,2008,F,Interior Primary Option,-1.9381092057252396,3.312544932767481,636.0
SHANNON JOHNSON,SAN,2006,G,Primary On-Ball Creator,-1.9386496350581968,0.8831492260651567,876.8
SUSIE HOPSON-SHELTON,CHA,1997,F,Roller/Cutter,-1.9386557516154252,-2.2728006024095944,28.799999999999997
DANIELLE ROBINSON,ATL,2023,G,Secondary Creator/Distributor,-1.9390742014351152,-0.4993567481447561,691.2
ALLISON FEASTER,CHA,2003,F,Primary On-Ball Creator,-1.939909521007511,-0.2772690304241717,1098.1999999999998
SANDRINE GRUDA,CON,2010,PowerF,Interior Primary Option,-1.9432115357623185,0.7644779055652757,635.6
VICKIE JOHNSON,NYL,2004,SG,Secondary Creator/Distributor,-1.9456360386621425,0.6261920693672524,1118.6
COURTNEY PARIS,DAL,2016,C,Roller/Cutter,-1.9461010652511073,-0.8794043804311542,826.2
MERLAKIA JONES,CLE,2001,G,Perimeter-Oriented Big/Wing,-1.9491053330643302,0.173837379811153,1002.0
ALLISHA GRAY,DAL,2018,G,Secondary Creator/Distributor,-1.953239657317878,1.7995294199028922,907.8
ALAINA COATES,WAS,2020,C,Roller/Cutter,-1.953459692981265,-15.107553921568313,198.0
MADDY SIEGRIST,DAL,2023,F,Roller/Cutter,-1.9586563619200548,-1.328953401964316,319.79999999999995
KISHA FORD,NYL,1998,SG,Secondary Creator/Distributor,-1.9586987234424653,-5.2312613704410555,471.0
ERIKA DE SOUZA,CHI,2016,PowerF,Roller/Cutter,-1.9623531145613313,-1.041249269019721,514.6
NICOLE POWELL,TUL,2013,F,Spot-up Shooter,-1.968884517479633,0.3088913599349778,716.8
KAMILA VODICHKOVA,SEA,2003,PowerF,Interior Primary Option,-1.9699531943856403,6.596352671116244,711.1999999999999
ERIKA DE SOUZA,ATL,2010,PowerF,Interior Primary Option,-1.9706860196237725,1.42174758902947,873.8
SHAVONTE ZELLOUS,IND,2011,G,Secondary Creator/Distributor,-1.9717928120221895,0.5350430306489392,462.0
CRYSTAL KELLY,SAC,2008,F,Interior Primary Option,-1.9719708147540456,-0.689320094864844,551.1
SEIMONE AUGUSTUS,MIN,2018,SG,Secondary Creator/Distributor,-1.9748063761703925,-3.471695174649359,864.6
DANIELLE ROBINSON,IND,2022,G,Secondary Creator/Distributor,-1.9785572581766582,-4.5657334217047705,731.6
UKARI FIGGS,POR,2002,G,Spot-up Shooter,-1.9837398090715475,0.66152767116585,868.0
DELISHA MILTON-JONES,LAS,2003,F,Perimeter-Oriented Big/Wing,-1.98509745704577,-0.7240332130431094,1085.0
ANN WAUTERS,SAN,2008,C,Perimeter-Oriented Big/Wing,-1.9871710293362732,0.1882756140372453,979.2
CANDICE DUPREE,CHI,2009,F,Perimeter-Oriented Big/Wing,-1.990517483053717,-0.7240990367078785,1186.6
SHALONDA ENIS,CHA,2002,PowerF,Secondary Creator/Distributor,-1.9914975492054479,19.71833076721123,59.6
LAYSHIA CLARENDON,ATL,2017,G,Primary On-Ball Creator,-1.9931683522052397,-0.5879649280875086,1020.0
SANDY BRONDELLO,DET,1998,G,Primary On-Ball Creator,-1.9954141051215426,1.4567175590166035,993.0
NATASHA LACY,NYL,2014,G,Secondary Creator/Distributor,-1.9961940428809197,-11.064334782101126,82.5
MARGO DYDEK,SAN,2003,C,Perimeter-Oriented Big/Wing,-1.9988088958725525,-2.381502222927504,924.8
SYLVIA FOWLES,CHI,2011,C,Interior Primary Option,-2.0022687314733933,-1.4076748702370607,1176.4
BECKY HAMMON,NYL,2000,G,Spot-up Shooter,-2.002525051347062,3.176225202122914,835.2
ELENA TORNIKIDOU,DET,2000,F,Secondary Creator/Distributor,-2.0031788991784647,-2.61891558183931,867.2
ALANA BEARD,LAS,2014,SG,Secondary Creator/Distributor,-2.0084608592513344,-1.7514469468423115,914.1
JEANETTE POHLEN-MAVUNGA,IND,2011,G,Spot-up Shooter,-2.009668183240054,-8.9756800934293,537.2
JESSICA DAVENPORT,IND,2010,C,Interior Primary Option,-2.0128116040115174,1.3695501430675492,468.6
KATIE GEARLDS,SEA,2008,SG,Spot-up Shooter,-2.0204067807557062,0.7330466787251779,469.2000000000001
TEMEKA JOHNSON,PHO,2010,G,Primary On-Ball Creator,-2.024494101998873,3.512065406476657,928.2
ABBY BISHOP,SEA,2016,F,Spot-up Shooter,-2.0256468726477874,-22.041726440976607,67.60000000000001
CYESHA GOREE,WAS,2023,F,Secondary Creator/Distributor,-2.032026090371542,-18.03657393028532,116.0
THERESA PLAISANCE,DAL,2018,F,Spot-up Shooter,-2.034165967431638,8.766946466675076,81.2
ERIN GRANT,HOU,2007,G,Secondary Creator/Distributor,-2.034514339278077,3.896288932793035,210.8
TIFFANY HAYES,ATL,2013,G,Primary On-Ball Creator,-2.038204726910192,2.320576105745505,512.9
DELISHA MILTON-JONES,LAS,2011,F,Perimeter-Oriented Big/Wing,-2.0441020960785616,2.1332611250863813,890.8
LE'COE WILLINGHAM,SEA,2010,F,Roller/Cutter,-2.0442214319343406,1.8643269146183696,514.8
JEWELL LOYD,SEA,2015,G,Perimeter-Oriented Big/Wing,-2.0452701563543063,-3.33857059767123,880.5999999999999
DANIELLE ROBINSON,MIN,2018,G,Secondary Creator/Distributor,-2.0459134973761435,-4.192645742851603,520.8000000000001
BETNIJAH LANEY-HAMILTON,NYL,2022,SG,Primary On-Ball Creator,-2.046680115489609,-14.9613323791412,254.7
KORIE HLEDE,UTA,1999,G,Primary On-Ball Creator,-2.047212985873729,-3.27392403335858,684.8
BLAKE DIETRICK,ATL,2020,G,Spot-up Shooter,-2.0479501059948557,-5.381597807546013,464.2000000000001
NYKESHA SALES,CON,2004,SG,Primary On-Ball Creator,-2.0482437208094866,-0.7682291817756407,1098.1999999999998
MICHELLE BROGAN,PHO,2000,F,Roller/Cutter,-2.048945483872942,1.7236310135410873,728.0
EDWIGE LAWSON-WADE,SAN,2010,G,Spot-up Shooter,-2.050192237393487,-4.0766248302754,722.6999999999999
ILIANA RUPERT,ATL,2023,C,Spot-up Shooter,-2.0504535304138867,-8.607789397760794,158.0
TAJ MCWILLIAMS-FRANKLIN,ORL,2000,PowerF,Interior Primary Option,-2.051518054835493,1.5699385954947132,1065.6
LINDSEY HARDING,ATL,2011,G,Secondary Creator/Distributor,-2.0561595460151594,-0.1356283450955901,1037.0
NALYSSA SMITH,IND,2022,F,Perimeter-Oriented Big/Wing,-2.0570823500640016,-5.182181157493537,982.4
TAJ MCWILLIAMS-FRANKLIN,CON,2006,PowerF,Interior Primary Option,-2.0652036218844017,1.9897520926738423,998.4
BRIANN JANUARY,PHO,2018,G,Spot-up Shooter,-2.069793764020071,1.9969938999661796,894.3000000000001
RICKEA JACKSON,LAS,2024,F,Perimeter-Oriented Big/Wing,-2.0744390201029157,-4.639073639425383,1152.0
KAYLA THORNTON,DAL,2021,F,Secondary Creator/Distributor,-2.0746560522489292,-1.4719202545135417,855.6
ANNA MONTANANA,MIN,2009,F,Secondary Creator/Distributor,-2.074713557515041,-11.945110970450989,169.6
LEAONNA ODOM,NYL,2021,F,Secondary Creator/Distributor,-2.075447086226217,-8.766233678473066,207.0
KATIE SMITH,DET,2007,G,Spot-up Shooter,-2.0770169188853718,-0.2045090246137452,1166.1999999999998
LINDSAY WHALEN,CON,2006,G,Secondary Creator/Distributor,-2.077640090742932,3.815682228912189,864.6
KALEENA MOSQUEDA-LEWIS,SEA,2016,F,Spot-up Shooter,-2.0784083494867995,-4.245504542775557,396.8
KAMILA VODICHKOVA,SEA,2001,PowerF,Secondary Creator/Distributor,-2.0797949320788707,-0.5559824585219503,403.1
SHERYL SWOOPES,HOU,2006,SG,Perimeter-Oriented Big/Wing,-2.0815584585568185,-0.324999608459083,1109.8
KIA NURSE,NYL,2018,G,Spot-up Shooter,-2.0858024571516403,-4.025502131433551,775.2
SONJA HENNING,HOU,1999,G,Secondary Creator/Distributor,-2.086019099777091,2.0939641794600816,796.8
BETTY LENNOX,MIN,2000,G,Primary On-Ball Creator,-2.086146050549404,-2.224003041071086,982.4
LISA LESLIE,LAS,2009,C,Perimeter-Oriented Big/Wing,-2.0869842659236633,1.941162864659126,637.1
LATOYA THOMAS,LAS,2007,F,Secondary Creator/Distributor,-2.08814038416773,3.16272758667631,467.1
KIAH STOKES,NYL,2016,C,Roller/Cutter,-2.0920772490795163,-5.172963699590158,650.7
CANDICE DUPREE,CHI,2007,F,Perimeter-Oriented Big/Wing,-2.0924525928402673,-0.976141135350622,1026.3
MERLAKIA JONES,CLE,2000,G,Perimeter-Oriented Big/Wing,-2.096955448578985,-1.7852089727035434,915.2
EMMA CANNON,IND,2022,F,Roller/Cutter,-2.0970923828485186,0.2784878973639989,336.0
RUTHY HEBARD,CHI,2021,F,Roller/Cutter,-2.0988979221770836,0.7759384330977306,504.0
LINDSAY WHALEN,CON,2004,G,Secondary Creator/Distributor,-2.0991678592396448,-0.6494977807382435,945.5
ERIKA DE SOUZA,ATL,2013,PowerF,Interior Primary Option,-2.11451735476231,-2.138266128406462,1016.6
CAYLA GEORGE,DAL,2018,PowerF,Spot-up Shooter,-2.115036741240033,2.290456469491394,246.1
SHATORI WALKER-KIMBROUGH,WAS,2021,G,Secondary Creator/Distributor,-2.1196363961144233,-3.106866750913151,350.20000000000005
MONIQUE CURRIE,WAS,2011,F,Perimeter-Oriented Big/Wing,-2.12003388068641,-2.2904507343893497,76.4
KENNEDY BURKE,IND,2020,SG,Secondary Creator/Distributor,-2.120190808430126,-3.0818700516621065,402.6
KRISTY WALLACE,IND,2024,G,Spot-up Shooter,-2.1217599741041067,-4.713100183309426,447.2
BROOKE WYCKOFF,CHI,2007,F,Spot-up Shooter,-2.121800490724355,-2.956937145025355,504.9
BRITTNEY SYKES,WAS,2024,G,Primary On-Ball Creator,-2.1226284924380843,-3.542222631573138,419.4
DAMIRIS DANTAS,MIN,2022,PowerF,Spot-up Shooter,-2.1276873576376243,5.09045007035881,261.0
DIAMOND DESHIELDS,CHI,2019,G,Primary On-Ball Creator,-2.1299947232570244,2.22530491487113,1026.8
VERONICA BURTON,DAL,2022,G,Secondary Creator/Distributor,-2.131040883715621,-0.7947548721182138,547.1999999999999
NYKESHA SALES,CON,2005,SG,Primary On-Ball Creator,-2.135155769509008,6.339444267351589,1074.4
STACEY LOVELACE,MIN,2005,C,Spot-up Shooter,-2.135856256441297,-7.697126939644562,591.5999999999999
BETNIJAH LANEY-HAMILTON,CON,2018,SG,Secondary Creator/Distributor,-2.1363790388867905,6.738380620976791,269.70000000000005
DEANNA NOLAN,DET,2006,SG,Primary On-Ball Creator,-2.1368102339065147,1.3042015972816974,1091.4
NICKY MCCRIMMON,LAS,2002,G,Secondary Creator/Distributor,-2.1390569728944935,2.274686657065024,352.0
MYISHA HINES-ALLEN,WAS,2019,F,Secondary Creator/Distributor,-2.1407756117838215,-1.0267890250953775,210.6
TANISHA WRIGHT,SEA,2013,G,Primary On-Ball Creator,-2.1409340863694366,-2.4400927575407794,1050.6
VICKY BULLETT,CHA,1997,F,Perimeter-Oriented Big/Wing,-2.1439166210071714,-0.4447899081432906,870.8000000000001
HAIXIA ZHENG,LAS,1998,C,Interior Primary Option,-2.1441973173849203,1.744173855641283,98.4
STEPHANIE TALBOT,PHO,2017,F,Secondary Creator/Distributor,-2.148800698500754,-1.4547810585664025,608.5999999999999
TULLY BEVILAQUA,SAN,2011,G,Spot-up Shooter,-2.1523098995808017,-6.808661687034087,493.0
SHAY MURPHY,IND,2009,G,Secondary Creator/Distributor,-2.152536769368094,-3.1574616755471365,184.8
REBEKKAH BRUNSON,SAC,2007,F,Interior Primary Option,-2.1542304557807017,0.9030297251517238,884.4
ERIN PHILLIPS,IND,2013,G,Spot-up Shooter,-2.158791071522245,-4.709821572595104,383.4
KAILA CHARLES,CON,2020,SG,Secondary Creator/Distributor,-2.1596409388703925,-1.7713494087125785,375.9
RUTHIE BOLTON,SAC,1999,G,Primary On-Ball Creator,-2.1630264839323514,2.591598564871637,973.4
ASJHA JONES,CON,2011,F,Perimeter-Oriented Big/Wing,-2.1652650724441282,3.4998873617014508,972.4
TAMECKA DIXON,LAS,1997,G,Primary On-Ball Creator,-2.1662613792471173,3.767502197003212,712.8
LINDA FROHLICH,IND,2006,PowerF,Secondary Creator/Distributor,-2.1663325094517702,-3.512143511034621,168.0
TARA WILLIAMS,POR,2000,G,Spot-up Shooter,-2.1669439524462444,3.1030947131329887,174.20000000000002
ERIN PHILLIPS,CON,2009,G,Spot-up Shooter,-2.1671164321891663,-6.072220656035478,739.2
ELIZABETH WILLIAMS,ATL,2020,PowerF,Interior Primary Option,-2.1678560195287195,-2.213113888216855,642.4
KRISTEN MANN,MIN,2005,F,Roller/Cutter,-2.1693052933742694,-1.290384144995276,187.2
TAJ MCWILLIAMS-FRANKLIN,CON,2003,PowerF,Interior Primary Option,-2.1693136783918336,4.9281583392579895,986.0
VANESSA NYGAARD,POR,2001,F,Spot-up Shooter,-2.1707760159939853,-0.3199255692902398,260.40000000000003
SEQUOIA HOLMES,LVA,2018,G,Roller/Cutter,-2.172370335932836,-25.51148848619839,19.799999999999997
ELAINE POWELL,ORL,1999,G,Secondary Creator/Distributor,-2.1731155807970515,-0.7792755119106634,253.8
KIMBERLY BECK,SEA,2008,G,Spot-up Shooter,-2.1758968654668713,-23.061442740136805,93.5
KRISTI HARROWER,PHO,1999,G,Secondary Creator/Distributor,-2.1804801117967725,-0.8601136425251129,662.4
BECKY HAMMON,NYL,2001,G,Spot-up Shooter,-2.1815018509504647,1.2062453762776586,620.8
KARA LAWSON,SAC,2007,G,Primary On-Ball Creator,-2.1825512410311876,0.0633245013121465,741.2
CANDICE DUPREE,CHI,2006,F,Perimeter-Oriented Big/Wing,-2.1837627419231165,-1.258854165589809,1033.6
ALLISHA GRAY,DAL,2017,G,Primary On-Ball Creator,-2.188182019992554,1.1724477143312413,924.8
DELISHA MILTON-JONES,LAS,2008,F,Perimeter-Oriented Big/Wing,-2.191228927833661,1.5756075741651063,1016.8
STEFANIE DOLSON,CHI,2018,C,Secondary Creator/Distributor,-2.1927667342707857,0.7888228404558331,745.2
CRYSTAL LANGHORNE,WAS,2012,PowerF,Interior Primary Option,-2.1960879665386535,3.401109985091219,998.2
ADRIENNE JOHNSON,ORL,2000,G,Primary On-Ball Creator,-2.197128909843869,1.3896813884687065,1068.8
DORKA JUHÁSZ,MIN,2023,F,Roller/Cutter,-2.1986379594336145,-1.8276156463276505,919.6
UMEKI WEBB,PHO,1998,SG,Secondary Creator/Distributor,-2.199985980892662,-2.7183607521593416,846.0
KAYLA ALEXANDER,SAN,2016,C,Interior Primary Option,-2.2026559801665604,-5.558333042148346,490.00000000000006
CHRISTI THOMAS,LAS,2007,PowerF,Interior Primary Option,-2.204536481574517,-3.2372589721060105,639.2
COCO MILLER,WAS,2006,G,Secondary Creator/Distributor,-2.207502590066103,-1.4947343972341327,656.2
SUGAR RODGERS,NYL,2016,G,Spot-up Shooter,-2.211718496738854,-0.982832560493596,1006.5
KIAH STOKES,LVA,2022,C,Roller/Cutter,-2.225899348518632,0.9102577768080408,474.3
RACHEL JARRY,MIN,2013,F,Secondary Creator/Distributor,-2.2273741431720984,-6.948045287437582,183.6
CRYSTAL ROBINSON,WAS,2006,F,Spot-up Shooter,-2.2304383194682744,3.678759163277722,723.6
MISTIE BASS,PHO,2015,F,Roller/Cutter,-2.2311016276337208,-2.2879655789308293,458.7
ESSENCE CARSON,LAS,2018,G,Spot-up Shooter,-2.234491345070614,-2.00184903621974,785.4000000000001
ALLIE QUIGLEY,CHI,2015,G,Primary On-Ball Creator,-2.2370220014374627,-1.9818979930210512,720.0
ANN STROTHER,ATL,2008,SG,Spot-up Shooter,-2.237394732579736,0.1795915810200113,159.6
ALLIE QUIGLEY,CHI,2014,G,Primary On-Ball Creator,-2.2376279074215164,-3.4169516941925178,843.2
RUTHIE BOLTON,SAC,1997,G,Primary On-Ball Creator,-2.2391066406000837,2.5095125978849095,820.8000000000001
RAE BURRELL,LAS,2023,SG,Spot-up Shooter,-2.2436434285595803,-5.945781080066354,321.9
STEPHANIE WHITE,IND,2001,SG,Spot-up Shooter,-2.244443304106361,2.6956802118046617,506.99999999999994
KIM PERROT,HOU,1998,G,Spot-up Shooter,-2.247939107116773,3.3449957811725284,987.0
LAYSHIA CLARENDON,LAS,2024,G,Secondary Creator/Distributor,-2.2562774535549135,-2.0930237619148295,333.90000000000003
TEMEKA JOHNSON,SEA,2013,G,Primary On-Ball Creator,-2.2568232570177438,-2.07119837688312,876.8
YVONNE ANDERSON,CON,2022,G,Secondary Creator/Distributor,-2.2603776191169835,1.7196646506169002,101.2
KELSEY MITCHELL,IND,2019,G,Primary On-Ball Creator,-2.261013295836064,1.0191341473473892,850.0
CANDACE PARKER,LAS,2009,PowerF,Interior Primary Option,-2.261710330716115,-0.8772070452739557,815.0
MONIQUE CURRIE,SAN,2016,F,Primary On-Ball Creator,-2.2649847269975365,-5.814767748192251,867.0
TINA CHARLES,NYL,2017,C,Perimeter-Oriented Big/Wing,-2.266276155926242,1.8295783519192248,1094.8000000000002
LINDSAY ALLEN,LVA,2018,G,Secondary Creator/Distributor,-2.2665381911572138,-7.193187000312738,357.6
PLENETTE PIERSON,TUL,2015,F,Perimeter-Oriented Big/Wing,-2.269735633446893,4.413757694318064,843.0
CAMERON BRINK,LAS,2024,F,Secondary Creator/Distributor,-2.2703537349403216,-7.16934528494254,330.0
MARGO DYDEK,UTA,2002,C,Perimeter-Oriented Big/Wing,-2.2707975849428776,2.8391915875042986,876.0
PLENETTE PIERSON,MIN,2017,F,Secondary Creator/Distributor,-2.2734418617955505,-3.5513240756165643,465.7999999999999
SHAVONTE ZELLOUS,IND,2013,G,Primary On-Ball Creator,-2.273650511594192,1.38377161497472,907.7
YOLANDA GRIFFITH,SAC,2006,PowerF,Interior Primary Option,-2.279927587866713,-0.759934005914787,853.4000000000001
MARIE FERDINAND-HARRIS,UTA,2002,G,Primary On-Ball Creator,-2.280813559624283,1.773083316357556,1065.6
IVANA DOJKIĆ,SEA,2023,G,Secondary Creator/Distributor,-2.281933488644062,-9.20167989212678,460.0
KAHLEAH COPPER,CHI,2017,SG,Secondary Creator/Distributor,-2.2823246396379626,-6.3065011736065815,486.2000000000001
JACKIE YOUNG,LVA,2019,G,Secondary Creator/Distributor,-2.283202260558676,-0.8727153308651628,765.0
TICHA PENICHEIRO,SAC,2008,G,Secondary Creator/Distributor,-2.2832950362375763,1.1792884888510975,854.6999999999999
NICKY MCCRIMMON,LAS,2003,G,Secondary Creator/Distributor,-2.2849312337942744,-0.7769527661854478,300.3
BRITTNEY SYKES,LAS,2022,G,Perimeter-Oriented Big/Wing,-2.2853689741125014,-5.05978445246466,921.6
DELISHA MILTON-JONES,LAS,2010,F,Perimeter-Oriented Big/Wing,-2.2867729311466536,0.5437763375247215,1094.8000000000002
KATIE SMITH,DET,2006,G,Spot-up Shooter,-2.2898801168590985,-2.5466572230104823,1139.0
ERICA WHEELER,IND,2018,G,Primary On-Ball Creator,-2.2945614573742246,-0.5524472484930273,737.8
JAMIE REDD,SEA,2001,F,Primary On-Ball Creator,-2.2947795354428546,-1.4206008681152624,659.2
AERIAL POWERS,MIN,2022,G,Perimeter-Oriented Big/Wing,-2.2978461472127423,-3.6774296562727953,945.0
A'JA WILSON,LVA,2019,C,Perimeter-Oriented Big/Wing,-2.3026494014180274,-0.977830966665728,738.4
CHARLOTTE SMITH,CHA,2002,F,Secondary Creator/Distributor,-2.307840698297541,4.977699586517968,889.6
CHINEY OGWUMIKE,LAS,2022,PowerF,Interior Primary Option,-2.3139538117014005,-2.1385184427607644,478.4
BRITTNEY SYKES,ATL,2017,G,Primary On-Ball Creator,-2.318007769874241,-1.3267780665197633,870.4000000000001
TYASHA HARRIS,DAL,2021,G,Secondary Creator/Distributor,-2.321563778309957,-1.2109435922399154,521.6
MWADI MABIKA,LAS,1999,G,Primary On-Ball Creator,-2.32624156817183,5.349691101468905,934.4
SHAY MURPHY,CHI,2011,G,Primary On-Ball Creator,-2.33183318316649,-8.732456584071924,205.0
CANDACE PARKER,LAS,2010,PowerF,Perimeter-Oriented Big/Wing,-2.3320537374902783,0.643697492326972,335.0
NATISHA HIEDEMAN,MIN,2024,G,Secondary Creator/Distributor,-2.334809454597973,-1.7929389091644474,608.0
TAJ MCWILLIAMS-FRANKLIN,ORL,1999,PowerF,Interior Primary Option,-2.3389470719233385,-0.2485387626206298,1043.2
TIANNA HAWKINS,WAS,2020,F,Secondary Creator/Distributor,-2.3389660958111738,-13.603474916971734,328.1
ALANA BEARD,WAS,2007,SG,Primary On-Ball Creator,-2.3390178451778425,-0.4301416903533888,1168.2
CANDICE DUPREE,IND,2018,F,Perimeter-Oriented Big/Wing,-2.339239764106714,-0.2854532510069311,1004.8
SANCHO LYTTLE,ATL,2015,F,Interior Primary Option,-2.341637318908503,-0.0715358577267457,720.0
NYKESHA SALES,ORL,1999,SG,Primary On-Ball Creator,-2.3422143693891506,-0.1211326721645643,1036.8
NOELLE QUINN,WAS,2012,G,Spot-up Shooter,-2.344492345169339,-5.294320309879129,666.0
KALEENA MOSQUEDA-LEWIS,SEA,2018,F,Spot-up Shooter,-2.345868975152076,-2.245506942744081,442.2
NICOLE POWELL,SAC,2008,F,Primary On-Ball Creator,-2.3475212106612777,0.5138162127182946,945.2
SHAMEKA CHRISTON,CHI,2010,G,Spot-up Shooter,-2.350222076410075,5.586406843951054,213.0
SANCHO LYTTLE,PHO,2018,F,Roller/Cutter,-2.351803428483366,2.841545949195566,419.4
ASJHA JONES,CON,2012,F,Perimeter-Oriented Big/Wing,-2.352139068099472,2.642733754168856,558.0
TANGELA SMITH,PHO,2007,C,Perimeter-Oriented Big/Wing,-2.352779743879191,-0.4077746547039712,1071.0
ANDREA STINSON,DET,2005,G,Secondary Creator/Distributor,-2.35393939772629,0.6962503072099956,100.8
JESSICA SHEPARD,MIN,2021,F,Roller/Cutter,-2.3553176996909087,-3.1817599824854947,231.0
SHATORI WALKER-KIMBROUGH,WAS,2024,G,Secondary Creator/Distributor,-2.358842807805747,-2.0908535162267836,884.0
RAFFAELLA MASCIADRI,LAS,2005,F,Spot-up Shooter,-2.3649390493063667,0.754354627230901,458.7
KRISTI TOLIVER,CHI,2009,G,Spot-up Shooter,-2.366527241130969,4.8299003484424645,386.1
BRITTNEY GRINER,PHO,2013,C,Interior Primary Option,-2.3712175649628384,3.0325244288039346,699.3
TINA CHARLES,CON,2012,C,Perimeter-Oriented Big/Wing,-2.374255421471198,1.394732067324694,1095.6
ALLISON HIGHTOWER,CON,2013,G,Primary On-Ball Creator,-2.375963257163934,-1.415391045274005,672.0
JANICE BRAXTON,CLE,1998,F,Interior Primary Option,-2.378101985745749,1.249968194304242,837.0
ERIN THORN,CHI,2010,G,Spot-up Shooter,-2.379420831409224,-6.284808596993228,683.4000000000001
REBEKKAH BRUNSON,MIN,2013,F,Interior Primary Option,-2.3799977572575406,5.7380832256429315,963.6
TAMECKA DIXON,LAS,2003,G,Primary On-Ball Creator,-2.390459954053757,-4.968276941274103,1041.0
BETTY LENNOX,LAS,2010,G,Spot-up Shooter,-2.3906976433710625,-0.0484191987015151,127.6
TYASHA HARRIS,CON,2023,G,Spot-up Shooter,-2.3918720208587185,-4.055175480161959,668.0
KATIE LOU SAMUELSON,SEA,2021,F,Spot-up Shooter,-2.39439638095466,0.3649085289484609,567.0
