Player,Year,Pos,Archetype,DBPM,mean,BPM,RAPM
AMBER HOLT,2008,F,Secondary Creator/Distributor,-1.9889252813449516,1.1597138353914,-0.9842645843612283,2.214362589956227
JASMINE THOMAS,2018,G,Primary On-Ball Creator,-1.992783878097391,2.302905879840955,-5.965608328191305,-2.4465148581830207
AARI MCDONALD,2023,G,Secondary Creator/Distributor,-1.9948289863761655,0.925951257809091,-3.5854236772682464,-3.554688647314796
KELLY MILLER,2008,G,Secondary Creator/Distributor,-1.9958836600671972,-6.868080020977644,-5.789081706854647,-5.843589505772372
NNEKA OGWUMIKE,2022,F,Perimeter-Oriented Big/Wing,-1.996111062020606,-1.6452080632689785,-4.339260991348508,-2.313015394948831
JAMIE REDD,2001,F,Primary On-Ball Creator,-1.9972349359890815,-1.7881203323556354,-6.625199366844104,-10.859555029743799
DANIELLE VIGLIONE,1997,G,Spot-up Shooter,-1.9974604625517172,3.046654586042251,-18.096524257348253,42.67018014476394
ADRIAN WILLIAMS-STRONG,2008,PowerF,Roller/Cutter,-1.99755439663749,-0.4889539770774653,-2.919988282085753,2.679698745509167
JASMINE THOMAS,2017,G,Primary On-Ball Creator,-1.9982098690177499,2.6131605152869444,-4.663742632206853,2.0116288363493364
ASIA (AD) DURR,2019,G,Secondary Creator/Distributor,-1.9988215011860533,-2.0568269539040216,-6.524796664337691,-3.3432748686814335
IZIANE CASTRO MARQUES,2013,SG,Primary On-Ball Creator,-1.9989613905216375,0.2511795221816357,-8.986495435191616,-6.892018726508503
TAN WHITE,2007,G,Primary On-Ball Creator,-1.9992776892807365,5.193369776145162,0.5662407396739815,7.585267528121014
SUE BIRD,2011,G,Primary On-Ball Creator,-1.9997942004683134,3.3919723723368236,-2.974918423208941,2.910040072860605
TAYLER HILL,2016,G,Primary On-Ball Creator,-2.001719351294299,-1.6247939912953124,-3.4218853227345187,-0.9633584034533705
WENDY PALMER,2000,F,Interior Primary Option,-2.0019118260042474,-2.945848747827662,-4.27018901925983,-1.562077132852942
BECKY HAMMON,2006,G,Primary On-Ball Creator,-2.003266382830627,-8.615578320487394,-2.4002436295518637,-9.660542786251872
JACKIE STILES,2002,G,Spot-up Shooter,-2.004720451188156,-6.717798947347983,-1.6544244017293028,-4.147261125308079
CAPPIE PONDEXTER,2016,G,Primary On-Ball Creator,-2.005673974510008,-2.163909588460936,-1.4175776222933996,-1.8054807286763563
MORGAN BERTSCH,2023,F,Secondary Creator/Distributor,-2.006675977169103,-2.165049600671359,-11.737812234855008,-10.42414198638852
SKYLAR DIGGINS,2017,G,Primary On-Ball Creator,-2.007952781995752,-4.696049596014664,-0.05948791603864634,0.11892322709017034
NEVRIYE YILMAZ,2004,C,Secondary Creator/Distributor,-2.0081327218249405,2.7329668155237834,-13.96367882223731,-24.79932682816721
ALLISON HIGHTOWER,2017,G,Secondary Creator/Distributor,-2.009559008179645,-5.703055098269534,-7.5555087810199515,-11.95070886065629
KRISTEN RASMUSSEN,2007,F,Secondary Creator/Distributor,-2.0095590403425505,-3.9734907409499742,-4.68828308746807,-7.870536904057287
THERESA PLAISANCE,2020,F,Spot-up Shooter,-2.0098655741759854,-7.243217585834498,-7.8131120925601225,-11.318492545352916
TA'SHIA PHILLIPS,2011,C,Roller/Cutter,-2.0108409712340123,-8.623861612296112,2.592049941449398,-11.379141751534013
ALEXIS JONES,2018,G,Spot-up Shooter,-2.011833689425276,0.2508227863511238,-2.1675104347637753,-9.140503419429248
JASMINE LISTER,2015,G,Spot-up Shooter,-2.0148540413635887,-2.7768465245251233,-14.04049884569988,-20.624142646655212
LE'COE WILLINGHAM,2009,F,Interior Primary Option,-2.014994497030655,1.424941022627621,-2.340601003171563,4.756437117029098
GWEN JACKSON,2004,F,Roller/Cutter,-2.0168482689799805,-2.2027747307550967,-1.274074954992009,1.4734600036592265
EVA NEMCOVA,2000,F,Spot-up Shooter,-2.022704003488248,3.538800824681287,-3.3914186275445592,8.655296526905438
SANDY BRONDELLO,2003,G,Secondary Creator/Distributor,-2.0227444290665897,-2.460927903038032,-4.4521236855124275,-5.641892859891707
TIFFANY BIAS,2015,G,Spot-up Shooter,-2.023729349995021,-0.0299812396389179,-7.406917780707103,-9.899018305884548
AERIAL POWERS,2022,G,Perimeter-Oriented Big/Wing,-2.024384841621241,-4.033035554955068,-3.6539837177087255,-0.21049684069636454
SHEKINNA STRICKLEN,2020,F,Spot-up Shooter,-2.025090602573173,-4.172012948596678,-2.877696027498476,-11.104099896443685
YOLANDA GRIFFITH,2009,PowerF,Interior Primary Option,-2.0255627660484397,-15.690968953106484,-20.33399862754971,-29.806097639714572
ROBIN THREATT-ELLIOTT,2000,G,Primary On-Ball Creator,-2.026182172813249,-1.6865793854834366,-7.3263114337432516,-6.409162314651636
A'JA WILSON,2021,C,Perimeter-Oriented Big/Wing,-2.026529328162451,-0.0536517587699163,-2.377903234550316,0.41465594102080633
COURTNEY PARIS,2015,C,Roller/Cutter,-2.0273993729946427,-4.322055880455868,-6.5064916188655655,-5.480936352358767
SEMEKA RANDALL,2002,G,Secondary Creator/Distributor,-2.0292199070917167,-0.721609357525872,-7.358680871011815,-9.547875782907273
LA'KESHIA FRETT,2004,F,Interior Primary Option,-2.0309570554284,-1.3125916243840716,-9.869469739372567,0.2424212163009687
THERESA PLAISANCE,2016,F,Secondary Creator/Distributor,-2.0343167426532305,1.5448034213494162,-10.718175710629952,-5.33192456315501
COCO MILLER,2012,G,Secondary Creator/Distributor,-2.0350577733177033,9.21221647352307,-8.096830147580611,-3.0977210755610205
MIKIKO HAGIWARA,1998,G,Spot-up Shooter,-2.0371542867836556,10.022734640701154,-4.2875252583183245,8.727665253622735
JENNIFER LACY,2011,F,Spot-up Shooter,-2.0450593360253757,-1.442438562864379,-3.6569258516730123,-1.9328792801865622
JENNIFER LACY,2015,F,Spot-up Shooter,-2.0458246526586583,-6.8235647196908245,-8.24484138029392,-5.952025171455542
BRITTNEY GRINER,2020,C,Perimeter-Oriented Big/Wing,-2.046904359362113,1.4471876538044242,-5.1464589429089695,-4.106925677733061
DIANA TAURASI,2024,G,Primary On-Ball Creator,-2.0469904017445812,0.7349475484804189,-7.0920725120625825,-0.9796334638240423
TAYLER HILL,2019,G,Secondary Creator/Distributor,-2.055639401509165,-5.199345748438174,-1.9871192052432889,-3.3792464526395363
SUE BIRD,2002,G,Primary On-Ball Creator,-2.0562215229813154,0.8973684131247482,-3.9137205946511298,1.5235604824920006
MARIA STEPANOVA,2000,C,Roller/Cutter,-2.0565293478417086,23.56147406978724,-8.724408324942786,22.886443453100515
OKSANA ZAKALUZHNAYA,2002,C,Roller/Cutter,-2.0573931857205388,-16.86308162146802,-10.8586315296151,-20.58677784454989
SKYLAR DIGGINS,2018,G,Primary On-Ball Creator,-2.0580137347471132,-0.8800019734428788,-2.4825424560244196,7.434957847076017
BERNADETTE NGOYISA,2006,C,Interior Primary Option,-2.058598394999614,-1.175705610434152,-3.50673289378026,0.7959491737538864
PLENETTE PIERSON,2013,F,Interior Primary Option,-2.059269640966212,-3.2593177367065422,-4.4262278848508805,-5.330516113589662
COCO MILLER,2004,G,Secondary Creator/Distributor,-2.064290446337066,-3.6211813017219967,-1.658638738148071,-2.4019176217763034
CASS BAUER-BILODEAU,1999,C,Roller/Cutter,-2.0660396024178986,-4.024518769111698,-16.709018609339893,-16.646670560328495
WALTIEA ROLLE,2014,C,Roller/Cutter,-2.067874000526721,17.56849888720629,-15.807153131305158,0.21325748975882775
JORDAN HOOPER,2016,F,Spot-up Shooter,-2.0705676024543322,-0.2949801977724886,-9.769153669938545,-15.626064521734985
KAYLA MCBRIDE,2015,G,Primary On-Ball Creator,-2.0724947462564467,-2.2502868267572604,-3.639239034940841,1.7419477926017106
ALYSSA THOMAS,2021,F,Interior Primary Option,-2.0734068745451415,24.167952646409123,-22.263288100973643,30.53915097388934
DYMOND SIMON,2012,G,Primary On-Ball Creator,-2.0748361849625727,-5.996471006643078,-2.7186284418283564,-2.174301214225154
SHEA MAHONEY,2000,F,Secondary Creator/Distributor,-2.075556875947629,-1.986112178813668,-8.228114305782803,0.4957031178001061
KARA LAWSON,2007,G,Primary On-Ball Creator,-2.076502209267176,2.5662917919349506,-6.513716838395574,-2.543820613221438
RESHANDA GRAY,2021,F,Interior Primary Option,-2.07665350814883,-7.261494558847119,-12.279112474964474,-7.104027749677341
K.B. SHARP,2007,G,Secondary Creator/Distributor,-2.078953711137892,9.607424262584551,-10.332691771882349,2.2676931350028253
MARINA MABREY,2022,G,Primary On-Ball Creator,-2.0806957698534223,-2.1469482775482236,-5.3969957879523776,-2.652084975509381
EVA NEMCOVA,1999,F,Primary On-Ball Creator,-2.0818244256721528,0.2141649934877311,-4.684545681257147,-0.1457665029530565
TEMEKA JOHNSON,2007,G,Perimeter-Oriented Big/Wing,-2.0821250341833766,3.897440530984283,-7.591746946323692,-7.9142849607112895
SUE BIRD,2017,G,Spot-up Shooter,-2.0822510887561343,-3.6298841725313298,-8.282883520515654,-5.39769317350361
RAMU TOKASHIKI,2015,F,Interior Primary Option,-2.0839220032789503,0.7657002452004448,-5.7610709656707275,2.999423329164137
BRITTNEY GRINER,2017,C,Perimeter-Oriented Big/Wing,-2.095147585267023,3.3683401319479045,-2.6251900781203226,3.178205674031827
JENNIFER LACY,2013,F,Spot-up Shooter,-2.0976671739596617,-2.8338140017608504,-7.248043607641248,-6.710008471866799
DEARICA HAMBY,2015,F,Interior Primary Option,-2.097752589764266,-4.814117197317613,-8.038449558557332,-10.171664466870567
SHALONDA ENIS,2001,PowerF,Secondary Creator/Distributor,-2.0986044953988494,0.1491282841331976,-11.711672513996783,-7.277979430562889
PENNY TOLER,1999,G,Primary On-Ball Creator,-2.100943145400611,1.1337017284507345,-11.735643444689595,-4.791853711856647
AMAYA VALDEMORO,2000,F,Spot-up Shooter,-2.1013929020962085,2.0210482763122952,-4.944689819413427,-2.0910781132805916
SHEY PEDDY,2019,G,Secondary Creator/Distributor,-2.101934914846889,9.410742828574234,-10.885171399164857,-11.81016403328253
TINA THOMPSON,2012,F,Spot-up Shooter,-2.1024640249188202,2.920559656191932,-11.993412878904238,0.9446334951272646
TAMIKA WHITMORE,2006,F,Perimeter-Oriented Big/Wing,-2.1028127082242873,2.3903610842007073,-8.807326925811333,2.0096528053758504
KATRINA HIBBERT,2000,SG,Spot-up Shooter,-2.110309086819859,-7.450899540878718,-16.518944166169973,-17.99823422847911
TYASHA HARRIS,2022,G,Secondary Creator/Distributor,-2.1103852464590402,0.4024166724353,-3.4177572599350245,-1.603357940566677
COCO MILLER,2010,G,Secondary Creator/Distributor,-2.1129211449410668,6.520790131273277,-7.474875620982164,-0.48437843443266626
DANA EVANS,2022,G,Secondary Creator/Distributor,-2.1160519505364057,0.0668540322077358,-5.685110412156486,-1.3227192625280435
TAMIKA WHITMORE,2001,F,Interior Primary Option,-2.121207434323608,-1.11423394801589,-6.1004215505288215,0.5472754274129106
NNEKA OGWUMIKE,2021,F,Perimeter-Oriented Big/Wing,-2.124858893210575,3.6993814175541537,-9.71303933411796,-2.3901119683980356
BRITTNEY GRINER,2018,C,Perimeter-Oriented Big/Wing,-2.125304728698678,-0.5792461254481828,-3.8461892301536516,0.6740181465258165
RENEE MONTGOMERY,2009,G,Primary On-Ball Creator,-2.127462633169809,1.210349356621667,-8.29936576807177,-4.056003615422355
GWEN JACKSON,2003,F,Interior Primary Option,-2.1283675627180454,0.3074539141574875,-6.26943779930849,-1.6334705230938833
DANA EVANS,2024,G,Primary On-Ball Creator,-2.1304210270532695,-5.052456854707152,-0.33661533722555825,-8.106769970694582
SWIN CASH,2010,F,Perimeter-Oriented Big/Wing,-2.133082179599389,0.0854685449693512,-6.5219770680860965,-0.41309242445888184
JACQUELINE BATTEAST,2006,F,Secondary Creator/Distributor,-2.133338193925235,3.2982880459683246,-6.779633314126043,2.054373568280415
NADINE MALCOLM,2002,F,Secondary Creator/Distributor,-2.1338009939165934,-1.8617484102450503,-6.360945331870393,-1.9988943858538335
ILONA KORSTINE,2001,G,Secondary Creator/Distributor,-2.138576508266863,5.952874514540772,-11.21113899073448,-18.432971121124844
LATONYA JOHNSON,2001,F,Spot-up Shooter,-2.139481277531008,10.07887431200468,-6.494979979835059,17.53199240852777
SHEKINNA STRICKLEN,2014,F,Spot-up Shooter,-2.141038481639215,-0.5714711441604744,-7.951208200122698,-8.08456452467503
ASJHA JONES,2015,F,Roller/Cutter,-2.1426711415906894,-0.080089784490776,-11.304170121692643,-2.2400394673911417
DIAMOND MILLER,2023,F,Primary On-Ball Creator,-2.1463289883957684,1.8009000975743077,0.08782467465834731,6.124762676619532
KELSEY PLUM,2021,G,Primary On-Ball Creator,-2.147814439864469,2.982273757495517,-0.9241662137249604,6.50312321981891
MARINA MABREY,2023,G,Primary On-Ball Creator,-2.1503110288480705,-1.3567292580063024,-2.3108562438267928,-0.7165524249104526
JULIE VANLOO,2024,G,Spot-up Shooter,-2.1522811786211618,-2.3395580045923565,-7.031574112083663,-7.768983113335681
ODYSSEY SIMS,2014,G,Primary On-Ball Creator,-2.1576451361490787,-7.043968400724889,-3.081662349248775,-6.5496949160382325
SUE BIRD,2012,G,Primary On-Ball Creator,-2.1577810760936504,4.206019239659673,-5.70280271277234,0.8342502236709812
SUE BIRD,2016,G,Primary On-Ball Creator,-2.1606033800197775,1.2511872255366077,-6.668728957997272,-8.95626621952545
PENNY TOLER,1997,G,Primary On-Ball Creator,-2.1614539942296713,0.1087967386434669,-6.210252342829969,-5.560052799030183
JEWELL LOYD,2024,G,Primary On-Ball Creator,-2.162498043025809,3.3503672303249563,-3.325000087882964,4.472483082963492
ALEXIS PRINCE,2017,F,Spot-up Shooter,-2.162527705165785,20.276909661783623,-9.369234649987902,7.601133443243123
SHANNA ZOLMAN,2009,G,Spot-up Shooter,-2.1648476440755555,0.0825381119954439,-8.154900426427293,-5.798653767903759
COURTNEY PARIS,2016,C,Roller/Cutter,-2.1653017189051456,-6.134609636381685,-6.036640314482995,-7.962861592021525
KELLEY GIBSON,2003,SG,Spot-up Shooter,-2.1656361285967067,6.069702108410908,-8.403211660049909,7.7782092298250225
BERNICE MOSBY,2008,F,Roller/Cutter,-2.166050546883431,3.4763250000078205,0.5905179175236626,7.057964667423233
ASJHA JONES,2008,F,Perimeter-Oriented Big/Wing,-2.1661712718164376,1.8278732854604032,-4.543533765331036,-0.2904505679528939
LINDSAY WHALEN,2014,G,Perimeter-Oriented Big/Wing,-2.167801430840334,1.3863774984901225,-2.4504004984731784,3.5086552770515738
TAMARA JAMES,2006,SG,Secondary Creator/Distributor,-2.1685309651203926,1.0291701961906794,-1.7783113671530386,-14.545871279826166
DIJONAI CARRINGTON,2022,SG,Secondary Creator/Distributor,-2.1693203097625453,-0.2881685014666543,-1.9497985310182795,-1.408554955612726
MAYA CALDWELL,2024,G,Secondary Creator/Distributor,-2.17197016774238,-1.7915937886756532,-9.531239023993901,-6.460733008788141
CAITLIN CLARK,2024,G,Primary On-Ball Creator,-2.1723218516887095,-0.9186358420538788,-2.2174272887593007,0.2817900131886858
HALEY PETERS,2016,SG,Secondary Creator/Distributor,-2.172776285026784,1.0230093400728328,-8.0187678331669,-9.896919942008834
MEGAN FRAZEE,2010,F,Roller/Cutter,-2.173482145649794,10.274858832929958,-10.615452366834225,7.680519819102891
SKYLAR DIGGINS,2021,G,Primary On-Ball Creator,-2.1756210647323964,1.3831639862392109,-3.2339701682840025,0.4138204100711793
SIDNEY SPENCER,2010,G,Spot-up Shooter,-2.1803522218253573,5.014333248131994,-8.160858816709059,-20.085725315775825
CRYSTAL DANGERFIELD,2023,G,Secondary Creator/Distributor,-2.1807384558599923,-0.7551064807302044,-4.615678691003521,-1.2875150138991356
KORIE HLEDE,1998,G,Primary On-Ball Creator,-2.1841663999364638,2.5912530460222323,-5.988058312777773,0.9330405967566402
PENNY TOLER,1998,G,Primary On-Ball Creator,-2.184724498166114,-0.5318211386861278,-4.132783332259252,-2.6004182883668916
JEWELL LOYD,2016,G,Primary On-Ball Creator,-2.185524141695273,-2.7084352178921716,-0.8705012186491792,0.7627486637967653
MFON UDOKA,2003,F,Roller/Cutter,-2.185808920584922,0.1757425424395546,-3.9179852411411016,-4.589554539554813
LINNAE HARPER,2023,G,Spot-up Shooter,-2.1866492847783396,-5.719798701773691,-16.599849008827192,-35.66052614283061
KAILA CHARLES,2023,SG,Roller/Cutter,-2.1878593708180145,-15.267515140420738,-5.294755508232207,-22.34064439733654
KARA LAWSON,2008,G,Primary On-Ball Creator,-2.1883643760267666,1.1533776328219183,1.1851706079527258,4.422582489979199
LATASHA BYEARS,1999,SG,Interior Primary Option,-2.1894755446019825,0.1700698112694358,-7.780384399063415,2.0098669935825564
MURRIEL PAGE,2002,F,Roller/Cutter,-2.189741157076712,0.6928128911307568,-5.992721438952657,-2.02786108737431
DIANA TAURASI,2014,G,Primary On-Ball Creator,-2.1926739943177145,4.831581786990504,-4.37434560487592,6.40718936115561
CAPPIE PONDEXTER,2011,G,Primary On-Ball Creator,-2.19351956174257,1.5703940386894688,-3.545055881276771,3.21229777233585
SKYLAR DIGGINS,2015,G,Primary On-Ball Creator,-2.194987946578921,2.394893241765,-6.983668016496761,-2.9757670777896617
LE'COE WILLINGHAM,2008,F,Interior Primary Option,-2.1968293096547726,-3.6429837571032713,-3.6492888413843017,-4.519101591678719
DESTANNI HENDERSON,2022,G,Secondary Creator/Distributor,-2.19871972687097,2.017345934993687,-3.3647580930271905,4.137297661139469
KATIE SMITH,2003,G,Primary On-Ball Creator,-2.1989643164084693,-0.2043251315643791,-0.8688270091861527,1.4750708397734076
MAYA CALDWELL,2022,G,Spot-up Shooter,-2.199414139785045,-7.130250721804037,-5.8777992810261965,-11.469737324398668
JESSICA SHEPARD,2022,F,Interior Primary Option,-2.199694914272621,-1.8601680383402484,-6.003567968510923,-4.6891917862008565
KELSEY BONE,2016,C,Interior Primary Option,-2.2038906793323587,-4.027510020845318,-1.9678039349043006,-1.624325772747615
KRISTI TOLIVER,2012,G,Primary On-Ball Creator,-2.2044244392667967,-1.271364460044101,-3.84714768649657,-0.02852189563139418
ALLIE QUIGLEY,2017,G,Primary On-Ball Creator,-2.205448662967365,-4.330929441434149,-2.7411548839408058,-3.9270287850325922
STEFANIE DOLSON,2017,C,Perimeter-Oriented Big/Wing,-2.206206199285291,-0.3671946534853074,-1.1314446503982567,10.011584063111227
CANDICE DUPREE,2021,F,Roller/Cutter,-2.2103935306984646,0.0842656952123871,-9.933901493662916,-4.372000597126328
KATIE SMITH,2002,G,Primary On-Ball Creator,-2.210813596793241,0.1863915379024512,-5.371414509528134,-2.1444681756550277
EMMA CANNON,2017,F,Roller/Cutter,-2.2130485689692185,-1.024363395589363,-4.837249330276105,-3.704452591039469
TIANNA HAWKINS,2018,F,Secondary Creator/Distributor,-2.214371712523383,-1.5025958948272546,-7.315773601323931,-10.912668879780867
KATIE SMITH,2004,G,Primary On-Ball Creator,-2.2189569574611228,0.8421874817152865,-1.830665879031472,5.243543631708943
LAUREN ERVIN,2009,F,Roller/Cutter,-2.2200996299004534,5.476698881622491,-5.9585837454611035,8.50458600644511
JENNIFER GILLOM,2002,PowerF,Perimeter-Oriented Big/Wing,-2.220880142024528,-0.7409217089892933,-5.454679719633386,0.38806950998685286
KAHLEAH COPPER,2018,SG,Secondary Creator/Distributor,-2.2225239349953543,-0.8679725274114733,-6.994340451121751,-2.7110662111418473
BETTY LENNOX,2008,G,Primary On-Ball Creator,-2.229480812568575,-5.426278417356757,-2.826649237173108,-1.1443207975700345
TAMECKA DIXON,2001,G,Primary On-Ball Creator,-2.231952522859322,1.6272647726430274,-5.827265160067128,-0.11986667388185812
COURTNEY PARIS,2013,C,Roller/Cutter,-2.232029143816798,1.0715732515758098,-12.50729970100013,-14.834835797002766
KALEENA MOSQUEDA-LEWIS,2016,F,Spot-up Shooter,-2.2334336020370102,6.692013369510275,-6.272195323910692,-4.096946013040745
ALICIA THOMPSON,2000,F,Perimeter-Oriented Big/Wing,-2.234445895164493,-4.681265877024101,-5.790229606358435,-8.435633192001745
MEGAN FRAZEE,2009,F,Secondary Creator/Distributor,-2.236992381443829,-1.4785883466068506,-7.647116148785244,0.22320319360529228
CATHRINE KRAAYEVELD,2006,F,Secondary Creator/Distributor,-2.241035304690967,1.130799351318999,-6.6163764992473775,-0.7323996260649595
TINA CHARLES,2015,C,Perimeter-Oriented Big/Wing,-2.241332731525968,0.3767011552760836,-4.546951279850031,-2.0633916022646956
RACHEL BANHAM,2021,G,Spot-up Shooter,-2.244956692931197,5.257929336987367,-6.894114212508827,-1.7768463482935584
ARIKE OGUNBOWALE,2022,G,Primary On-Ball Creator,-2.2449874930607248,-1.50918638583052,-8.071764266734169,-5.003055505214525
KRISTI TOLIVER,2021,G,Primary On-Ball Creator,-2.2457461361449393,0.0530915169783013,-5.47209589353815,-1.9194308701847302
RENEE MONTGOMERY,2011,G,Primary On-Ball Creator,-2.248657689931755,1.4807516455193943,-6.761719653557271,-2.371693313136766
KAYLA MCBRIDE,2014,G,Primary On-Ball Creator,-2.249696638274283,-4.2941012205949685,-3.841225948834367,-6.6206263277729445
ELIZABETH WILLIAMS,2020,PowerF,Interior Primary Option,-2.2506833849814494,-3.3782389406863405,-3.598615383165731,-5.656885146898842
CHAMIQUE HOLDSCLAW,2007,F,Perimeter-Oriented Big/Wing,-2.2529803440363927,3.4012464517955743,-10.554569115731507,-14.448383255909631
CRYSTAL LANGHORNE,2018,PowerF,Roller/Cutter,-2.2539138958009546,0.8380846403105711,-9.286826360450712,-11.135256337405194
TINA THOMPSON,2007,F,Perimeter-Oriented Big/Wing,-2.2550223403662244,-1.276096229978319,-3.9176050586506497,-0.5141736458220607
KAHLEAH COPPER,2017,SG,Secondary Creator/Distributor,-2.2552949536911164,1.8458336166763072,-21.748469229069112,4.042947356351447
JACKIE YOUNG,2022,G,Perimeter-Oriented Big/Wing,-2.255470410286987,0.2458799334357826,-3.195960023858308,1.5200628053040512
KATIE SMITH,2005,G,Primary On-Ball Creator,-2.2573077419518266,3.8196690315044433,-5.733530641906121,1.9430977544943377
IVORY LATTA,2011,G,Primary On-Ball Creator,-2.2586775497823908,-3.8242267993163215,-5.440507516891095,-0.7322035780320575
SANDY BRONDELLO,2001,G,Primary On-Ball Creator,-2.2587379793641125,2.291321864854788,-7.619840073901991,-0.4033946991798225
ADRIENNE GOODSON,2004,F,Interior Primary Option,-2.2601672441033367,-2.8605998116067823,-3.088140475789725,-2.660229456741912
CHAMIQUE HOLDSCLAW,2009,F,Perimeter-Oriented Big/Wing,-2.2637057467095496,4.480006501153904,-7.512966864675647,3.6422588202201
BRITTNEY GRINER,2024,C,Perimeter-Oriented Big/Wing,-2.266173040550003,1.2205591157677909,-4.815158871274427,0.46062510985300387
TINA CHARLES,2017,C,Perimeter-Oriented Big/Wing,-2.2675178819056905,3.21889997109308,-5.414620853030009,6.48610105668541
CHARLI COLLIER,2021,C,Roller/Cutter,-2.268218465838179,-8.566349379000162,-5.985936603959904,-9.155739887068336
KRISTI TOLIVER,2015,G,Primary On-Ball Creator,-2.271103982731406,-1.2955607102422566,-1.3313271953422205,3.8204306758333373
ADIA BARNES,1998,F,Secondary Creator/Distributor,-2.2735568304049676,-0.1475456903594674,-7.020698734485215,-1.3686620754990548
TAMECKA DIXON,1998,G,Primary On-Ball Creator,-2.2742090320370463,-2.913002528840032,-3.63815487278265,-3.606484899779069
TAMIKA WHITMORE,2007,F,Perimeter-Oriented Big/Wing,-2.2769701860935774,1.5349228943893682,-4.555803388879195,-0.39032306968311414
RANKICA SARENAC,2000,C,Interior Primary Option,-2.280235710984503,-5.732837246205573,-7.802321859220706,-12.850639582054935
SWIN CASH,2007,F,Interior Primary Option,-2.281264617763403,-0.5224554337028356,-0.16683093150498873,8.615976593005929
PLENETTE PIERSON,2015,F,Perimeter-Oriented Big/Wing,-2.2822983983690044,-2.771063015710388,-2.469615931979275,-0.8983231194595909
CAPPIE PONDEXTER,2006,G,Primary On-Ball Creator,-2.283060447572627,-7.439423901264081,-4.533054266439429,-8.415565036614703
SANDRINE GRUDA,2014,PowerF,Roller/Cutter,-2.283076253001077,1.4414419150410698,-8.613805498544956,-3.7337089447898384
TANGELA SMITH,2005,C,Perimeter-Oriented Big/Wing,-2.2892326349466114,-3.112843878121377,-3.760047320584351,-4.046656593282958
ALEX BENTLEY,2019,G,Primary On-Ball Creator,-2.289934040517648,-2.1308126050588516,-3.621528534539498,-4.917184062597581
DEANNA NOLAN,2002,SG,Spot-up Shooter,-2.297115614822411,0.7677316012484644,-9.33703525024687,2.246415449760727
KAHLEAH COPPER,2020,SG,Perimeter-Oriented Big/Wing,-2.2974396907302124,-0.0755412776982358,-7.752369318204889,-0.22977761593731982
SUE BIRD,2008,G,Primary On-Ball Creator,-2.297699117901085,1.9538814975902017,-0.5721572282832876,3.719134725380067
CANDICE DUPREE,2010,F,Interior Primary Option,-2.3020094183754636,-8.512649127303382,-3.033582645546419,-4.675827181688533
ABBY BISHOP,2015,F,Spot-up Shooter,-2.30331973142886,-2.6629165204651972,-4.055872750379172,-9.471578207499284
ALICIA THOMPSON,2005,F,Secondary Creator/Distributor,-2.304412272955435,4.884469667619514,-7.244245674322457,-8.076900269590514
SUG SUTTON,2023,G,Primary On-Ball Creator,-2.3047262210408035,-2.332017851417616,-0.2689649001055203,5.094501040153673
MONIQUE CURRIE,2008,F,Primary On-Ball Creator,-2.305135524678939,0.1456167737332108,-2.2225134732465577,2.606009094559307
BECKY HAMMON,2011,G,Primary On-Ball Creator,-2.3101949927480576,1.838016606544989,-4.913967725975087,2.8948733694479607
ARIKE OGUNBOWALE,2023,G,Primary On-Ball Creator,-2.313848209249117,-0.7805928712350293,-3.453919155663833,3.78238121802588
BRIDGET PETTIS,2002,G,Secondary Creator/Distributor,-2.316399670502599,4.250663195771815,-2.7431532554544042,4.581725040033814
BERNADETTE NGOYISA,2005,C,Interior Primary Option,-2.318536373696092,5.93830804872464,-5.329386823439494,-2.594020533732211
ALEX BENTLEY,2016,G,Primary On-Ball Creator,-2.3187407157449185,-4.800135453950052,-3.819294197675016,0.2232175771471061
JEWELL LOYD,2015,G,Perimeter-Oriented Big/Wing,-2.320150369689729,0.6298532960691158,-3.7693641843530683,2.6736543575308303
KIA NURSE,2019,G,Primary On-Ball Creator,-2.327199066387869,-3.900600828251529,-7.230309871792839,2.3946207781934015
BECKY HAMMON,2010,G,Primary On-Ball Creator,-2.329076605674738,-3.17655458676312,-6.677306609699961,-5.794756214337173
TIFFANY HAYES,2019,G,Primary On-Ball Creator,-2.329208815118414,-1.316156524200393,-7.205469631594187,-4.502865909544529
ENDY MIYEM,2018,F,Secondary Creator/Distributor,-2.330818941418909,-4.562967713629308,-8.039232621708859,-14.356199208251876
KATIE SMITH,2008,G,Primary On-Ball Creator,-2.3321446475077026,0.0295146351520384,-3.5100877316492607,0.1338867611606108
KELSEY BONE,2015,C,Interior Primary Option,-2.3349057281241374,-3.670406938885588,-7.1179079226366095,-2.6406292873875685
KATIE SMITH,2009,G,Primary On-Ball Creator,-2.337043485717713,1.4345102470235784,-8.503551000218447,-0.6192213330671406
ASJHA JONES,2010,F,Perimeter-Oriented Big/Wing,-2.340679768836729,2.6738727798340487,-3.1154068770907166,2.645125971921518
CAPPIE PONDEXTER,2009,G,Primary On-Ball Creator,-2.3409376373296515,-3.1887437032905352,-2.94098732065109,-2.864296220322591
BRITTNEY GRINER,2023,C,Perimeter-Oriented Big/Wing,-2.3421118068955367,-0.2904215525886183,-7.455640000384202,-0.7701448960352713
CAMILLE SMITH,2014,F,Perimeter-Oriented Big/Wing,-2.3429416495930346,-1.137685479244953,-6.010826183192988,1.1413582906414401
