"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Marie Gülich","ATL",31,349,683,14.93411420204978,4.538799414348462,12.152269399707174,0.37349397590361444,1.171303074670571,3.6603221083455346,0.32,0.32,2.342606149341142,6.44216691068814,2.6354319180087846,3.513909224011713,0,0.7096774193548387,0.8148148148148148,1,0.23148148148148148,0.47025092592592593,0.39814814814814814,0.42857142857142855,1.171303074670571,1.171303074670571,0.0963855421686747,0,0,18.564356435643564
"Carla Cortijo","ATL",29,325,653,21.745788667687595,5.51301684532925,13.629402756508423,0.4044943820224719,2.1439509954058193,7.197549770290965,0.2978723404255319,0.30434782608695654,4.287901990811639,1.8376722817764166,9.188361408882082,3.6753445635528332,2.756508422664625,0.16666666666666666,0.17142857142857143,0.5714285714285714,0.34558823529411764,0.4651694029850746,0.41911764705882354,0.46710526315789475,0.30627871362940273,1.8376722817764166,0.1348314606741573,0.15313935681470137,0.02127659574468085,23.78449408672799
"Rachel Hollivay","ATL",39,317,612,7.8431372549019605,2.6143790849673203,7.189542483660131,0.36363636363636365,0,0,0,0,2.6143790849673203,3.2679738562091503,1.9607843137254901,0,0,0.625,0.7692307692307693,0,0,0.4974636363636364,0.36363636363636365,0.39344262295081966,0.9803921568627451,1.4705882352941178,0.20454545454545456,0,0,10.13888888888889
"Aerial Powers","ATL",17,304,601,24.292845257903494,5.8236272878535775,16.97171381031614,0.3431372549019608,2.329450915141431,5.990016638935108,0.3888888888888889,0.3888888888888889,5.657237936772047,5.324459234608985,6.322795341098169,5.990016638935108,0.9983361064891847,0.45714285714285713,0.5,0.8571428571428571,0.2608695652173913,0.46363586956521735,0.4057971014492754,0.46178343949044587,0.9983361064891847,1.663893510815308,0.09803921568627451,0,0,25.289017341040463
"Courtney Paris","ATL",32,298,601,16.97171381031614,7.1547420965058235,13.643926788685524,0.524390243902439,0,0.16638935108153077,0,0,2.6622296173044924,9.650582362728786,4.658901830282862,0,0,0.6744186046511628,0.9354838709677419,0,0.012048192771084338,0.5391,0.5180722891566265,0.5257731958762887,3.9933444259567388,2.329450915141431,0.17073170731707318,0,0,14.363143631436314
"Sydney Carter","ATL",26,294,578,8.823529411764707,1.7301038062283738,7.26643598615917,0.23809523809523808,0.8650519031141869,5.190311418685121,0.16666666666666666,0.17857142857142858,2.7681660899653977,1.7301038062283738,1.7301038062283738,1.5570934256055364,1.0380622837370241,0.5,0.5,0.6,0.4166666666666667,0.47091000000000005,0.24305555555555555,0.3148148148148148,0,2.2491349480968856,0.30952380952380953,0.17301038062283736,0.03333333333333333,14.055636896046853
"Glory Johnson","ATL",18,272,552,15.398550724637682,3.6231884057971016,7.427536231884058,0.4878048780487805,1.9927536231884058,7.608695652173913,0.2619047619047619,0.2619047619047619,2.1739130434782608,5.072463768115942,2.1739130434782608,5.978260869565218,0,0.7,0.7,1,0.5060240963855421,0.46017289156626506,0.4397590361445783,0.4521276595744681,0,0.5434782608695652,0.07317073170731707,0,0,17.011128775834656
"Sandora Irvin","ATL",30,248,479,11.273486430062631,4.175365344467641,11.273486430062631,0.37037037037037035,0,1.0438413361169103,0,0,2.922755741127349,3.3402922755741127,5.010438413361169,0,0,0.4,0.7272727272727273,0,0.0847457627118644,0.49758559322033896,0.3389830508474576,0.391304347826087,3.757828810020877,1.0438413361169103,0.09259259259259259,0,0,13.980263157894736
"Courtney Clements","ATL",26,244,469,12.366737739872068,2.345415778251599,12.793176972281449,0.18333333333333332,1.9189765458422174,8.315565031982942,0.23076923076923078,0.23076923076923078,1.9189765458422174,0.8528784648187633,3.837953091684435,3.837953091684435,1.9189765458422174,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.3939393939393939,0.435670202020202,0.2474747474747475,0.2761904761904762,0,0.8528784648187633,0.06666666666666667,0,0,20.07168458781362
"Tamera Young","ATL",22,243,480,16.458333333333332,5,15,0.3333333333333333,0.8333333333333334,2.9166666666666665,0.2857142857142857,0.2857142857142857,3.9583333333333335,7.083333333333333,2.9166666666666665,1.875,0.625,0.7083333333333334,0.8095238095238095,0.75,0.16279069767441862,0.4738517441860465,0.3488372093023256,0.395,1.25,1.0416666666666667,0.06944444444444445,0,0,19.863013698630137
"Lorela Cubaj","ATL",31,243,464,7.112068965517241,3.2327586206896552,7.758620689655173,0.4166666666666667,0,0,0,0,0.646551724137931,4.310344827586207,2.1551724137931036,0,0,0.6666666666666666,0.8333333333333334,0,0,0.4358138888888889,0.4166666666666667,0.4342105263157895,1.293103448275862,0.646551724137931,0.08333333333333333,0,0,9.479553903345725
"Cierra Burdick","ATL",19,237,460,11.08695652173913,3.9130434782608696,10.217391304347826,0.3829787234042553,0,0.21739130434782608,0,0,3.260869565217391,5.6521739130434785,2.1739130434782608,0,0,0.7222222222222222,0.8125,0,0.020833333333333332,0.42038125,0.375,0.4473684210526316,0.8695652173913043,1.3043478260869565,0.1276595744680851,0,0,12.66294227188082
"Nikki Teasley","ATL",10,234,465,8.387096774193548,1.075268817204301,2.795698924731183,0.38461538461538464,1.5053763440860215,3.6559139784946235,0.4117647058823529,0.4117647058823529,1.7204301075268817,0.43010752688172044,1.7204301075268817,4.516129032258065,0,0.2,0.2,1,0.5666666666666667,0.47298333333333337,0.5166666666666667,0.5571428571428572,0,0,0,0.21505376344086022,0.058823529411764705,8.785046728971963
"Laeticia Amihere","ATL",37,229,473,15.856236786469344,5.07399577167019,14.16490486257928,0.3582089552238806,0,0.21141649048625794,0,0,5.708245243128964,7.188160676532769,2.959830866807611,0,0,0.7083333333333334,0.7727272727272727,0,0.014705882352941176,0.5552183823529412,0.35294117647058826,0.39473684210526316,0.8456659619450317,2.1141649048625792,0.14925373134328357,0,0,21.268656716417908
"Crystal Dangerfield","ATL",15,211,416,11.057692307692308,2.4038461538461537,7.451923076923077,0.3225806451612903,1.2019230769230769,5.528846153846154,0.21739130434782608,0.21739130434782608,2.644230769230769,0.9615384615384616,3.8461538461538463,3.605769230769231,0,0.2,0.2,1,0.42592592592592593,0.4670301886792453,0.32407407407407407,0.3898305084745763,0,0.4807692307692308,0.06451612903225806,0,0,14.376321353065538
"Candice Dupree","ATL",10,203,391,18.67007672634271,8.439897698209718,18.67007672634271,0.4520547945205479,0,0.7672634271099744,0,0,1.7902813299232736,11.253196930946292,5.626598465473146,0,0,0.6666666666666666,0.7333333333333333,0,0.039473684210526314,0.4295828947368421,0.4342105263157895,0.45625,1.5345268542199488,0.7672634271099744,0.0410958904109589,0,0,19.733924611973393
"Meighan Simmons","ATL",36,189,386,25.129533678756477,3.626943005181347,11.398963730569948,0.3181818181818182,4.66321243523316,18.134715025906736,0.2571428571428571,0.2571428571428571,3.8860103626943006,3.626943005181347,3.626943005181347,13.212435233160623,0.7772020725388601,0.5,0.5,0.9444444444444444,0.6140350877192983,0.4694320175438596,0.35964912280701755,0.38934426229508196,0,1.2953367875647668,0.11363636363636363,0,0,29.157667386609074
"DeLisha Milton-Jones","ATL",20,184,358,13.128491620111731,4.4692737430167595,11.731843575418994,0.38095238095238093,0.5586592178770949,3.35195530726257,0.16666666666666666,0.16666666666666666,2.5139664804469275,5.58659217877095,3.35195530726257,1.675977653631285,0,0.625,0.6666666666666666,1,0.2222222222222222,0.4156287037037037,0.35185185185185186,0.39166666666666666,0.5586592178770949,1.3966480446927374,0.11904761904761904,0,0,18.095238095238095
"Beatrice Mompremier","ATL",21,175,359,12.534818941504179,5.571030640668524,12.256267409470752,0.45454545454545453,0,0,0,0,1.392757660167131,8.913649025069638,2.2284122562674096,0,0,0.8,0.8888888888888888,0,0,0.5594704545454546,0.45454545454545453,0.45,1.1142061281337048,1.6713091922005572,0.13636363636363635,0,0,16.00985221674877
"Amanda Thompson","ATL",21,174,339,10.619469026548673,3.8348082595870205,10.619469026548673,0.3611111111111111,0,0,0,0,2.949852507374631,4.129793510324483,3.5398230088495577,0,0,0.5384615384615384,0.6363636363636364,0,0,0.4903666666666666,0.3611111111111111,0.43902439024390244,1.1799410029498525,0.5899705014749262,0.05555555555555555,0,0,13.41772151898734
"Nadia Colhado","ATL",22,168,340,14.705882352941176,7.0588235294117645,14.117647058823529,0.5,0,0,0,0,0.5882352941176471,11.764705882352942,2.3529411764705883,0,0,0.8333333333333334,0.9523809523809523,0,0,0.44840624999999995,0.5,0.49019607843137253,1.7647058823529411,3.235294117647059,0.22916666666666666,0,0,15.844155844155845
"Markeisha Gatling","ATL",16,168,325,12.923076923076923,5.230769230769231,11.692307692307692,0.4473684210526316,0,0,0,0,2.4615384615384617,6.153846153846154,4.3076923076923075,0,0,0.5882352941176471,0.9090909090909091,0,0,0.5151078947368422,0.4473684210526316,0.5,3.6923076923076925,1.2307692307692308,0.10526315789473684,0,0,13.333333333333334
"Iliana Rupert","ATL",20,158,325,10.76923076923077,1.8461538461538463,3.6923076923076925,0.5,1.8461538461538463,6.769230769230769,0.2727272727272727,0.2727272727272727,1.5384615384615385,3.6923076923076925,0,5.538461538461538,0,1,1,1,0.6470588235294118,0.503879411764706,0.4411764705882353,0.4605263157894737,0,1.2307692307692308,0.3333333333333333,0,0,13.636363636363637
"Swin Cash","ATL",17,149,294,8.843537414965986,3.401360544217687,11.564625850340136,0.29411764705882354,0,3.061224489795918,0,0,2.0408163265306123,4.761904761904762,2.0408163265306123,0,0,0.7,0.7,0,0.20930232558139536,0.42729534883720927,0.23255813953488372,0.26,0,1.3605442176870748,0.11764705882352941,0,0,18.26086956521739
"Brittainey Raven","ATL",23,125,264,12.878787878787879,2.272727272727273,10.227272727272727,0.2222222222222222,1.893939393939394,6.818181818181818,0.2777777777777778,0.2777777777777778,2.6515151515151514,2.272727272727273,2.272727272727273,5.681818181818182,0,0.5,0.75,1,0.4,0.5129811111111111,0.3,0.3469387755102041,1.5151515151515151,0,0,0,0,18.387096774193548
"Ruth Riley","ATL",16,121,234,7.6923076923076925,1.7094017094017093,5.982905982905983,0.2857142857142857,0.8547008547008547,2.1367521367521367,0.4,0.4,1.7094017094017093,3.4188034188034186,0,2.5641025641025643,0,1,1,1,0.2631578947368421,0.3757815789473684,0.3684210526315789,0.4090909090909091,0,0,0,0,0,11.278195488721805
"Megan Walker","ATL",12,115,239,16.317991631799163,2.928870292887029,7.949790794979079,0.3684210526315789,2.928870292887029,7.949790794979079,0.3684210526315789,0.3684210526315789,1.6736401673640167,1.6736401673640167,4.184100418410042,8.786610878661088,0,0.2857142857142857,0.2857142857142857,1,0.5,0.4948394736842105,0.4605263157894737,0.47560975609756095,0,1.2552301255230125,0.15789473684210525,0.41841004184100417,0.05263157894736842,19.272727272727273
"Laurie Koehn","ATL",23,112,221,18.552036199095024,0.45248868778280543,0.9049773755656109,0.5,5.882352941176471,17.647058823529413,0.3333333333333333,0.3333333333333333,0,0.9049773755656109,0,17.647058823529413,0,1,1,1,0.9512195121951219,0.4846987804878049,0.5,0.5,0,0.45248868778280543,0.5,0.45248868778280543,0.02564102564102564,18.951612903225808
"Destanni Henderson","ATL",6,105,209,11.483253588516746,4.30622009569378,9.090909090909092,0.47368421052631576,0.4784688995215311,4.784688995215311,0.1,0.1,1.4354066985645932,1.9138755980861244,6.698564593301436,1.4354066985645932,0,0.2222222222222222,0.2222222222222222,1,0.3448275862068966,0.5241706896551724,0.3620689655172414,0.375,0,0.9569377990430622,0.10526315789473684,0,0,16.867469879518072
"Jordan Hooper","ATL",15,101,215,21.86046511627907,1.8604651162790697,6.046511627906977,0.3076923076923077,5.5813953488372094,13.023255813953488,0.42857142857142855,0.42857142857142855,1.3953488372093024,2.7906976744186047,0.9302325581395349,15.348837209302326,1.3953488372093024,0.75,1,0.9166666666666666,0.6829268292682927,0.4815451219512195,0.5365853658536586,0.5476190476190477,0.9302325581395349,0.46511627906976744,0.07692307692307693,0.46511627906976744,0.03571428571428571,18.623481781376515
"Alaina Coates","ATL",9,75,151,16.556291390728475,5.960264900662252,9.271523178807946,0.6428571428571429,0,0,0,0,4.635761589403973,7.947019867549669,3.9735099337748343,0,0,0.6666666666666666,1,0,0,0.5408857142857143,0.6428571428571429,0.625,3.9735099337748343,1.9867549668874172,0.21428571428571427,0,0,13.559322033898304
"Brianna Kiesel","ATL",9,75,148,9.45945945945946,1.3513513513513513,4.054054054054054,0.3333333333333333,0.6756756756756757,6.081081081081081,0.1111111111111111,0.1111111111111111,4.72972972972973,1.3513513513513513,1.3513513513513513,2.027027027027027,0,0.5,0.5,1,0.6,0.48662500000000003,0.23333333333333334,0.35,0,0.6756756756756757,0.16666666666666666,0,0,13.017751479289942
"Jaylyn Agnew","ATL",12,71,149,10.06711409395973,0.6711409395973155,1.342281879194631,0.5,2.0134228187919465,8.724832214765101,0.23076923076923078,0.23076923076923078,2.684563758389262,1.342281879194631,0,6.040268456375839,0,1,1,1,0.8666666666666667,0.52339,0.36666666666666664,0.4411764705882353,0,0,0,0,0,12.941176470588236
"Kalani Brown","ATL",11,66,134,23.880597014925375,9.701492537313433,19.402985074626866,0.5,0,0,0,0,4.477611940298507,14.925373134328359,4.477611940298507,0,0,0.7692307692307693,0.8333333333333334,0,0,0.4625346153846154,0.5,0.5333333333333333,1.492537313432836,1.492537313432836,0.07692307692307693,0,0,23.972602739726028
"Alexis Jones","ATL",6,53,109,22.01834862385321,0.9174311926605505,1.834862385321101,0.5,6.422018348623853,17.431192660550458,0.3684210526315789,0.3684210526315789,0.9174311926605505,0,1.834862385321101,11.009174311926605,8.256880733944953,0,0,0.5714285714285714,0.9047619047619048,0.4751666666666667,0.5476190476190477,0.5454545454545454,0,0,0,0.9174311926605505,0.05263157894736842,22.764227642276424
"Jessica Moore","ATL",8,43,81,18.51851851851852,7.407407407407407,11.11111111111111,0.6666666666666666,0,0,0,0,3.7037037037037037,12.345679012345679,2.4691358024691357,0,0,0.8333333333333334,1,0,0,0.47755555555555557,0.6666666666666666,0.6818181818181818,2.4691358024691357,2.4691358024691357,0.2222222222222222,0,0,17
"Destiny Slocum","ATL",3,41,87,16.091954022988507,1.1494252873563218,2.2988505747126435,0.5,3.4482758620689653,10.344827586206897,0.3333333333333333,0.3333333333333333,3.4482758620689653,0,2.2988505747126435,6.896551724137931,3.4482758620689653,0,0,0.6666666666666666,0.8181818181818182,0.5512636363636364,0.5,0.5384615384615384,0,0,0,0,0,17.142857142857142
"Maggie Lucas","ATL",7,36,74,4.054054054054054,0,1.3513513513513513,0,1.3513513513513513,13.513513513513514,0.1,0.1,0,0,0,4.054054054054054,0,0,0,1,0.9090909090909091,0.4899590909090909,0.13636363636363635,0.13636363636363635,0,0,0,0,0,19.27710843373494
"Kelly Mazzante","ATL",6,34,74,4.054054054054054,0,0,0,1.3513513513513513,16.216216216216218,0.08333333333333333,0.08333333333333333,0,0,0,4.054054054054054,0,0,0,1,1,0.5418999999999999,0.125,0.125,0,0,0,0,0,14.942528735632184
"Brittany Brewer","ATL",5,33,68,5.882352941176471,2.9411764705882355,4.411764705882353,0.6666666666666666,0,0,0,0,0,2.9411764705882355,2.9411764705882355,0,0,0.5,1,0,0,0.4735666666666667,0.6666666666666666,0.6666666666666666,2.9411764705882355,0,0,0,0,6.578947368421052
"Taylor Mikesell","ATL",6,29,59,28.8135593220339,3.389830508474576,5.084745762711864,0.6666666666666666,5.084745762711864,11.864406779661017,0.42857142857142855,0.42857142857142855,6.779661016949152,0,6.779661016949152,15.254237288135593,0,0,0,1,0.7,0.45822,0.65,0.65,0,0,0,0,0,16.923076923076923
"Haley Peters","ATL",4,26,51,3.9215686274509802,0,13.72549019607843,0,0,0,0,0,3.9215686274509802,0,0,0,0,0,0,0,0,0.4283571428571428,0,0.125,0,1.9607843137254901,0.14285714285714285,0,0,18.75
"Anne Marie Armstrong","ATL",9,25,47,12.76595744680851,0,0,0,4.25531914893617,8.51063829787234,0.5,0.5,0,0,0,12.76595744680851,0,0,0,1,1,0.542625,0.75,0.75,0,0,0,0,0,8.771929824561404
"Samantha Logic","ATL",4,23,48,6.25,0,6.25,0,2.0833333333333335,16.666666666666668,0.125,0.125,0,0,0,6.25,0,0,0,1,0.7272727272727273,0.46301363636363635,0.13636363636363635,0.13636363636363635,0,2.0833333333333335,0.3333333333333333,0,0,20.689655172413794
"Darxia Morris","ATL",5,21,44,11.363636363636363,2.272727272727273,11.363636363636363,0.2,2.272727272727273,2.272727272727273,1,1,0,4.545454545454546,0,6.818181818181818,0,1,1,1,0.16666666666666666,0.41267499999999996,0.4166666666666667,0.4166666666666667,0,2.272727272727273,0.2,0,0,23.52941176470588
"Yvonne Turner","ATL",2,16,33,3.0303030303030303,0,3.0303030303030303,0,0,0,0,0,3.0303030303030303,0,0,0,0,0,0,0,0,0.4557,0,0.25,0,3.0303030303030303,1,0,0,7.692307692307692
"Inga Orekhova","ATL",2,14,31,0,0,6.451612903225806,0,0,9.67741935483871,0,0,0,0,0,0,0,0,0,0,0.6,0.52423,0,0,0,0,0,0,0,13.88888888888889
"Ezinne Kalu","ATL",1,13,24,12.5,4.166666666666667,8.333333333333334,0.5,0,4.166666666666667,0,0,4.166666666666667,0,8.333333333333334,0,0,0,0,0,0.3333333333333333,0.3806333333333333,0.3333333333333333,0.5,0,0,0,0,0,11.538461538461538
"Chelsea Hopkins","ATL",2,8,16,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2847,0,0,0,0,0,0,0,6.25
"Alexis Prince","ATL",2,6,12,58.333333333333336,16.666666666666668,33.333333333333336,0.5,8.333333333333334,8.333333333333334,1,1,0,16.666666666666668,16.666666666666668,25,0,0.5,1,1,0.2,0.42314999999999997,0.7,0.7,16.666666666666668,0,0,0,0,35.71428571428571
"Erica McCall","ATL",1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avery Warley-Talbert","ATL",1,4,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29985,0,0,0,0,0,0,0,37.5
"Kaela Davis","ATL",2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaila Charles","ATL",1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adaora Elonu","ATL",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
