Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%
CHAMIQUE HOLDSCLAW,WAS,22,2.2,3.5,64.5,1.9,4.8,40.3,2.2,5.7,38.4,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.9,25.0
CHANTEL TREMITIERE,UTA,30,0.2,0.4,50.0,0.1,0.2,25.0,0.1,0.5,22.2,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.8,28.6
CHARLOTTE SMITH,CHA,26,0.9,1.7,52.8,0.3,0.9,33.3,0.5,1.5,32.7,0.0,0.4,0.0,0.0,0.4,0.0,0.3,1.8,16.7
CHARMIN SMITH,MIN,25,0.0,0.1,0.0,0.1,0.2,50.0,0.0,0.2,0.0,-,-,-,-,-,-,0.0,0.5,0.0
CHASITY MELVIN,CLE,24,2.2,3.9,56.6,0.6,2.1,28.8,0.1,0.6,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,100
CHRISTY SMITH,CHA,24,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,-,-,-,1.0,1.0,100,0.5,1.0,50.0
CINDY BLODGETT,SAC,24,0.0,0.1,0.0,0.4,0.4,100,0.0,0.2,0.0,0.0,1.0,0.0,-,-,-,0.0,1.2,0.0
CINDY BROWN,UTA,35,1.2,2.7,43.2,0.3,1.0,31.0,0.2,0.9,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,20.0
CLARISSA DAVIS-WRIGHTSIL,PHO,33,1.2,1.9,63.0,0.4,1.2,35.3,1.4,3.1,44.2,0.0,0.3,0.0,0.4,1.2,33.3,0.6,1.9,32.0
CLARISSE MACHANGUANA,LAS,23,0.7,1.0,65.5,0.1,0.6,25.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLAUDIA NEVES,DET,25,0.4,0.9,42.3,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,2.1,24.1
COQUESE WASHINGTON,NYL,29,0.1,0.1,50.0,0.1,0.3,20.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0
CRYSTAL ROBINSON,NYL,26,1.0,1.6,62.0,0.4,0.9,37.9,0.2,0.9,21.4,0.6,1.2,55.0,0.6,1.3,46.7,1.8,4.2,43.8
CYNTHIA COOPER,HOU,37,2.7,3.9,68.6,1.7,3.7,45.6,0.6,1.6,38.0,0.3,0.5,66.7,0.1,0.4,25.0,1.7,5.3,32.5
DALMA IVANYI,UTA,24,0.1,0.4,40.0,0.0,0.1,0.0,0.2,0.2,100,-,-,-,-,-,-,0.0,0.8,0.0
DAWN STALEY,CHA,30,0.9,2.1,44.1,1.0,2.1,45.6,1.0,1.9,50.8,0.5,0.7,66.7,0.3,0.4,75.0,0.8,2.9,26.7
DELISHA MILTON-JONES,LAS,25,1.8,2.9,60.6,1.1,2.3,46.7,1.0,2.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
DEBBIE BLACK,UTA,33,0.6,1.0,57.6,0.2,0.8,20.0,0.9,2.0,46.2,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.4,21.1
DOMINIQUE CANTY,DET,23,2.2,5.0,43.8,0.3,1.5,17.9,0.3,1.7,20.9,0.0,0.0,0.0,0.0,0.5,0.0,0.2,1.0,18.8
EDNA CAMPBELL,PHO,31,0.8,1.5,51.2,0.5,1.6,28.9,0.8,2.6,31.1,0.1,0.7,11.1,0.4,1.0,37.5,1.3,3.1,41.0
ELAINE POWELL,ORL,24,0.6,0.9,64.7,0.1,0.2,66.7,0.2,0.2,75.0,-,-,-,0.0,0.5,0.0,0.1,0.8,16.7
ELENA BARANOVA,UTA,28,0.7,1.2,58.8,0.3,0.9,32.0,0.4,1.4,29.3,0.0,0.5,0.0,0.5,0.9,57.1,0.7,1.7,42.1
ELENA TORNIKIDOU,DET,35,0.3,0.6,42.9,0.3,0.3,100,0.3,1.2,23.1,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
EVA NEMCOVA,CLE,27,0.8,1.6,50.0,0.6,1.5,43.2,1.4,3.5,41.0,0.4,1.0,40.0,0.2,0.8,25.0,0.9,2.4,37.9
GORDANA GRUBIN,LAS,27,0.6,0.9,60.0,0.6,1.6,40.0,0.6,2.0,28.1,0.2,0.3,66.7,0.4,1.0,40.0,1.3,3.1,42.4
HEATHER OWEN,WAS,24,0.2,0.4,57.1,0.3,0.8,38.5,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEATHER QUELLA,SAC,28,0.2,0.2,100,0.0,0.3,0.0,0.0,0.1,0.0,-,-,-,-,-,-,0.0,0.0,0.0
JAMILA WIDEMAN,CLE,24,0.3,0.8,40.0,0.1,0.7,18.8,0.2,0.6,37.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.3,12.5
JANETH ARCAIN,HOU,31,0.6,1.0,59.4,0.7,1.3,52.4,0.6,1.4,41.3,0.2,0.7,28.6,0.3,1.0,25.0,0.3,1.2,25.0
JANICE BRAXTON,CLE,38,0.6,1.0,59.3,0.5,1.5,35.0,0.8,1.3,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
JENNIFER AZZI,DET,31,1.1,2.0,57.1,0.5,1.1,43.8,0.6,1.2,50.0,0.3,0.3,100,0.2,0.4,50.0,1.2,2.3,50.0
JENNIFER GILLOM,PHO,36,1.8,3.3,55.7,1.1,3.5,31.5,1.6,4.3,37.2,0.1,0.2,33.3,0.0,0.3,0.0,0.6,2.2,25.4
JENNIFER HOWARD,CLE,25,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0,0.0,1.0,0.0
JENNIFER RIZZOTTI,HOU,26,0.3,0.4,63.6,0.0,0.1,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.4,1.5,26.9
JENNIFER WHITTLE,WAS,26,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0
KARA WOLTERS,HOU,24,0.3,0.7,42.9,0.0,0.8,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0
KATE STARBIRD,SAC,24,0.2,0.4,50.0,0.1,0.6,13.3,0.1,0.7,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.2,14.3
KATIE SMITH,MIN,26,1.1,2.1,50.0,0.3,0.9,28.6,0.7,2.1,32.8,0.2,0.6,33.3,0.4,0.7,60.0,1.5,4.0,38.0
KEDRA HOLLAND-CORN,SAC,25,1.6,2.9,53.8,0.2,0.9,23.3,0.3,1.0,29.0,0.5,1.4,34.5,0.7,1.6,42.9,1.3,3.9,33.1
KELLIE JOLLY HARPER,CLE,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0
KISHA FORD,ORL,25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,25.0,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0
KORIE HLEDE,UTA,25,1.4,2.5,55.7,0.4,1.2,34.2,1.0,3.0,34.0,0.1,0.2,50.0,0.0,0.0,0.0,0.8,2.0,40.0
KRISTI HARROWER,PHO,25,0.6,1.4,40.0,0.1,0.2,60.0,0.1,0.2,40.0,0.0,0.1,0.0,0.0,0.4,0.0,0.5,1.5,31.6
KRISTIN FOLKL,MIN,24,0.8,1.3,63.4,0.5,0.9,50.0,0.8,1.7,43.6,0.2,0.3,66.7,0.0,0.3,0.0,0.0,0.6,0.0
KRYSTYNA LARA,UTA,30,0.4,0.8,47.4,0.1,0.3,28.6,0.1,0.4,22.2,0.0,1.0,0.0,0.0,1.0,0.0,0.7,2.0,35.7
KYM HAMPTON,NYL,37,1.5,2.9,52.7,0.9,2.3,37.3,1.1,2.6,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0
LA'KESHIA FRETT,LAS,25,1.2,1.7,66.7,0.8,1.6,48.0,0.5,1.8,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATONYA JOHNSON,UTA,24,0.6,1.1,54.3,0.2,0.6,35.0,0.5,1.4,36.4,0.2,0.8,22.2,0.5,1.4,36.8,0.6,2.1,27.8
LADY GROOMS,SAC,29,0.6,1.3,44.2,0.2,0.6,27.8,0.1,0.3,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0
LATASHA BYEARS,SAC,26,2.6,3.9,67.7,1.2,3.0,41.1,0.2,0.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
LESLEY BROWN,DET,23,0.0,0.0,0.0,0.5,0.8,66.7,0.2,0.7,25.0,-,-,-,-,-,-,0.3,0.7,50.0
LINDA BURGESS,SAC,30,0.8,1.5,55.0,0.3,1.1,28.6,0.1,0.3,42.9,0.0,0.0,0.0,-,-,-,0.0,0.3,0.0
LISA HARRISON,PHO,29,0.5,1.0,54.8,0.7,1.5,48.9,1.3,2.6,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,10.0
LISA LESLIE,LAS,27,3.2,4.3,73.4,1.1,3.5,32.1,0.7,2.7,25.9,0.0,0.0,0.0,0.2,0.2,100,0.8,1.9,41.2
MARGO DYDEK,UTA,26,1.6,2.6,62.2,1.5,3.4,45.0,1.1,2.3,47.2,0.0,0.1,0.0,0.0,0.0,0.0,0.4,1.0,36.8
MARIA STEPANOVA,PHO,21,1.8,2.7,68.6,0.8,2.5,32.1,0.3,0.9,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100
MARKITA ALDRIDGE,WAS,26,0.3,0.8,37.5,0.1,0.6,16.7,0.5,1.0,43.8,0.0,0.4,0.0,0.0,0.4,0.0,0.2,1.0,18.8
MARLIES ASKAMP,PHO,29,2.2,3.7,59.8,0.4,1.4,31.7,0.5,1.4,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
MERLAKIA JONES,CLE,27,0.8,1.6,52.0,1.6,3.1,51.5,1.6,4.5,36.2,0.1,0.4,25.0,0.0,0.3,0.0,0.4,1.0,36.4
MERLELYNN LANG-HARRIS,PHO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-
MERY ANDRADE,CLE,24,0.4,0.6,66.7,0.0,0.2,16.7,0.1,0.4,25.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,1.2,30.4
MICHELE TIMMS,PHO,35,0.4,0.8,45.8,0.5,1.2,37.8,0.4,1.4,28.6,0.1,0.2,33.3,0.0,0.3,0.0,1.0,2.9,35.3
MICHELE VAN GORP,NYL,23,0.2,0.4,55.6,0.1,0.5,25.0,0.1,0.4,14.3,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
MICHELLE CAMPBELL,UTA,26,0.3,0.3,100,0.1,0.8,16.7,0.0,0.1,0.0,-,-,-,-,-,-,0.0,0.3,0.0
MICHELLE EDWARDS,CLE,34,1.1,1.8,57.9,0.3,1.1,31.3,0.9,2.7,34.1,0.1,0.3,33.3,0.0,0.0,0.0,0.5,2.3,21.5
MILA NIKOLICH,HOU,29,0.1,0.3,50.0,0.0,0.2,0.0,0.3,0.6,50.0,-,-,-,-,-,-,0.3,1.3,25.0
MONICA LAMB,HOU,35,0.7,1.0,66.7,0.7,1.0,66.7,0.0,1.3,0.0,-,-,-,-,-,-,-,-,-
MONICA MAXWELL,WAS,23,0.2,0.4,42.9,0.1,0.2,25.0,0.0,0.3,0.0,0.3,1.0,25.0,0.3,0.9,33.3,0.3,1.5,17.4
MURRIEL PAGE,WAS,24,2.5,3.7,68.6,0.5,1.4,37.0,0.2,0.6,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWADI MABIKA,LAS,23,1.1,2.0,54.0,0.8,1.8,41.4,0.8,2.2,37.7,0.2,0.9,25.0,0.3,0.8,37.5,1.1,4.1,27.7
NATALIE WILLIAMS,UTA,29,4.3,6.6,64.3,1.6,3.7,43.7,0.6,2.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
NIESA JOHNSON,CHA,27,0.1,0.2,42.9,0.1,0.4,27.3,0.1,0.3,33.3,0.2,0.6,33.3,0.0,1.0,0.0,0.3,1.2,26.3
NIKKI MCCRAY,WAS,28,3.0,5.0,59.6,0.8,2.1,36.4,0.8,2.3,36.0,0.3,0.9,33.3,0.4,1.1,37.5,1.1,3.8,28.9
NINA BJEDOV,LAS,28,0.6,0.8,81.0,0.3,0.9,39.1,0.6,1.3,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,42.1
NYKESHA SALES,ORL,24,2.1,4.0,51.6,0.7,2.6,27.7,0.9,2.4,36.4,0.4,0.9,41.2,0.0,0.0,0.0,0.9,3.0,31.5
NYREE ROBERTS,WAS,24,0.4,0.7,62.5,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLYMPIA SCOTT,DET,24,0.3,0.4,60.0,0.4,1.1,33.3,0.2,0.9,18.2,0.0,0.0,0.0,-,-,-,-,-,-
PENNY MOORE,WAS,31,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,33.3,-,-,-,-,-,-,-,-,-
PENNY TOLER,LAS,34,0.4,0.8,52.0,0.4,1.7,21.6,0.8,2.0,41.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.9,22.2
POLINA TZEKOVA,HOU,32,1.3,2.3,57.3,0.2,0.7,26.1,0.5,1.1,45.7,0.1,0.8,10.0,0.0,0.2,0.0,0.4,1.4,30.3
RACHAEL SPORN,DET,32,1.4,2.4,56.8,0.3,1.0,27.8,0.8,1.7,45.2,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
REBECCA LOBO,NYL,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-
RHONDA MAPP,CHA,30,1.4,2.1,65.6,1.3,2.8,47.6,1.2,2.6,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,11.1
RITA WILLIAMS,WAS,24,0.2,0.4,58.3,0.1,0.2,40.0,0.1,0.4,27.3,0.1,0.6,25.0,0.5,0.7,75.0,0.8,1.4,57.7
RUSHIA BROWN,CLE,28,0.9,1.6,54.9,0.5,1.5,35.6,0.3,0.9,31.0,0.0,0.0,0.0,-,-,-,0.3,0.5,50.0
RUTHIE BOLTON,SAC,33,1.1,1.7,65.4,0.9,2.2,40.3,0.7,2.8,25.3,0.5,1.0,46.2,0.3,1.0,28.6,1.7,5.4,31.1
SANDY BRONDELLO,DET,31,0.5,0.8,57.7,0.6,1.8,31.6,2.6,5.9,43.6,0.1,0.4,16.7,0.0,0.4,0.0,1.3,2.4,53.7
SHALONDA ENIS,WAS,25,0.8,1.5,50.0,1.0,2.7,36.4,0.8,2.3,32.8,0.0,0.0,0.0,0.0,0.1,0.0,0.4,1.5,28.2
SHANNON JOHNSON,ORL,25,1.7,2.8,61.8,0.9,2.5,34.6,0.9,1.8,48.3,0.0,0.5,0.0,0.5,1.1,45.5,1.2,3.0,38.5
SHARON MANNING,CHA,31,1.3,2.2,57.1,0.4,1.0,38.7,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100
SHERI SAM,ORL,26,1.6,2.6,60.7,0.6,2.1,30.3,0.7,2.2,31.4,0.3,0.7,37.5,0.3,1.0,33.3,1.2,3.7,32.4
SHERYL SWOOPES,HOU,29,2.6,4.1,62.1,1.4,3.2,45.5,2.0,4.9,41.1,0.0,0.2,0.0,0.0,0.6,0.0,1.1,3.0,36.7
SONIA CHASE,CHA,24,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,1.0,1.0,100,0.3,1.3,25.0
SONJA HENNING,HOU,30,0.3,0.6,52.6,0.1,0.3,40.0,0.8,1.5,53.2,0.2,0.5,40.0,0.0,0.3,0.0,0.5,1.4,32.4
SONJA TATE,MIN,28,0.9,1.5,60.4,0.1,0.5,26.7,0.1,0.5,17.6,0.4,0.4,100,0.0,0.5,0.0,0.5,2.2,22.0
SOPHIA WITHERSPOON,NYL,30,1.3,2.4,53.9,0.3,0.8,37.5,0.5,1.9,27.9,0.3,0.9,33.3,0.2,1.2,14.3,0.9,2.1,40.7
STEPHANIE WHITE,CHA,23,0.4,0.6,64.7,0.2,0.5,46.7,0.4,1.1,36.4,0.2,0.8,20.0,0.4,1.0,40.0,0.7,1.9,38.6
SUE WICKS,NYL,33,1.3,2.4,54.1,0.7,2.0,33.9,0.9,2.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,14.3
SUZIE MCCONNELL SERIO,CLE,33,0.3,0.7,46.2,0.3,0.7,41.7,0.3,0.7,38.5,0.2,0.4,50.0,0.5,1.0,50.0,1.1,3.3,32.1
TAJ MCWILLIAMS-FRANKLIN,ORL,29,2.9,5.3,55.6,1.0,2.6,37.3,0.3,0.7,36.4,0.0,0.2,0.0,0.5,0.5,100,0.7,1.6,45.2
TAMECKA DIXON,LAS,24,0.8,1.5,49.0,0.4,1.1,36.4,0.8,2.1,35.8,0.0,0.0,0.0,0.2,0.3,50.0,0.6,1.8,31.1
TAMIKA WHITMORE,NYL,23,1.8,3.4,54.5,0.5,1.4,38.9,0.6,1.8,32.6,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.7,16.7
TAMMY JACKSON,HOU,37,0.8,1.5,50.0,0.0,0.4,10.0,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100
TANGELA SMITH,SAC,23,1.6,2.4,67.6,1.1,2.8,39.8,0.6,2.3,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0
TARI PHILLIPS,ORL,30,0.9,1.7,55.6,0.5,1.5,36.2,0.2,0.8,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
TERESA WEATHERSPOON,NYL,34,0.8,1.5,56.3,0.1,0.6,22.2,0.5,1.2,41.0,0.2,0.2,100,0.2,0.5,40.0,0.8,2.4,35.6
TICHA PENICHEIRO,SAC,25,0.9,2.3,37.3,1.0,2.8,37.5,0.1,0.7,19.0,0.2,0.2,100,0.0,1.0,0.0,0.2,1.5,14.7
TINA THOMPSON,HOU,25,1.7,2.8,61.8,0.5,1.6,33.3,1.0,2.8,35.2,0.3,1.1,23.8,0.3,0.8,40.0,1.0,2.7,37.6
TONI FOSTER,PHO,28,0.4,0.8,50.0,0.4,0.4,100,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONYA EDWARDS,MIN,32,1.2,2.4,50.0,0.4,1.5,28.6,1.5,4.5,32.4,0.7,1.6,45.5,0.2,0.9,25.0,1.5,4.7,32.5
TORA SUBER,ORL,25,0.2,0.4,40.0,0.1,0.1,100,0.0,0.2,25.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3,2.0,16.7
TRACY HENDERSON,CLE,25,0.5,1.2,39.4,0.4,1.3,31.4,0.1,0.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRACY REID,CHA,23,1.5,2.8,53.6,0.4,1.1,36.4,0.2,0.9,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
TRICIA BADER BINFORD,CLE,27,0.1,0.1,100,0.1,0.2,33.3,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,1.0,11.1
TRISHA FALLON,MIN,27,0.3,0.9,29.2,0.1,0.3,25.0,0.3,1.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,35.3
UKARI FIGGS,LAS,23,0.3,0.5,70.0,0.2,0.5,44.4,0.2,0.7,31.3,0.3,0.8,33.3,0.0,0.7,0.0,0.8,2.2,34.2
VAL WHITING,DET,28,1.8,4.1,45.2,0.4,1.1,36.4,0.2,1.3,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALERIE STILL,WAS,39,0.3,0.9,33.3,0.0,0.5,0.0,0.2,0.6,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
VANESSA NYGAARD,CLE,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.5,1.0,50.0
VENUS LACY,NYL,33,0.4,0.9,47.1,0.0,0.2,0.0,0.1,0.3,33.3,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
VICKIE JOHNSON,NYL,28,1.4,2.5,55.1,1.2,2.9,41.8,1.8,4.6,38.2,0.1,0.9,10.0,0.3,0.8,30.8,0.8,1.9,40.0
VICKY BULLETT,CHA,32,1.5,2.4,61.5,1.3,2.8,47.7,1.3,3.1,42.4,0.1,0.1,100,0.0,0.1,0.0,0.4,1.1,36.0
WANDA GUYTON,DET,31,0.4,1.5,25.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
WENDY PALMER,DET,25,2.2,3.8,59.0,0.5,1.6,27.5,0.2,0.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,27.9
YOLANDA GRIFFITH,SAC,30,4.2,6.1,69.5,2.1,4.7,44.4,0.6,2.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
YOLANDA MOORE,ORL,25,0.4,0.6,71.4,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
