Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%
ASHLEY BATTLE,NYL,27,0.5,0.9,53.3,0.2,0.8,25.0,0.1,0.4,28.6,0.3,0.4,66.7,0.0,0.3,0.0,0.3,1.0,31.8
ASHLEY ROBINSON,SEA,26,0.2,0.4,66.7,0.1,0.5,13.3,0.1,0.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHLEY SHIELDS,DET,24,0.2,0.4,50.0,0.1,0.3,50.0,0.2,1.2,16.7,0.0,0.7,0.0,0.0,0.0,0.0,0.4,1.1,33.3
ASJHA JONES,CON,28,2.7,4.5,59.9,1.8,3.7,49.6,2.1,5.2,41.2,0.0,0.0,0.0,0.1,0.1,100,0.2,0.8,18.2
BARBARA FARRIS,SAC,32,0.6,1.0,60.0,0.1,0.4,35.7,0.5,1.3,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARBARA TURNER,CON,25,0.7,1.2,62.5,0.1,0.3,40.0,0.2,0.7,29.2,0.3,1.0,32.0,0.3,0.5,66.7,0.9,2.5,37.2
BECKY HAMMON,SAN,32,1.3,3.0,44.9,0.7,1.7,42.1,0.8,1.9,41.3,0.1,0.2,40.0,0.2,0.5,50.0,2.2,6.2,34.6
BERNADETTE NGOYISA,SAN,26,0.6,1.2,52.6,0.2,0.5,42.9,0.1,0.4,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERNICE MOSBY,WAS,25,0.5,0.9,50.0,0.2,0.7,26.7,0.2,0.6,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETTY LENNOX,ATL,32,1.0,1.9,55.6,0.9,2.1,42.5,2.3,5.5,41.7,0.1,0.5,25.0,0.2,0.2,75.0,1.7,4.8,36.1
BRITTANY WILKINS,SAN,26,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BROOKE QUEENAN,CHI,25,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.5,25.0,-,-,-,0.0,0.0,0.0,0.0,0.5,0.0
BROOKE SMITH,PHO,25,1.1,1.4,78.6,0.4,1.0,44.4,0.1,0.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKE WYCKOFF,CHI,29,0.1,0.2,28.6,0.1,0.1,100,0.1,0.4,38.5,0.1,0.1,100,0.2,0.5,33.3,0.4,1.5,29.5
CAMILLE SMITH,SEA,24,1.8,2.8,63.3,0.6,1.6,37.3,0.3,0.8,44.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.8,39.1
CANDACE PARKER,LAS,23,4.7,6.7,70.0,1.1,2.3,45.5,0.9,3.6,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,44.0
CANDICE DUPREE,CHI,24,3.3,5.4,62.1,1.5,3.6,42.1,1.3,4.3,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0
CANDICE WIGGINS,MIN,22,1.9,3.4,55.9,0.9,2.3,38.2,0.6,1.6,34.7,0.4,0.7,61.5,0.2,0.5,33.3,0.9,3.4,27.3
CAPPIE PONDEXTER,PHO,26,2.4,4.5,53.1,1.1,2.7,41.9,2.5,6.4,39.0,0.0,0.2,20.0,0.1,0.1,100,1.2,4.0,30.9
CATHRINE KRAAYEVELD,NYL,27,0.9,1.9,49.2,0.2,0.5,37.5,0.4,1.5,26.9,0.2,0.7,35.3,0.1,0.3,40.0,1.6,4.2,37.8
CATHY JOENS,CHI,28,0.2,0.2,66.7,0.0,0.2,25.0,0.2,0.6,31.3,0.0,0.1,0.0,0.7,1.3,50.0,1.0,2.6,36.7
CHARDE HOUSTON,MIN,23,2.3,3.5,65.8,0.9,2.5,34.9,0.4,1.2,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAREL ALLEN,SAC,22,0.5,0.5,100,0.0,0.3,0.0,0.3,0.8,40.0,0.0,1.0,0.0,0.3,0.3,100,0.2,0.8,25.0
CHASITY MELVIN,WAS,33,2.1,4.3,49.0,0.5,1.4,40.0,0.2,0.8,28.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,50.0
CHELSEA NEWTON,SAC,26,0.5,1.2,45.2,0.3,0.9,34.8,0.5,1.3,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,28.6
CHERYL FORD,DET,28,2.7,4.7,57.5,0.6,1.5,40.5,0.4,1.5,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIOMA NNAMAKA,ATL,24,0.1,0.3,25.0,0.1,0.1,100,0.2,0.9,20.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,1.1,20.0
CHRISSY GIVENS,DET,23,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
CHRISTI THOMAS,MIN,26,0.3,0.7,42.9,0.1,0.3,40.0,0.2,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,16.7
COCO MILLER,WAS,30,0.4,0.9,46.7,0.3,0.9,36.7,1.1,3.1,35.6,0.3,0.6,45.5,0.0,0.4,12.5,0.3,1.0,27.3
CRYSTAL KELLY,SAC,22,1.3,2.7,47.7,0.5,1.3,40.5,0.1,0.2,42.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
CRYSTAL LANGHORNE,WAS,22,1.9,2.8,68.4,0.1,0.3,20.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYSTAL SMITH,WAS,25,0.4,0.8,52.2,0.1,0.7,15.8,0.4,1.1,33.3,0.0,0.3,0.0,0.1,0.2,33.3,0.5,1.3,43.3
DANIELLE PAGE,CON,22,0.3,0.3,100,0.3,0.3,100,0.3,1.0,33.3,-,-,-,-,-,-,0.0,0.0,0.0
DELISHA MILTON-JONES,LAS,34,2.5,4.1,62.2,0.3,0.9,31.0,1.5,3.5,44.9,0.1,0.3,25.0,0.1,0.2,25.0,0.8,2.2,37.7
DEMYA WALKER,SAC,31,0.4,0.9,50.0,0.3,0.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEANNA NOLAN,DET,29,1.0,1.4,70.2,0.9,1.6,57.4,3.2,7.3,43.8,0.2,0.5,38.5,0.1,0.3,33.3,1.1,2.9,37.9
DIANA TAURASI,PHO,27,2.1,3.2,65.5,1.2,2.6,48.3,1.6,4.0,40.7,0.0,0.2,0.0,0.1,0.2,33.3,2.6,7.0,37.0
DOMINIQUE CANTY,CHI,32,1.4,2.8,50.6,0.5,1.3,35.1,0.6,2.1,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,16.7
DONEEKA LEWIS,IND,26,0.3,0.4,66.7,0.1,0.4,33.3,0.3,0.9,28.6,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.9,33.3
EBONY HOFFMAN,IND,26,1.2,2.2,56.3,0.5,1.2,39.5,1.8,4.2,43.8,0.0,0.1,25.0,0.0,0.2,0.0,0.8,1.7,50.0
EDWIGE LAWSON-WADE,SAN,30,0.3,0.4,75.0,0.0,0.2,20.0,0.1,0.6,25.0,0.0,0.1,0.0,0.6,1.0,60.0,0.8,1.7,47.5
ELAINE POWELL,DET,33,0.9,1.6,60.0,0.1,0.4,28.6,0.4,0.9,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0
ERICA WHITE,IND,22,0.4,1.3,28.9,0.2,0.4,38.5,0.2,0.7,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0
ERIKA DE SOUZA,ATL,27,3.0,4.4,67.9,0.8,1.9,43.5,0.2,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERIN PERPEROGLOU,SAN,30,1.1,2.2,50.0,0.1,0.4,33.3,0.2,0.7,25.0,0.2,0.4,37.5,0.0,0.1,0.0,0.8,1.8,45.5
ERIN PHILLIPS,CON,24,0.0,0.4,0.0,0.3,0.4,66.7,0.6,1.3,50.0,0.0,0.2,0.0,0.0,0.3,0.0,1.2,2.0,60.0
ERIN THORN,CHI,28,0.1,0.3,36.4,0.1,0.2,50.0,0.3,0.6,55.6,0.2,1.0,22.7,0.2,0.8,22.2,0.5,1.5,30.0
ERLANA LARKINS,NYL,23,1.4,2.9,49.4,0.3,0.5,57.1,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESSENCE CARSON,NYL,22,1.0,1.8,55.7,0.2,1.0,23.5,1.2,3.6,34.7,0.1,0.1,100,0.0,0.1,0.0,0.2,0.8,26.9
FLORINA PASCALAU,SEA,27,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMCHETOU MAIGA-BA,SAC,31,2.2,3.3,65.5,0.2,0.7,29.4,0.9,2.7,33.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100
HELEN DARLING,SAN,30,0.5,1.3,41.5,0.0,0.3,11.1,0.1,0.4,23.1,0.2,0.6,25.0,0.0,0.8,0.0,0.3,1.5,21.4
IVORY LATTA,ATL,24,1.0,2.3,44.3,0.7,2.0,34.3,0.3,1.1,29.7,0.1,0.2,50.0,0.1,0.4,25.0,1.5,4.4,34.5
IZIANE CASTRO MARQUES,ATL,27,0.7,1.5,43.2,0.6,1.5,38.6,1.1,3.1,34.4,0.1,0.1,100,0.2,0.2,66.7,0.9,3.2,28.9
JAMIE CAREY,CON,28,0.2,0.3,70.0,0.0,0.1,0.0,0.2,0.5,37.5,0.2,0.4,50.0,0.6,0.9,62.5,0.9,2.2,38.8
JANEL MCCARVILLE,NYL,26,3.6,5.6,63.4,0.7,1.5,45.8,1.1,2.7,42.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0
JENNIFER DEREVJANIK,PHO,27,0.2,0.3,60.0,0.1,0.2,33.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.6,16.7
JENNIFER LACY,ATL,26,1.3,2.3,55.3,0.2,0.7,36.4,0.6,2.2,28.2,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.7,21.1
JESSICA DAVENPORT,NYL,24,1.0,1.9,51.9,0.6,1.4,42.1,0.4,0.9,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JESSICA MOORE,LAS,26,0.4,0.8,43.5,0.0,0.1,33.3,0.1,0.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIA PERKINS,CHI,27,1.6,3.0,51.5,1.1,2.1,49.3,2.3,5.4,42.7,0.0,0.3,16.7,0.0,0.2,0.0,1.3,3.4,38.3
JOLENE ANDERSON,CON,22,0.3,0.5,61.5,0.0,0.5,9.1,0.4,1.4,30.3,0.3,1.1,27.8,0.3,0.9,33.3,0.4,1.9,19.5
K.B. SHARP,CHI,28,0.5,0.9,60.0,0.1,0.3,36.4,0.3,0.6,42.9,0.1,0.2,33.3,0.0,0.0,0.0,0.3,0.9,32.0
KAMELA GISSENDANNER,LAS,23,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-,-,-,0.0,0.5,0.0
KARA BRAXTON,DET,26,1.9,3.7,50.4,0.9,2.6,34.5,0.5,1.4,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
KARA LAWSON,SAC,28,0.8,1.5,55.1,0.7,1.3,53.7,0.9,3.6,26.3,0.2,0.4,66.7,0.1,0.5,28.6,1.7,4.1,42.9
KASHA TERRY,SEA,25,1.4,2.3,60.0,0.3,1.3,25.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATIE DOUGLAS,IND,30,1.8,3.2,57.7,0.4,1.4,25.5,1.2,4.0,31.3,0.2,0.6,26.3,0.2,0.6,28.6,1.5,4.3,33.6
KATIE GEARLDS,SEA,24,0.1,0.3,33.3,0.1,0.3,44.4,0.5,1.4,33.3,0.4,0.9,41.7,0.1,0.1,100,1.0,2.5,38.5
KATIE MATTERA,ATL,26,1.3,2.1,61.8,0.9,1.9,49.2,0.2,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATIE SMITH,DET,35,0.5,0.9,51.6,0.3,0.7,41.7,1.6,4.2,38.2,0.0,0.0,100,0.1,0.2,75.0,2.1,6.0,35.1
KELLY MAZZANTE,PHO,27,0.0,0.2,14.3,0.1,0.2,62.5,0.2,0.6,28.6,0.1,0.6,22.2,0.1,0.6,21.4,1.5,4.3,34.9
KELLY MILLER,MIN,30,0.7,1.4,49.0,0.4,1.2,32.5,1.5,3.6,41.3,0.2,0.3,62.5,0.1,0.1,50.0,0.4,1.3,34.1
KELLY SANTOS,SEA,29,0.5,1.0,52.4,0.2,0.8,28.6,0.1,0.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KELLY SCHUMACHER,DET,31,0.3,0.4,66.7,0.1,0.4,33.3,0.4,1.1,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
KENDRA WECKER,WAS,26,0.1,0.3,33.3,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.2,0.2,100,0.0,0.6,0.0
KERRI GARDIN,CON,25,0.6,1.1,48.7,0.1,0.5,23.5,0.1,0.6,14.3,0.3,0.6,50.0,0.3,0.6,42.9,0.5,1.4,32.4
KETIA SWANIER,CON,22,0.1,0.3,28.6,0.0,0.1,50.0,0.1,0.3,37.5,0.1,0.4,25.0,0.0,0.5,0.0,0.3,1.3,25.0
KHADIJAH WHITTINGTON,IND,22,0.3,0.6,42.9,0.3,0.5,50.0,0.3,0.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIESHA BROWN,LAS,30,0.3,0.6,55.6,0.1,0.4,21.4,0.5,1.5,34.0,0.0,0.3,0.0,0.2,0.2,100,0.8,2.3,35.0
KIM SMITH,PHO,25,0.1,0.7,21.4,0.1,0.3,40.0,0.3,0.8,37.5,0.0,0.2,0.0,0.3,0.8,33.3,0.0,0.7,0.0
KIMBERLY BECK,SEA,23,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,66.7
KRISTEN MANN,WAS,25,0.3,0.6,54.5,0.3,0.7,38.5,0.2,0.8,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,44.4
KRISTEN O'NEILL,SEA,26,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
KRISTEN RASMUSSEN,MIN,30,0.2,0.2,83.3,0.1,0.2,28.6,0.4,1.2,33.3,0.0,0.1,0.0,0.0,0.4,0.0,0.3,0.8,42.1
KRISTIN HAYNIE,ATL,26,0.3,0.8,36.0,0.1,0.2,28.6,0.3,0.9,29.0,0.1,0.1,100,0.1,0.1,100,0.3,1.0,27.6
KRYSTAL VAUGHN,WAS,22,0.1,0.3,20.0,0.0,0.5,0.0,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
LA'TANGELA ATKINSON,SAC,25,0.8,1.4,57.1,0.0,0.8,0.0,0.4,0.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
LATOYA BOND,IND,25,0.3,0.7,43.5,0.0,0.1,25.0,0.2,0.7,28.6,0.0,0.3,0.0,0.1,0.4,25.0,0.4,1.5,24.2
LATOYA SANDERS,MIN,22,0.9,1.7,56.3,0.4,1.0,41.4,0.1,0.7,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATOYA THOMAS,MIN,27,0.3,0.4,71.4,0.0,0.2,0.0,0.7,1.7,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,55.6
LATASHA BYEARS,HOU,35,0.5,0.9,50.0,0.4,0.8,50.0,0.0,0.1,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
LAURA HARPER,SAC,23,1.6,2.7,60.2,0.2,1.0,21.2,0.0,0.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAUREN JACKSON,SEA,28,2.4,3.4,69.4,1.4,3.1,45.5,2.0,4.6,42.3,0.1,0.3,33.3,0.1,0.1,100,1.2,4.3,28.9
LAURIE KOEHN,WAS,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0,0.2,0.6,33.3,0.3,0.8,40.0,0.8,2.0,42.6
LE'COE WILLINGHAM,PHO,28,3.4,5.1,68.0,0.3,0.8,37.0,0.2,0.5,38.9,0.1,0.1,100,0.0,0.0,0.0,0.1,0.9,15.4
LEAH RUSH,CHI,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0
LEILANI MITCHELL,NYL,24,0.5,1.1,45.9,0.0,0.2,14.3,0.1,0.4,14.3,0.1,0.1,100,0.0,0.1,0.0,0.6,1.4,42.9
LINDSAY WHALEN,CON,27,2.4,3.6,65.5,0.6,1.6,40.8,0.6,2.1,31.3,0.0,0.2,20.0,0.1,0.1,50.0,0.8,2.4,34.7
LINDSEY HARDING,WAS,25,1.4,2.5,56.7,0.2,0.7,23.5,0.5,1.5,29.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.1,9.1
LISA LESLIE,LAS,36,3.3,5.7,58.0,1.3,2.8,45.2,1.0,3.3,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,23.5
LISA WILLIS,NYL,25,0.1,0.1,60.0,0.2,0.2,62.5,0.2,1.0,21.2,0.2,0.5,37.5,0.4,1.0,44.4,1.3,2.8,48.1
LOREE MOORE,NYL,26,0.7,1.2,57.1,0.2,0.6,29.4,0.2,0.9,23.1,0.0,0.3,14.3,0.1,0.4,33.3,0.7,2.4,30.0
MARCEDES WALKER,HOU,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-
MARGO DYDEK,LAS,35,0.5,2.0,25.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
MARIE FERDINAND-HARRIS,LAS,30,1.0,2.2,46.6,0.2,0.6,25.0,1.2,3.3,36.7,0.1,0.1,66.7,0.2,0.4,66.7,0.2,1.2,17.1
MATEE AJAVON,WAS,23,1.1,2.5,44.7,0.3,0.6,55.0,0.9,3.3,28.8,0.0,0.1,0.0,0.1,0.3,33.3,0.4,1.9,19.0
MEGAN DUFFY,NYL,24,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,100,-,-,-,0.0,0.0,0.0,0.2,0.8,25.0
MICHELLE SNOW,ATL,29,2.3,3.7,61.9,0.9,2.1,41.4,0.5,1.1,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0
MISTIE BASS,CHI,25,1.2,1.9,61.7,0.3,0.8,33.3,0.1,0.4,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONIQUE CURRIE,WAS,26,1.6,3.1,50.5,0.4,1.4,29.8,1.3,3.6,36.4,0.1,0.4,33.3,0.1,0.2,25.0,0.6,1.6,39.2
MORENIKE ATUNRASE,SAN,23,0.3,0.8,32.1,0.0,0.3,12.5,0.1,0.3,20.0,0.4,0.9,41.7,0.3,0.4,66.7,0.2,1.2,19.2
MURRIEL PAGE,LAS,33,0.3,0.6,47.1,0.0,0.0,0.0,0.2,0.9,25.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.3,33.3
MWADI MABIKA,HOU,32,0.2,0.5,44.4,0.1,0.3,33.3,0.4,1.1,31.8,0.3,0.6,40.0,0.0,0.3,0.0,0.9,3.1,28.3
NAKIA SANFORD,WAS,33,2.2,4.0,54.8,0.2,1.1,21.1,0.2,0.8,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANCY LIEBERMAN,DET,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0
NAVONDA MOORE,MIN,24,0.4,1.2,36.8,0.3,0.7,36.4,0.1,0.5,12.5,0.0,0.7,0.0,0.3,0.7,50.0,0.2,0.4,40.0
NICKY ANOSIKE,MIN,23,1.6,2.6,61.4,0.7,2.4,30.1,0.6,1.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
NICOLE OHLDE,PHO,27,1.2,2.2,55.4,0.2,1.1,22.2,0.7,1.5,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICOLE POWELL,SAC,27,0.7,1.5,47.1,0.8,2.1,37.1,1.0,3.7,26.2,0.1,0.5,20.0,0.2,0.7,33.3,2.1,4.9,43.1
NIKKI BLUE,WAS,25,0.3,0.7,52.9,0.2,0.9,17.4,0.2,1.2,20.0,0.1,0.1,50.0,0.1,0.1,50.0,0.5,1.2,42.9
NOELLE QUINN,MIN,24,0.4,0.8,53.8,0.3,0.6,50.0,0.4,1.3,33.3,0.1,0.3,25.0,0.0,0.2,0.0,0.4,1.2,34.6
OLAYINKA SANNI,DET,23,0.9,1.5,56.3,0.3,0.7,47.6,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
OLYMPIA SCOTT,PHO,33,0.3,1.0,33.3,0.3,0.8,40.0,0.7,1.8,36.4,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0
PLENETTE PIERSON,DET,27,2.5,4.6,54.3,0.6,1.6,34.8,1.3,3.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
QUIANNA CHANEY,CHI,23,0.3,0.5,61.5,0.1,0.3,50.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,2.0,26.1
RAFFAELLA MASCIADRI,LAS,28,0.5,1.0,50.0,0.1,0.2,40.0,0.5,1.2,44.1,0.1,0.8,18.8,0.1,0.8,11.1,0.5,2.0,27.9
REBEKKAH BRUNSON,SAC,27,2.9,5.0,57.3,0.6,1.9,33.9,1.0,2.1,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RONEEKA HODGES,MIN,26,0.7,1.0,66.7,0.1,0.1,100,0.3,0.7,36.4,0.5,1.0,50.0,0.6,2.2,29.2,1.1,2.7,39.5
RUTH RILEY,SAN,29,0.5,0.7,75.0,0.3,0.7,40.0,1.0,2.6,40.3,0.0,0.0,0.0,0.0,0.1,0.0,0.3,1.0,33.3
SANCHO LYTTLE,ATL,25,2.3,3.5,67.0,0.9,1.7,55.8,0.2,0.8,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANDORA IRVIN,SAN,27,0.2,0.4,62.5,0.2,0.5,37.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,25.0
SANDRINE GRUDA,CON,22,1.1,2.3,48.6,0.3,0.8,40.0,1.2,2.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOLANDA DORRELL,SAC,26,0.8,1.6,51.1,0.6,1.7,34.7,0.5,1.3,37.8,0.3,0.6,42.9,0.2,0.6,40.0,0.3,0.7,35.3
SEIMONE AUGUSTUS,MIN,25,1.6,2.5,64.9,1.8,3.4,52.8,3.5,8.1,42.8,0.2,0.4,57.1,0.0,0.0,0.0,0.6,2.0,29.1
SEQUOIA HOLMES,PHO,23,0.4,1.2,28.6,0.1,0.2,33.3,0.3,1.2,23.8,0.1,0.3,50.0,0.0,0.2,0.0,0.2,1.0,21.4
SHAMEKA CHRISTON,NYL,27,0.8,1.9,41.7,0.4,1.2,33.3,1.5,3.7,39.5,0.2,0.4,45.5,0.0,0.2,0.0,2.1,5.2,41.3
SHANNON BOBBITT,LAS,23,0.3,1.2,30.0,0.1,0.5,23.1,0.1,0.5,23.1,0.1,0.5,22.2,0.1,0.3,33.3,0.7,2.3,29.3
SHANNON JOHNSON,SEA,34,0.9,1.5,59.2,0.1,0.5,17.6,0.5,1.5,35.4,0.0,0.0,0.0,0.1,0.5,27.3,0.9,2.6,33.7
