Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
BRIDGET CARLETON,MIN,39,29.9,104.0,93.1,11.6,2.17,20.4,3.4,8.9,6.3,9.4,60.4,62.0,13.2,1166.1
DANA EVANS,CHI,39,19.1,90.4,106.8,22.7,1.77,22.3,0.6,5.5,2.9,12.6,45.8,50.9,18.8,744.9000000000001
DIJONAI CARRINGTON,CON,39,29.6,99.4,94.7,9.3,0.82,9.6,4.6,13.7,8.9,11.7,43.4,49.8,21.7,1154.4
ERICA WHEELER,IND,39,14.0,96.9,101.0,20.9,1.97,27.5,1.3,8.2,4.9,13.9,46.5,48.4,14.5,546.0
JONQUEL JONES,NYL,39,29.9,107.8,94.4,18.0,1.37,19.5,6.0,23.7,15.1,14.3,61.5,64.5,19.4,1166.1
JORDAN HORSTON,SEA,39,22.3,100.0,98.3,12.5,1.05,18.2,5.3,13.6,9.5,17.4,52.2,54.5,15.0,869.7
KALANI BROWN,DAL,39,13.2,96.9,106.6,13.6,0.85,15.1,8.2,14.9,11.5,17.7,58.2,60.6,18.1,514.8
KAYLA MCBRIDE,MIN,39,31.7,104.5,92.5,16.1,1.59,18.7,1.2,6.5,4.0,11.7,54.7,61.1,19.7,1236.3
KIAH STOKES,LVA,39,18.4,101.6,97.6,5.5,1.87,25.7,3.3,21.7,12.9,13.8,39.5,41.7,5.1,717.5999999999999
STEFANIE DOLSON,WAS,39,26.0,96.3,100.6,17.1,1.50,21.8,3.4,16.1,9.8,14.5,60.4,62.1,15.8,1014.0
TEAIRA MCCOWAN,DAL,39,25.2,102.5,109.9,10.1,0.79,11.8,11.1,21.2,16.0,14.9,57.1,60.7,19.3,982.8
TINA CHARLES,ATL,39,29.7,99.3,98.0,15.2,1.46,12.2,8.0,24.0,15.9,8.4,46.6,50.1,24.1,1158.3
TYASHA HARRIS,CON,39,28.8,102.1,93.7,17.4,2.19,21.7,0.9,5.7,3.2,9.9,51.3,54.6,16.9,1123.2
A'JA WILSON,LVA,38,34.4,105.3,99.0,14.0,1.83,8.8,6.2,27.0,17.0,4.8,53.1,59.1,31.0,1307.2
ARIKE OGUNBOWALE,DAL,38,38.6,103.5,111.6,22.1,1.89,17.6,1.9,10.2,5.9,9.3,46.0,52.0,25.9,1466.8
BREANNA STEWART,NYL,38,32.7,108.2,95.6,18.9,2.06,15.2,4.9,20.3,12.8,7.4,49.8,56.9,26.1,1242.6000000000001
KELSEY PLUM,LVA,38,34.0,106.0,98.6,20.5,1.71,18.8,0.8,6.6,3.8,11.0,52.3,56.3,23.7,1292.0
KENNEDY BURKE,NYL,38,12.1,97.3,91.9,12.2,1.22,16.7,3.1,9.3,6.3,13.6,46.6,47.7,15.4,459.8
LI YUERU,LAS,38,14.4,95.2,102.9,7.3,0.67,9.6,9.9,16.1,12.9,14.5,47.6,55.8,16.0,547.2
MEGAN GUSTAFSON,LVA,38,10.7,107.7,100.5,3.2,0.64,6.6,6.1,12.4,9.3,10.3,60.4,62.1,13.6,406.59999999999997
NATASHA CLOUD,PHO,38,33.3,100.4,104.2,34.3,2.29,32.6,1.4,10.2,6.0,14.3,45.4,50.8,19.1,1265.3999999999999
SABRINA IONESCU,NYL,38,32.1,108.5,96.6,32.7,2.26,23.7,2.3,11.3,6.9,10.5,48.3,52.5,26.8,1219.8
EZI MAGBEGOR,SEA,37,30.7,102.4,94.8,10.5,1.40,14.8,7.0,18.6,12.7,10.6,53.1,57.8,16.0,1135.8999999999999
JACKIE YOUNG,LVA,37,32.6,105.1,99.2,27.1,2.53,24.8,2.2,10.8,6.7,9.8,50.5,55.7,22.0,1206.2
JADE MELBOURNE,WAS,37,14.2,93.9,94.1,19.9,0.95,19.2,2.5,7.9,5.3,20.1,49.4,53.0,20.2,525.4
JEWELL LOYD,SEA,37,33.7,102.7,94.9,18.1,1.59,14.3,2.0,10.8,6.5,9.0,40.8,49.7,27.8,1246.9
KAHLEAH COPPER,PHO,37,32.3,101.8,107.1,13.9,0.76,9.2,2.1,11.6,7.1,12.1,49.0,54.4,31.1,1195.1
KATIE LOU SAMUELSON,IND,37,18.2,100.0,105.9,11.0,2.83,22.8,2.5,9.9,6.2,8.0,46.2,50.6,10.8,673.4
MERCEDES RUSSELL,SEA,37,15.8,94.0,90.6,8.5,1.15,15.9,4.4,13.8,9.2,13.8,51.7,53.9,11.7,584.6
MONIQUE BILLINGS,PHO,37,22.8,95.8,105.9,10.5,0.82,13.9,7.5,17.4,12.4,17.1,47.2,52.4,16.2,843.6
NNEKA OGWUMIKE,SEA,37,31.8,104.9,95.8,12.4,1.76,12.9,5.8,17.9,11.8,7.3,54.2,57.8,21.4,1176.6000000000001
OLIVIA NELSON-ODODA,CON,37,11.8,97.3,93.6,3.3,0.28,5.2,7.4,14.8,11.2,19.0,49.5,53.4,14.6,436.6
RACHEL BANHAM,CHI,37,15.8,96.6,102.5,11.7,2.00,14.9,1.1,8.1,4.5,7.5,48.0,49.8,16.7,584.6
RAE BURRELL,LAS,37,15.7,98.6,104.6,12.0,1.14,14.6,3.6,8.6,6.0,12.8,43.6,53.1,18.0,580.9
STEPHANIE TALBOT,LAS,37,16.2,101.2,105.1,19.2,2.05,30.4,3.5,14.8,8.9,14.8,44.8,47.9,12.6,599.4
DIANA TAURASI,PHO,36,29.0,100.8,102.0,20.0,1.79,18.3,1.3,11.1,6.4,10.2,50.0,55.4,22.8,1044.0
ISABELLE HARRISON,CHI,36,16.3,91.2,104.8,8.4,0.69,8.3,6.3,18.2,12.0,12.0,40.5,45.0,21.7,586.8000000000001
VICTORIA VIVIANS,SEA,35,12.7,99.2,93.6,9.5,1.45,16.5,3.8,11.5,7.4,11.4,42.3,43.3,13.7,444.5
AALIYAH EDWARDS,WAS,34,21.8,94.3,101.7,11.3,0.96,14.0,6.6,20.5,13.4,14.5,49.0,52.6,17.5,741.2
ANGEL REESE,CHI,34,32.5,99.7,99.0,9.2,0.84,9.9,14.4,25.1,19.5,11.8,39.5,46.4,21.5,1105.0
DORKA JUHÁSZ,MIN,34,16.1,99.3,93.3,10.7,1.71,17.3,5.9,17.5,11.7,10.1,51.7,53.0,13.6,547.4000000000001
KATE MARTIN,LVA,34,11.5,100.6,100.4,11.2,1.43,20.8,1.6,11.7,6.8,14.6,43.2,46.6,12.4,391.0
LEXIE HULL,IND,34,19.7,109.2,106.2,7.7,1.24,16.3,5.3,7.3,6.4,13.1,56.3,60.4,12.0,669.8
MICHAELA ONYENWERE,CHI,34,18.7,95.8,104.5,8.8,0.77,10.8,3.0,6.7,4.8,14.1,47.4,49.1,18.7,635.8
NAPHEESA COLLIER,MIN,34,34.7,105.5,92.2,17.6,1.64,14.4,6.8,19.8,13.8,8.8,52.0,56.5,25.8,1179.8000000000002
CHENNEDY CARTER,CHI,33,26.0,100.8,100.3,22.6,1.85,14.6,2.3,10.8,6.4,7.9,49.6,53.0,28.4,858.0
CRYSTAL DANGERFIELD,LAS,33,13.3,88.4,100.7,25.5,2.38,27.3,0.4,7.4,3.7,11.5,34.7,38.3,15.6,438.90000000000003
TIFFANY HAYES,LVA,33,21.4,105.3,98.6,16.1,2.46,19.4,3.9,9.2,6.6,7.9,57.5,60.9,17.8,706.1999999999999
DIAMOND DESHIELDS,CHI,32,13.8,89.8,103.8,17.8,1.48,17.3,1.5,9.4,5.2,11.7,37.6,40.4,19.4,441.6
EMILY ENGSTLER,WAS,32,14.5,97.0,96.7,18.6,2.14,20.3,9.5,18.5,14.0,9.5,58.1,60.2,17.3,464.0
KAMILLA CARDOSO,CHI,32,27.4,98.7,104.6,10.0,1.10,14.0,10.3,18.1,14.1,12.7,52.1,56.1,16.0,876.8
COURTNEY VANDERSLOOT,NYL,31,22.3,103.1,91.6,33.1,2.66,37.2,1.9,9.3,5.7,14.0,49.5,50.3,15.8,691.3000000000001
MIKIAH HERBERT HARRIGAN,PHO,31,10.8,91.8,105.7,5.1,0.60,7.6,4.4,8.3,6.4,12.7,50.6,51.7,14.0,334.8
SYDNEY COLSON,LVA,31,8.0,108.3,99.0,18.9,2.14,26.8,0.4,5.7,3.0,12.5,53.1,55.9,14.4,248.0
VERONICA BURTON,CON,31,12.7,103.7,90.6,22.0,3.87,35.6,3.6,8.1,5.9,9.2,45.1,54.4,11.8,393.7
BRITTNEY GRINER,PHO,30,28.7,103.5,103.2,15.9,1.30,12.7,7.0,15.6,11.7,9.7,59.1,62.5,25.2,861.0
RHYNE HOWARD,ATL,30,33.9,99.8,98.3,17.4,1.84,14.3,2.3,10.6,6.3,7.8,46.0,51.0,24.2,1017.0
KARLIE SAMUELSON,WAS,29,24.5,98.3,98.3,14.5,2.48,20.9,2.1,8.4,5.3,8.4,53.6,57.8,14.5,710.5
SUG SUTTON,WAS,29,13.1,99.1,105.0,25.2,1.82,34.4,1.6,5.9,3.7,18.9,37.2,40.0,13.3,379.9
ZIA COOKE,LAS,29,8.9,93.0,104.2,12.2,0.81,10.4,1.1,6.3,3.6,12.9,37.1,41.3,24.0,258.1
BETNIJAH LANEY-HAMILTON,NYL,28,30.3,110.2,94.1,16.6,1.41,20.9,3.6,10.0,6.9,14.8,53.4,57.5,18.0,848.4
LORELA CUBAJ,ATL,28,7.9,88.7,98.7,12.4,1.25,23.4,7.7,10.6,9.0,18.8,42.9,44.4,9.3,221.20000000000002
BRIANNA TURNER,CHI,27,9.4,84.4,104.5,6.5,0.83,20.4,4.1,16.4,10.1,24.5,61.5,61.4,6.8,253.8
CHELSEA GRAY,LVA,27,26.0,103.8,93.2,28.9,2.06,31.4,0.8,9.8,5.6,15.2,47.1,51.3,18.6,702.0
JOYNER HOLMES,SEA,27,8.5,92.8,102.7,18.1,1.19,19.4,5.5,14.6,9.9,16.3,46.2,47.7,18.2,229.5
LOU LOPEZ SÉNÉCHAL,DAL,27,4.6,81.0,115.8,13.3,1.67,19.2,2.3,6.8,4.4,11.5,33.8,35.0,13.4,124.19999999999999
MADDY SIEGRIST,DAL,27,23.8,98.8,107.6,6.9,1.80,10.0,6.6,7.4,7.0,5.6,52.9,55.7,15.8,642.6
NATASHA HOWARD,DAL,27,30.5,105.5,114.5,16.0,1.03,12.6,6.3,16.7,11.2,12.2,47.0,51.0,27.1,823.5
SIKA KONÉ,WAS,27,8.0,100.5,94.0,10.3,0.86,9.6,7.2,18.6,13.3,11.2,45.2,53.6,22.9,216.0
AARI MCDONALD,LAS,26,21.8,101.0,106.8,29.5,2.00,26.8,2.2,7.4,4.7,13.4,47.9,52.9,20.2,566.8000000000001
IVANA DOJKIĆ,NYL,26,9.9,101.8,98.7,12.1,1.43,16.5,3.8,5.5,4.6,11.6,44.6,50.7,16.9,257.40000000000003
KRISTY WALLACE,IND,26,17.2,99.0,107.6,15.1,2.65,24.1,2.5,8.4,5.5,9.1,47.4,49.2,13.6,447.2
NYARA SABALLY,NYL,26,13.5,101.9,90.2,7.0,1.15,11.5,9.3,20.4,14.7,9.9,57.5,61.2,13.8,351.0
CHEYENNE PARKER-TYUS,ATL,25,19.7,89.4,99.3,14.7,0.71,12.1,6.2,17.6,12.0,16.9,45.2,53.1,23.1,492.5
MAYA CALDWELL,ATL,25,16.2,89.7,101.8,11.8,1.17,14.8,5.0,6.4,5.7,12.6,47.6,49.8,16.4,405.0
ODYSSEY SIMS,LAS,24,29.2,101.3,108.4,29.5,2.44,28.4,2.5,5.3,3.8,11.6,52.5,56.0,19.5,700.8
TIFFANY MITCHELL,CON,24,16.3,98.0,89.7,8.1,1.27,11.6,3.0,6.6,4.9,9.1,37.6,45.7,16.7,391.20000000000005
MORIAH JEFFERSON,CHI,23,8.0,85.5,104.3,28.6,3.75,35.3,1.5,3.8,2.5,9.4,26.2,33.4,12.9,184.0
ALISSA PILI,MIN,22,6.3,86.7,100.0,6.8,0.26,6.8,4.6,16.4,10.5,26.0,52.2,53.2,21.1,138.6
ASTOU NDOUR-FALL,CON,22,4.2,77.8,102.2,2.7,0.33,3.0,2.1,17.8,9.7,9.1,38.5,43.6,15.0,92.4
CELESTE TAYLOR,PHO,22,14.9,102.7,98.0,12.8,1.27,23.3,2.0,6.3,4.3,18.3,38.7,41.5,12.6,327.8
STEPHANIE SOARES,DAL,22,8.0,89.9,103.0,8.5,0.83,17.5,10.2,16.0,13.2,21.1,32.4,34.4,11.0,176.0
TEMI FÁGBÉNLÉ,IND,22,18.9,103.4,102.0,7.7,0.74,11.6,7.7,17.1,12.5,15.6,51.8,55.4,15.5,415.79999999999995
DIAMOND MILLER,MIN,21,10.1,81.7,93.9,11.9,0.68,11.6,3.9,12.9,8.3,17.0,34.1,38.3,20.1,212.1
LAYSHIA CLARENDON,LAS,21,15.9,96.1,102.2,26.1,2.16,32.7,1.7,10.2,5.7,15.2,47.3,53.5,13.8,333.90000000000003
AZURÁ STEVENS,LAS,20,24.7,95.4,107.3,13.2,1.06,14.5,4.0,25.2,14.4,13.7,47.8,50.6,19.7,494.0
DAMIRIS DANTAS,IND,20,10.5,104.0,100.5,8.6,1.00,11.5,2.1,18.1,10.5,11.5,54.7,56.1,18.6,210.0
DIDI RICHARDS,WAS,20,9.9,85.0,105.9,12.0,1.86,16.9,4.9,10.6,7.5,9.1,40.0,41.0,13.8,198.0
JORDIN CANADA,ATL,20,31.2,100.7,99.7,31.2,2.76,31.5,1.8,9.9,5.6,11.4,43.5,50.4,17.6,624.0
MARQUESHA DAVIS,NYL,20,4.0,95.1,94.0,9.3,1.33,12.5,3.1,10.0,6.9,9.4,43.2,47.8,15.2,80.0
BRITTNEY SYKES,WAS,18,23.3,97.1,96.1,24.1,1.38,17.2,2.8,14.7,8.9,12.5,44.5,49.0,27.8,419.40000000000003
LIZ DIXON,PHO,18,8.9,86.7,104.9,10.8,1.13,17.6,7.9,17.1,12.2,15.7,37.9,44.9,10.8,160.20000000000002
REBECCA ALLEN,PHO,18,24.9,104.6,105.5,6.5,1.11,12.1,3.1,12.6,8.1,10.9,52.0,52.2,14.2,448.2
AERIAL POWERS,ATL,17,17.9,91.1,100.5,16.1,1.33,12.1,4.6,13.1,8.7,9.0,40.6,46.5,24.0,304.29999999999995
LAETICIA AMIHERE,ATL,17,4.9,76.2,87.7,9.4,0.38,6.7,11.5,18.5,14.6,17.8,26.9,28.4,19.8,83.30000000000001
OLIVIA ÉPOUPA,MIN,17,6.7,94.1,86.6,33.8,1.73,44.8,5.4,13.1,9.0,25.9,37.5,41.5,11.9,113.9
LEXIE BROWN,LAS,16,23.7,94.6,99.2,24.5,1.71,23.7,0.3,9.6,4.9,13.8,40.1,45.1,19.6,379.2
NIKA MÜHL,SEA,16,3.6,83.2,105.0,18.9,1.75,28.0,7.6,6.3,7.0,16.0,7.1,7.1,12.2,57.6
CAMERON BRINK,LAS,15,22.0,92.9,102.2,14.1,0.74,14.5,5.6,17.9,12.0,19.7,44.7,49.6,19.6,330.0
SATOU SABALLY,DAL,15,34.2,109.2,113.7,22.1,2.03,21.6,3.3,15.6,9.2,10.6,51.7,56.3,21.8,513.0
JAELYN BROWN,DAL,14,10.1,92.0,116.4,7.0,0.50,12.0,4.1,9.9,6.7,24.0,58.1,57.2,12.3,141.4
KIANA WILLIAMS,SEA,13,3.5,93.4,90.9,17.9,2.50,21.7,0.0,3.4,1.7,8.7,34.4,34.4,15.5,45.5
GABBY WILLIAMS,SEA,12,29.2,102.4,100.3,19.6,2.59,25.4,2.6,11.6,7.0,9.8,52.9,55.2,16.3,350.4
SHAKIRA AUSTIN,WAS,12,19.8,91.6,91.1,9.1,0.38,6.0,8.8,24.9,16.9,15.8,43.4,48.7,30.4,237.60000000000002
GRACE BERGER,IND,11,9.3,100.0,108.2,12.7,0.70,14.6,4.7,10.2,7.8,20.8,44.0,49.7,17.5,102.30000000000001
MORGAN BERTSCH,DAL,11,9.1,76.2,98.1,4.1,0.15,4.0,7.3,8.0,7.7,26.0,23.3,32.0,19.9,100.1
JAYLYN SHERROD,NYL,10,3.7,100.0,84.9,25.0,2.50,20.8,4.8,3.2,4.1,8.3,57.1,57.1,21.1,37.0
ELIZABETH WILLIAMS,CHI,9,27.7,96.7,94.7,9.7,0.93,12.1,8.9,15.5,12.0,12.9,48.7,52.0,16.6,249.29999999999998
VICTARIA SAXTON,IND,9,2.5,82.6,97.9,0.0,0.00,0.0,0.0,12.0,6.5,9.1,38.9,40.5,22.0,22.5
CAITLIN BICKLE,CON,8,1.8,50.0,82.8,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,14.4
QUEEN EGBO,LVA,8,3.6,82.8,82.8,0.0,0.00,0.0,8.1,18.9,13.5,0.0,41.7,46.6,17.8,28.8
DULCY FANKAM MENDJIADEU,SEA,7,5.2,94.9,103.6,4.0,0.33,11.1,9.5,14.7,11.8,33.3,66.7,53.2,8.8,36.4
AMY ATWELL,PHO,6,9.9,94.0,119.7,17.6,3.00,24.0,5.7,3.8,4.6,8.0,36.7,43.6,14.3,59.400000000000006
DESTANNI HENDERSON,ATL,6,17.5,93.9,98.6,21.4,1.50,26.3,0.0,10.9,5.4,17.5,36.2,37.4,16.5,105.0
KIERSTAN BELL,LVA,6,7.2,101.2,96.7,17.9,5.00,21.7,2.4,9.8,6.5,4.3,50.0,50.4,17.8,43.2
EMMA CANNON,LVA,5,1.8,152.6,130.0,14.3,1.00,20.0,0.0,33.3,16.7,20.0,66.7,66.7,18.2,9.0
KYSRE GONDREZICK,CHI,5,3.3,70.3,71.4,22.2,0.67,16.7,5.9,5.0,5.4,25.0,35.7,35.7,23.8,16.5
KAELA DAVIS,CHI,4,12.9,85.6,117.3,4.0,0.25,5.3,1.9,5.8,3.8,21.1,41.7,43.6,16.1,51.6
CHARISMA OSBORNE,PHO,2,5.0,84.2,73.7,20.0,0.50,20.0,0.0,8.3,4.0,40.0,50.0,50.0,16.0,10.0
JAKIA BROWN-TURNER,WAS,2,4.0,76.5,118.8,0.0,0.00,0.0,0.0,16.7,6.7,0.0,0.0,53.2,9.5,8.0
JESSIKA CARTER,LVA,2,2.2,40.0,130.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.4
TAYLOR SOULE,MIN,2,1.5,0.0,166.7,0.0,0.00,0.0,0.0,50.0,33.3,100.0,0.0,0.0,16.7,3.0
DYAISHA FAIR,LVA,1,3.9,122.2,175.0,66.7,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,3.9
EZINNE KALU,ATL,1,12.7,66.7,95.8,0.0,0.00,0.0,0.0,10.0,5.0,0.0,33.3,43.6,10.7,12.7
