Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
ADIA BARNES,CLE,5,3.6,112.8,94.7,30.8,2.00,30.8,13.3,0.0,6.9,15.4,60.0,59.2,20.0,18.0
JAMILA WIDEMAN,POR,5,7.1,61.9,111.1,15.4,0.33,20.0,7.7,6.9,7.3,60.0,0.0,0.0,10.4,35.5
LINDA BURGESS,SAC,5,7.9,82.1,91.9,11.1,0.50,8.0,18.9,26.3,22.7,16.0,20.0,31.6,24.0,39.5
MICHELLE CAMPBELL,WAS,5,4.4,88.6,108.7,14.3,0.33,10.0,0.0,8.0,5.1,30.0,40.0,51.0,19.6,22.0
TANJA KOSTIC,MIA,5,9.4,85.2,111.5,18.2,0.57,19.0,6.7,5.1,6.0,33.3,33.3,35.4,17.2,47.0
ANGELA AYCOCK,MIN,4,3.2,136.4,109.1,44.4,0.00,57.1,10.0,40.0,25.0,0.0,0.0,0.0,11.5,12.8
NICOLE KUBIK,PHO,4,4.9,102.4,105.4,16.7,0.67,20.0,0.0,6.9,5.1,30.0,33.3,63.0,17.8,19.6
USHA GILMORE,IND,4,5.3,70.0,115.8,20.0,0.50,18.2,14.3,11.8,13.2,36.4,20.0,20.0,18.0,21.2
ALESSANDRA SANTOS DE OLIVE,IND,3,3.9,91.3,104.3,0.0,0.00,0.0,0.0,15.0,10.3,33.3,100,41.2,24.0,11.7
AMANDA WILSON,PHO,3,3.2,112.5,108.0,16.7,0.00,25.0,0.0,7.7,5.9,0.0,0.0,36.2,12.5,9.600000000000001
ANGIE POTTHOFF,MIN,3,2.4,69.2,107.7,33.3,0.00,33.3,0.0,28.6,13.3,0.0,0.0,0.0,14.3,7.199999999999999
CORNELIA GAYDEN,ORL,3,2.0,80.0,133.3,33.3,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,11.1,6.0
KYM HOPE,UTA,3,1.4,81.8,53.8,0.0,0.00,0.0,0.0,25.0,13.3,33.3,0.0,53.2,25.0,4.199999999999999
LACHARLOTTE SMITH,ORL,3,3.8,96.3,60.7,12.5,0.50,16.7,9.1,7.7,8.3,33.3,66.7,72.7,16.7,11.399999999999999
MADINAH SLAISE,DET,3,2.2,105.9,37.5,0.0,0.00,0.0,0.0,8.3,4.3,0.0,0.0,53.2,16.0,6.6000000000000005
RENEE ROBINSON,WAS,2,2.7,138.5,120.0,0.0,0.00,0.0,0.0,0.0,0.0,25.0,0.0,72.5,28.6,5.4
VENUS LACY,NYL,2,9.1,58.1,67.6,0.0,0.00,0.0,4.8,21.1,12.5,22.2,40.0,44.4,23.1,18.2
BEVERLY WILLIAMS,IND,1,3.1,175.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
DESIREE FRANCIS,NYL,1,2.2,142.9,242.9,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.2
