Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
HAMCHETOU MAIGA-BA,SAC,34,15.7,99.1,93.9,9.8,0.67,11.8,6.8,7.8,7.3,17.7,47.5,49.4,17.9,533.8
IZIANE CASTRO MARQUES,SEA,34,19.3,106.2,98.5,11.6,0.96,14.9,2.7,8.5,5.7,15.6,53.4,55.9,18.1,656.2
JESSICA MOORE,LAS,34,19.4,91.9,95.5,6.1,0.86,11.8,5.4,9.6,7.5,13.8,43.4,48.1,12.0,659.5999999999999
KARA BRAXTON,DET,34,10.6,89.4,90.7,13.8,0.49,10.7,11.0,20.2,15.5,21.8,40.6,44.5,24.6,360.4
KARA LAWSON,SAC,34,22.0,99.9,90.6,13.0,1.30,15.6,1.5,7.6,4.5,12.0,49.8,53.4,17.5,748.0
KATIE MATTERA,SAN,34,18.6,91.5,97.8,4.3,0.20,4.1,10.7,20.2,15.4,20.3,46.7,50.9,21.9,632.4000000000001
KATIE SMITH,DET,34,33.5,96.7,90.4,17.5,1.72,21.3,1.7,6.3,4.0,12.3,50.5,57.4,16.0,1139.0
KEDRA HOLLAND-CORN,DET,34,11.8,90.1,85.9,19.3,1.08,18.5,2.7,6.6,4.6,17.2,45.8,47.0,19.5,401.20000000000005
KELLY MAZZANTE,CHA,34,21.2,90.1,95.6,17.5,1.33,15.9,3.0,11.1,6.8,11.9,49.5,51.8,19.7,720.8
KENDRA WECKER,SAN,34,17.1,92.6,97.3,14.6,1.47,15.5,3.7,10.2,7.0,10.5,39.5,42.1,19.3,581.4000000000001
KRISTIN HAYNIE,SAC,34,13.9,94.6,89.6,24.1,1.48,24.7,4.1,10.4,7.2,16.7,39.4,43.2,17.8,472.6
LATOYA BOND,CHA,34,17.9,88.4,96.3,23.3,0.91,21.1,1.1,7.0,4.0,23.1,43.0,50.3,19.3,608.5999999999999
LISA LESLIE,LAS,34,31.0,101.1,92.6,20.9,0.86,12.8,8.7,22.4,15.9,14.9,51.9,55.7,31.5,1054.0
MARGO DYDEK,CON,34,22.1,100.2,88.0,9.3,0.80,10.6,5.1,20.6,13.5,13.2,49.6,55.2,20.0,751.4000000000001
MICHELLE SNOW,HOU,34,29.2,93.8,92.5,9.6,0.53,8.7,8.5,19.6,14.2,16.2,51.0,54.5,22.8,992.8
MONIQUE CURRIE,CHA,34,25.0,89.7,96.0,19.8,1.40,17.5,5.7,9.6,7.6,12.5,36.3,49.4,20.8,850.0
MURRIEL PAGE,LAS,34,20.4,99.0,87.8,7.9,1.10,14.8,6.0,10.7,8.5,13.5,47.1,52.1,12.1,693.5999999999999
NAKIA SANFORD,WAS,34,26.1,100.4,95.9,6.7,0.50,9.5,8.1,15.7,11.9,18.9,51.9,55.5,16.8,887.4000000000001
NICOLE OHLDE,MIN,34,25.6,93.0,102.5,11.5,0.73,11.9,7.1,14.8,11.0,16.3,45.3,50.7,20.4,870.4000000000001
NICOLE POWELL,SAC,34,26.2,96.4,90.9,13.3,1.30,13.9,2.8,13.7,7.9,10.7,46.4,49.5,18.9,890.8
NIKKI TEASLEY,WAS,34,28.8,103.5,97.8,29.0,2.38,29.4,1.4,8.1,4.8,12.4,45.3,50.8,19.8,979.2
PLENETTE PIERSON,DET,34,16.7,90.5,88.8,8.5,0.65,8.7,7.2,15.0,11.0,13.4,45.6,51.1,18.6,567.8
REBEKKAH BRUNSON,SAC,34,17.7,94.1,92.3,5.3,0.43,5.8,12.5,20.7,16.3,13.7,46.1,48.9,19.8,601.8
RUTH RILEY,DET,34,25.8,97.3,88.7,11.0,0.96,14.2,4.1,14.3,9.3,14.8,46.2,47.9,16.0,877.2
SEIMONE AUGUSTUS,MIN,34,33.1,96.3,102.6,9.6,0.70,6.1,1.4,9.9,5.7,8.7,48.1,53.7,30.0,1125.4
SHANNA ZOLMAN,SAN,34,16.2,91.6,96.8,12.0,0.89,11.4,1.2,6.2,3.7,12.7,48.9,49.8,21.1,550.8
SHERI SAM,CHA,34,29.1,91.2,93.7,18.2,1.23,16.4,5.1,12.0,8.5,13.3,43.0,46.3,19.9,989.4000000000001
SOPHIA YOUNG-MALCOLM,SAN,34,31.1,96.7,99.1,8.9,1.11,9.5,7.7,16.8,12.1,8.6,41.6,47.4,19.9,1057.4
STACEY LOVELACE,CHI,34,18.5,86.0,101.7,7.7,0.42,6.7,6.9,14.7,10.5,16.1,45.6,49.9,21.5,629.0
SUE BIRD,SEA,34,31.4,102.0,97.9,25.6,1.84,26.6,2.5,7.4,5.0,14.5,49.5,53.6,18.6,1067.6
SVETLANA ABROSIMOVA,MIN,34,21.2,92.4,102.8,13.9,0.89,14.1,5.8,8.4,7.1,15.9,46.1,49.0,19.6,720.8
SWIN CASH,DET,34,29.2,96.9,90.1,19.3,1.20,18.3,6.3,10.2,8.3,15.2,38.5,46.4,20.9,992.8
TAMARA MOORE,LAS,34,18.9,91.5,95.1,18.5,1.71,23.3,2.6,8.3,5.5,13.6,52.8,59.2,14.9,642.5999999999999
TAMIKA WHITMORE,IND,34,31.1,96.0,88.2,12.5,0.65,9.4,5.2,11.8,8.4,14.5,47.5,53.2,25.3,1057.4
TAN WHITE,IND,34,21.8,89.5,90.1,15.2,1.02,11.8,4.2,7.3,5.7,11.5,40.3,44.7,23.3,741.2
TANGELA SMITH,CHA,34,28.6,91.4,95.1,11.2,0.71,8.7,4.8,13.7,9.1,12.1,45.7,48.7,23.3,972.4000000000001
TICHA PENICHEIRO,SAC,34,25.0,96.3,92.7,24.1,1.73,29.7,1.2,11.1,5.8,17.2,35.7,44.7,14.7,850.0
TULLY BEVILAQUA,IND,34,29.7,95.2,87.7,14.0,1.46,23.0,1.0,7.5,4.1,15.7,50.0,53.5,11.9,1009.8
VICKIE JOHNSON,SAN,34,29.5,97.5,99.7,21.8,2.07,22.6,5.2,11.1,8.1,10.9,41.2,47.3,18.3,1003.0
YOLANDA GRIFFITH,SAC,34,25.1,96.3,91.4,13.5,0.85,11.2,10.5,17.9,14.0,13.2,45.7,54.4,23.3,853.4000000000001
BARBARA FARRIS,NYL,33,27.8,90.9,103.2,10.7,0.82,13.6,6.0,13.9,9.9,16.6,43.4,49.7,15.9,917.4
CATHRINE KRAAYEVELD,NYL,33,26.5,91.6,99.9,6.8,0.47,8.3,5.5,13.3,9.3,17.8,51.6,56.0,16.8,874.5
DIANA TAURASI,PHO,33,33.7,108.8,102.9,22.0,1.74,14.4,2.1,7.7,5.0,8.3,53.8,57.6,30.9,1112.1000000000001
KRISTEN MANN,MIN,33,27.1,93.5,100.7,17.9,1.88,23.7,2.6,9.6,6.2,12.6,46.2,48.4,15.1,894.3000000000001
KRISTEN RASMUSSEN,PHO,33,26.6,106.6,101.7,10.7,2.09,29.6,7.9,14.4,11.2,14.2,54.1,55.0,8.0,877.8000000000001
LA'TANGELA ATKINSON,IND,33,12.6,93.7,92.0,9.3,0.67,13.8,6.3,13.0,9.6,20.6,47.1,48.0,14.5,415.8
LAURA SUMMERTON,CON,33,11.0,89.9,91.3,9.4,0.95,15.2,3.6,6.7,5.2,16.0,45.3,48.3,13.1,363.0
LINDSAY WHALEN,CON,33,26.2,101.8,87.4,27.9,1.94,29.8,2.1,10.9,6.9,15.4,40.7,52.8,18.3,864.6
LOREE MOORE,NYL,33,27.8,88.0,99.3,24.7,1.86,29.2,3.4,12.8,8.1,15.7,41.7,45.8,14.5,917.4
RONEEKA HODGES,HOU,33,21.1,92.4,93.8,8.7,0.89,10.6,1.7,7.6,4.8,11.9,50.2,52.7,17.5,696.3000000000001
SCHOLANDA DORRELL,SAC,33,15.1,87.6,91.5,7.1,0.44,7.1,1.7,6.2,3.7,16.3,44.5,47.1,19.4,498.3
SHAMEKA CHRISTON,NYL,33,29.5,91.8,101.8,9.8,0.56,8.5,3.0,9.5,6.3,15.2,46.6,52.9,22.5,973.5
SHERILL BAKER,NYL,33,17.9,83.9,103.2,13.8,0.73,10.1,3.7,6.0,4.8,13.8,40.5,45.7,23.5,590.6999999999999
TANISHA WRIGHT,SEA,33,15.4,94.2,94.6,14.6,0.79,17.7,4.2,7.5,6.0,22.4,36.1,44.7,16.4,508.2
VANESSA HAYDEN,MIN,33,12.9,93.0,103.1,8.7,0.43,7.2,9.8,16.8,13.4,16.7,40.2,44.7,25.2,425.7
ADRIAN WILLIAMS-STRONG,MIN,32,15.2,91.7,102.3,2.9,0.42,4.1,7.9,22.8,15.1,9.8,44.8,47.8,16.2,486.4
AGNIESZKA BIBRZYCKA,SAN,32,23.5,95.7,97.4,12.8,1.02,11.2,1.3,7.5,4.3,11.0,50.6,54.0,22.1,752.0
ALANA BEARD,WAS,32,31.3,102.5,97.3,19.2,1.09,13.6,2.5,13.3,8.0,12.4,53.4,57.4,27.9,1001.6
ALLISON FEASTER,CHA,32,9.7,85.3,87.6,12.4,1.50,17.9,0.9,5.9,3.2,12.0,33.3,33.6,13.5,310.4
AMANDA LASSITER,CHI,32,24.4,90.0,106.1,15.6,1.14,16.8,3.1,8.7,5.7,14.7,46.3,48.0,18.4,780.8
ANASTASIA KOSTAKI,HOU,32,8.2,87.8,84.9,12.5,0.45,14.2,1.3,7.9,5.0,31.3,36.8,46.3,19.1,262.4
ASHLEY BATTLE,NYL,32,14.0,90.9,97.0,13.3,0.76,13.0,3.1,12.2,7.5,17.2,43.8,47.3,18.5,448.0
CHERYL FORD,DET,32,28.7,99.1,87.9,9.5,0.78,8.9,13.9,24.7,19.4,11.5,49.8,55.0,21.9,918.4
JENNIFER LACY,PHO,32,15.4,100.8,99.8,3.9,0.27,5.8,8.1,11.4,9.8,21.2,48.0,53.1,16.4,492.8
KATIE DOUGLAS,CON,32,31.6,103.1,88.4,14.0,1.08,13.1,3.9,7.5,5.9,12.1,53.3,57.9,23.0,1011.2
LAURIE KOEHN,WAS,32,4.7,103.8,104.2,7.7,1.60,13.1,0.0,7.9,3.9,8.2,73.9,74.3,13.3,150.4
MWADI MABIKA,LAS,32,21.3,93.5,96.0,13.2,1.30,13.5,2.5,7.3,4.8,10.4,44.3,50.1,20.2,681.6
SHANNON JOHNSON,SAN,32,27.4,98.0,96.9,23.6,1.56,23.9,3.4,7.4,5.3,15.3,46.9,53.2,18.8,876.8
TAJ MCWILLIAMS-FRANKLIN,CON,32,31.2,100.7,89.2,14.6,1.03,15.0,10.8,18.6,14.9,14.6,50.0,54.3,20.2,998.4
TAMIKA CATCHINGS,IND,32,33.4,94.6,87.2,23.2,1.51,17.4,6.5,17.8,11.9,11.6,44.7,53.3,24.1,1068.8
TEMEKA JOHNSON,LAS,32,25.5,95.3,93.0,34.2,2.30,31.6,1.9,10.0,6.0,13.7,40.7,45.5,19.0,816.0
TIFFANI JOHNSON,SEA,32,19.9,88.5,96.5,5.0,0.55,8.0,5.2,14.2,9.9,14.6,41.5,45.9,13.7,636.8
CAPPIE PONDEXTER,PHO,31,33.3,108.3,104.5,15.5,2.29,14.1,3.4,6.0,4.7,6.1,49.3,55.2,24.4,1032.3
DALMA IVANYI,SAN,31,10.4,88.7,95.4,25.6,2.63,39.1,2.1,9.9,6.0,14.8,33.9,35.8,10.6,322.40000000000003
KIM SMITH,SAC,31,10.1,96.1,90.7,10.4,0.91,15.4,3.4,9.2,6.2,16.9,41.1,42.1,14.6,313.09999999999997
MEGAN DUFFY,MIN,31,12.5,93.2,94.5,15.7,1.50,21.1,2.4,4.8,3.6,14.0,42.4,48.1,14.9,387.5
MEGAN MAHONEY,CON,31,11.4,94.0,88.4,11.1,0.96,16.8,4.3,14.0,9.2,17.5,34.7,40.7,14.5,353.40000000000003
SHERYL SWOOPES,HOU,31,35.8,95.3,93.4,20.2,1.55,16.8,3.3,13.5,8.6,10.8,44.2,49.0,23.4,1109.8
TAMIKA RAYMOND,MIN,31,21.7,95.0,99.8,5.1,0.57,9.5,11.2,14.6,13.0,16.8,44.6,45.1,13.2,672.6999999999999
TYE'SHA FLUKER,CHA,31,10.3,83.1,98.0,5.3,0.43,6.9,7.4,13.5,10.2,16.2,33.7,38.5,16.0,319.3
BERNADETTE NGOYISA,CHI,30,20.9,93.0,104.1,9.4,0.47,7.7,11.2,18.9,14.9,16.5,52.8,55.1,24.8,627.0
JANEL MCCARVILLE,CHA,30,14.1,85.7,93.3,11.7,0.89,13.2,8.8,17.1,12.6,14.8,45.8,49.5,16.6,423.0
JENNIFER DEREVJANIK,PHO,30,15.5,105.2,103.6,21.7,2.72,38.0,2.4,9.2,5.9,14.0,53.3,55.5,10.4,465.0
JIA PERKINS,CHI,30,28.0,89.6,104.2,22.7,1.73,20.2,3.7,9.4,6.4,11.7,38.1,42.9,20.5,840.0
LAUREN JACKSON,SEA,30,28.4,107.9,95.2,10.4,1.20,9.2,9.0,19.0,14.3,7.6,57.5,65.9,24.6,852.0
TAMMY SUTTON-BROWN,CHA,30,26.7,92.3,92.2,5.1,0.28,5.0,8.5,12.8,10.7,17.6,48.8,54.0,20.7,801.0
ASHLEY ROBINSON,SEA,29,11.2,87.0,99.0,7.1,0.59,13.5,10.8,14.6,12.7,22.9,34.3,34.4,11.6,324.79999999999995
BELINDA SNELL,PHO,29,8.5,101.7,89.7,12.6,1.12,14.6,4.3,10.5,7.4,13.1,50.0,53.0,18.3,246.5
HELEN DARLING,CHA,29,21.2,90.5,88.7,23.8,1.12,25.7,2.0,7.5,4.7,22.9,43.5,48.7,16.8,614.8
LE'COE WILLINGHAM,CON,29,7.3,90.6,97.5,13.8,1.13,18.7,10.4,17.7,14.1,16.5,52.8,53.6,15.8,211.7
SANCHO LYTTLE,HOU,29,13.1,85.6,85.2,4.3,0.44,6.0,10.8,20.0,15.4,13.5,46.0,50.2,14.5,379.9
CHELSEA NEWTON,CHI,27,24.0,89.0,100.3,16.5,1.45,19.9,2.8,8.4,5.5,13.7,37.7,46.3,16.3,648.0
CHRISTI THOMAS,LAS,27,20.2,97.4,92.6,8.3,0.62,11.7,8.1,17.3,12.9,18.8,50.4,53.4,15.7,545.4
CRYSTAL ROBINSON,WAS,27,26.8,102.2,98.6,10.6,1.81,18.1,2.7,7.8,5.2,10.0,47.3,50.3,13.8,723.6
JANELL BURSE,SEA,27,27.4,101.3,96.2,5.1,0.40,6.3,9.6,15.2,12.6,15.8,51.4,55.8,19.4,739.8
KAMILA VODICHKOVA,PHO,27,26.2,104.3,101.4,8.7,0.75,10.7,5.8,18.4,12.3,14.4,45.0,49.1,19.6,707.4
LIZ MOEGGENBERG,CHI,27,10.1,89.6,91.4,11.3,1.13,15.6,8.8,6.9,7.9,13.8,34.9,38.1,14.6,272.7
MISTIE BASS,HOU,27,10.1,93.5,86.3,10.3,1.60,15.2,11.4,12.1,11.8,9.5,53.1,50.0,14.4,272.7
EDWIGE LAWSON-WADE,SEA,26,8.1,92.4,93.6,22.5,1.53,30.2,1.0,9.2,5.3,19.8,43.3,45.1,14.0,210.6
ERIN THORN,NYL,26,13.6,96.9,102.6,18.6,1.55,16.6,2.8,8.4,5.7,10.7,52.4,57.3,20.7,353.59999999999997
JACQUELINE BATTEAST,DET,26,6.6,82.6,91.6,7.4,1.75,10.4,6.0,7.0,6.4,6.0,28.3,30.3,13.6,171.6
KELLY MILLER,PHO,26,29.8,105.5,98.0,18.3,1.30,21.2,4.9,11.7,8.3,16.4,48.6,52.4,18.9,774.8000000000001
LATASHA BYEARS,WAS,26,12.8,92.3,96.0,5.4,0.29,6.2,11.7,15.2,13.4,21.7,44.9,48.4,19.5,332.8
AYANA WALKER,CHA,25,7.3,91.4,89.7,3.2,0.75,5.6,6.1,12.0,8.9,7.4,45.9,49.7,11.9,182.5
CHAMIQUE HOLDSCLAW,LAS,25,29.6,102.5,90.0,14.2,0.98,12.0,8.3,12.1,10.3,12.2,47.5,53.1,24.4,740.0
ELAINE POWELL,DET,25,14.8,90.1,98.5,24.5,1.49,29.2,3.8,6.5,5.2,19.7,38.2,44.8,14.9,370.0
ICISS TILLIS,NYL,25,10.2,87.7,100.4,9.5,0.52,8.4,8.4,15.4,11.7,16.0,39.3,43.6,21.0,254.99999999999997
JAMIE CAREY,CON,24,12.0,95.8,98.4,18.3,1.88,29.4,0.4,4.8,2.8,15.6,50.0,52.3,12.1,288.0
LISA WILLIS,LAS,24,13.3,101.6,92.9,5.1,0.59,7.6,4.0,8.9,6.5,12.9,48.9,53.0,16.4,319.20000000000005
NIKKI BLUE,WAS,24,7.6,88.3,90.2,36.0,2.00,29.3,3.7,7.6,5.5,14.6,26.9,39.9,19.1,182.39999999999998
CHANTELLE ANDERSON,SAN,23,18.0,97.3,91.5,6.9,0.52,8.5,6.8,14.4,10.5,16.4,52.7,58.0,17.7,414.0
DELISHA MILTON-JONES,WAS,23,29.4,104.0,95.6,12.7,0.72,11.8,3.7,14.1,9.0,16.5,53.6,57.2,23.5,676.1999999999999
DEMYA WALKER,SAC,23,18.9,93.9,86.4,15.9,0.89,11.2,12.6,9.9,11.3,12.6,43.6,48.9,25.0,434.7
K.B. SHARP,IND,23,6.7,88.9,86.0,25.6,2.88,34.3,1.7,4.1,2.8,11.9,27.1,30.3,12.2,154.1
STACEY DALES,CHI,23,19.7,87.4,109.8,18.2,1.25,16.8,1.3,5.0,3.1,13.4,43.9,48.1,19.5,453.09999999999997
TAMECKA DIXON,HOU,23,25.7,93.1,96.4,16.6,0.93,18.2,3.6,7.2,5.5,19.6,40.6,44.2,19.1,591.1
DEANNA JACKSON,CHI,22,15.0,92.1,100.6,7.9,0.59,7.2,9.5,11.3,10.3,12.2,39.9,45.1,22.6,330.0
NYKESHA SALES,CON,22,28.0,96.9,90.3,18.8,2.07,16.4,3.5,9.3,6.5,7.9,49.2,51.8,22.0,616.0
SHONA THORBURN,MIN,22,6.5,94.5,103.1,19.4,1.36,29.7,2.8,10.8,6.6,21.9,20.4,26.2,13.5,143.0
ANGELINA WILLIAMS,DET,21,6.2,90.3,97.1,15.2,0.80,15.4,2.2,7.1,4.7,19.2,34.9,40.6,20.1,130.20000000000002
BECKY HAMMON,NYL,21,30.4,94.5,107.0,26.5,1.28,19.5,0.8,10.0,5.4,15.2,50.0,56.5,23.4,638.4
CRYSTAL SMITH,PHO,21,9.1,97.8,102.4,18.5,1.22,23.7,1.9,9.3,5.4,19.4,52.1,57.4,15.3,191.1
OLYMPIA SCOTT,IND,21,7.4,82.0,100.0,9.9,0.47,9.0,5.2,16.9,11.0,19.2,43.4,44.2,20.8,155.4
TAMARA JAMES,WAS,21,7.4,102.5,96.0,3.0,0.30,4.3,6.8,4.5,5.6,14.3,41.8,50.1,18.5,155.4
TARI PHILLIPS,HOU,21,10.6,83.1,94.5,3.6,0.17,4.3,6.1,15.4,11.1,24.7,38.5,45.6,18.6,222.6
TINA THOMPSON,HOU,21,33.1,101.3,91.5,13.3,0.90,10.6,5.2,12.4,9.1,11.7,52.3,56.9,26.3,695.1
KELLY SCHUMACHER,NYL,20,25.1,91.1,105.1,8.5,0.62,9.9,7.3,14.7,11.0,16.0,42.4,48.4,17.7,502.0
LINDA FROHLICH,IND,20,8.4,89.5,97.0,10.8,0.69,9.7,7.8,12.7,10.2,14.0,44.1,46.1,20.8,168.0
SHAUNZINSKI GORTMAN,SEA,20,13.2,94.0,88.4,11.0,0.68,16.0,3.8,14.0,9.4,23.6,38.2,44.5,15.1,264.0
LATOYA THOMAS,SAN,19,19.4,97.1,97.4,11.3,0.81,10.9,7.3,14.8,11.1,13.4,45.2,52.3,21.5,368.59999999999997
PENNY TAYLOR,PHO,19,26.8,109.6,102.1,15.0,1.74,15.1,5.7,14.6,10.2,8.7,50.0,55.8,22.3,509.2
TYNESHA LEWIS,MIN,19,10.7,92.0,96.9,15.1,1.13,19.1,4.7,8.3,6.5,17.0,35.5,38.7,15.8,203.29999999999998
CHARLOTTE SMITH,IND,18,9.6,87.3,90.2,8.3,0.54,11.5,5.1,10.6,7.5,21.3,41.0,42.9,14.2,172.79999999999998
JAE KINGI-CROSS,SAN,18,6.4,89.6,99.1,19.0,2.20,28.9,2.5,5.9,4.2,13.2,50.0,56.9,10.5,115.2
EMMELINE NDONGUE,LAS,17,6.3,81.3,96.4,5.5,0.50,7.1,10.7,10.2,10.5,14.3,25.9,30.6,14.1,107.1
KAYTE CHRISTENSEN,PHO,17,8.2,100.7,94.0,6.1,0.38,13.0,9.0,14.1,11.9,34.8,40.9,44.2,12.2,139.39999999999998
KIESHA BROWN,NYL,16,3.6,90.1,100.8,31.0,3.00,25.0,3.0,12.0,6.9,8.3,32.5,42.5,19.0,57.6
ZANE TAMANE,WAS,16,6.4,105.8,91.4,1.5,0.25,3.2,11.2,16.0,13.6,12.9,53.8,53.9,12.4,102.4
BROOKE WYCKOFF,CHI,15,22.9,83.7,97.9,17.3,2.06,27.7,4.0,7.5,5.6,13.4,31.8,35.5,11.2,343.5
CHRISTELLE N'GARSANET,NYL,15,6.1,80.6,93.2,11.4,0.63,9.4,10.3,8.4,9.5,15.1,27.6,33.8,20.8,91.5
CORETTA BROWN,CHI,15,16.8,92.8,99.4,17.4,1.44,24.3,1.6,7.8,4.5,16.8,37.3,38.4,14.4,252.0
DOMINIQUE CANTY,HOU,15,28.7,100.2,85.3,17.6,1.26,20.1,3.2,9.4,6.5,16.0,51.4,59.0,18.7,430.5
BRANDI DAVIS,LAS,14,8.3,100.8,103.3,9.6,1.60,11.3,0.7,9.8,5.1,7.0,33.0,35.7,21.8,116.20000000000002
SHYRA ELY-GASH,SAN,12,11.2,81.5,97.9,13.9,0.77,12.5,3.6,19.3,11.4,16.3,29.5,37.0,22.2,134.39999999999998
ASTOU NDIAYE-DIATTA,HOU,11,11.5,90.0,111.0,12.3,0.80,14.3,7.9,14.7,11.4,17.9,45.7,46.5,16.7,126.5
BRIDGET PETTIS,PHO,11,6.1,76.7,97.3,29.4,5.00,30.3,5.4,5.1,5.3,6.1,28.9,32.3,13.0,67.1
KATIE CRONIN,CHI,11,12.1,80.2,99.2,3.1,0.18,4.3,2.1,7.3,4.5,23.9,36.7,36.3,14.5,133.1
NIKKI MCCRAY,CHI,11,7.5,83.1,92.9,12.5,0.50,12.5,2.5,4.5,3.4,25.0,38.6,43.9,19.6,82.5
SABRINA PALIE,DET,11,4.5,70.5,92.5,23.1,0.60,14.6,6.8,0.0,3.5,24.4,24.0,24.0,25.7,49.5
KASHA TERRY,IND,10,5.4,79.5,108.3,0.0,0.00,0.0,6.8,17.5,12.1,27.6,57.9,54.2,22.8,54.0
ANN STROTHER,PHO,8,4.9,103.2,106.4,6.7,0.00,12.5,4.5,7.3,5.9,0.0,57.1,57.1,13.2,39.2
SANDORA IRVIN,PHO,7,5.5,73.4,76.8,5.6,0.33,5.3,3.6,19.5,10.4,15.8,15.4,23.0,18.2,38.5
CHANDI JONES,MIN,6,6.3,85.9,124.4,15.8,1.50,18.8,6.5,9.1,7.8,12.5,72.2,79.0,15.3,37.8
CISTI GREENWALT,SEA,5,4.6,62.8,73.9,0.0,0.00,0.0,7.7,16.7,12.9,0.0,0.0,11.4,17.6,23.0
WENDY PALMER,SEA,5,23.9,106.5,98.8,3.8,0.30,5.5,13.1,21.6,17.7,18.2,50.0,56.8,18.4,119.5
AMBROSIA ANDERSON,NYL,4,2.4,90.5,90.9,0.0,0.00,0.0,10.0,33.3,21.1,50.0,0.0,0.0,8.7,9.6
BRITTANY WILKINS,SAC,4,3.6,102.6,113.2,9.1,0.50,10.0,0.0,0.0,0.0,20.0,42.9,42.9,20.9,14.4
BROOKE QUEENAN,CON,4,2.4,50.0,135.3,0.0,0.00,0.0,0.0,0.0,0.0,33.3,0.0,53.2,13.6,9.6
EDWINA BROWN,HOU,4,7.1,57.1,96.5,11.1,0.50,11.1,2.6,8.3,5.4,22.2,20.0,34.0,10.5,28.4
JESSICA BRUNGO,CON,4,1.8,61.5,113.3,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.7,7.2
TIFFANY STANSBURY,LAS,4,5.5,105.0,72.5,14.3,1.00,16.7,27.3,5.3,17.1,16.7,37.5,37.5,20.4,22.0
YELENA LEUCHANKA,CHA,4,9.5,76.2,94.0,20.0,3.00,18.8,4.0,6.7,5.3,6.3,50.0,51.0,13.1,38.0
KAAYLA CHONES,SEA,3,4.6,63.3,100.0,0.0,0.00,0.0,0.0,0.0,0.0,33.3,0.0,0.0,7.5,13.799999999999999
TAMICHA JACKSON,PHO,3,17.9,95.8,111.2,20.6,1.75,16.7,1.5,5.4,3.3,9.5,35.7,39.2,25.4,53.699999999999996
DALIVORKA VILIPIC,LAS,2,5.6,64.3,69.2,0.0,0.00,0.0,0.0,13.3,7.7,33.3,0.0,0.0,10.3,11.2
EMILIE GOMIS,NYL,2,7.5,79.3,103.6,0.0,0.00,0.0,0.0,0.0,0.0,14.3,0.0,26.0,20.0,15.0
IRINA OSIPOVA,DET,2,5.8,87.0,100.0,0.0,0.00,0.0,9.1,0.0,4.5,50.0,0.0,113.6,7.7,11.6
MANDISA STEVENSON,PHO,2,9.1,68.3,124.4,0.0,0.00,0.0,4.0,5.9,4.8,28.6,30.0,30.0,14.6,18.2
