Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
BRIONNA JONES,CON,21,26.1,102.6,96.2,6.5,0.62,8.8,10.7,11.4,11.0,14.2,60.8,63.1,17.1,548.1
BRITTNEY SYKES,LAS,21,24.4,105.6,96.8,13.2,1.25,17.3,3.6,7.7,5.8,13.8,54.0,59.8,18.7,512.4
CRYSTAL DANGERFIELD,MIN,21,30.0,105.7,101.2,20.7,1.42,17.9,0.8,6.0,3.4,12.6,53.6,58.6,23.9,630.0
ESSENCE CARSON,CON,21,13.8,87.3,102.5,7.6,0.75,9.1,2.3,10.4,6.1,12.1,36.4,37.7,17.8,289.8
KAILA CHARLES,CON,21,17.9,98.0,97.7,8.1,1.00,12.7,5.6,8.9,7.1,12.7,46.9,51.1,14.7,375.9
KIA NURSE,NYL,21,27.5,87.0,102.4,17.3,1.04,12.4,1.8,8.0,5.0,11.9,33.5,43.5,25.4,577.5
LINDSAY ALLEN,LVA,21,13.5,102.3,99.2,25.0,3.19,37.0,2.1,5.8,4.0,11.6,46.3,49.0,12.7,283.5
MIKIAH HERBERT HARRIGAN,MIN,21,11.2,98.8,91.6,5.3,0.47,6.5,6.1,13.5,9.9,14.0,45.1,46.4,17.6,235.2
RIQUNA WILLIAMS,LAS,21,21.1,101.4,101.0,11.4,1.63,12.7,0.7,9.0,4.8,7.8,55.1,57.0,21.5,443.1
SEIMONE AUGUSTUS,LAS,21,15.8,104.5,96.4,10.9,3.13,17.1,0.9,10.6,5.8,5.5,54.5,55.0,16.2,331.8
SHATORI WALKER-KIMBROUGH,PHO,21,19.0,102.1,96.6,13.2,1.52,16.8,1.6,6.5,4.2,11.1,51.6,55.8,17.2,399.0
SOPHIE CUNNINGHAM,PHO,21,18.8,103.6,95.3,6.0,1.07,12.1,2.3,3.1,2.7,11.4,45.1,51.0,12.5,394.8
TYASHA HARRIS,DAL,21,19.6,98.6,105.5,24.6,3.22,27.4,0.0,6.7,3.1,8.5,50.8,52.3,16.1,411.6
ALAINA COATES,WAS,20,9.9,86.9,92.7,8.7,0.75,13.4,9.6,19.7,14.2,17.9,52.9,55.0,12.7,198.0
ALLISHA GRAY,DAL,20,26.2,108.8,106.9,8.4,1.18,9.7,5.1,12.1,8.4,8.2,52.8,58.1,20.0,524.0
BREANNA STEWART,SEA,20,30.4,110.5,93.3,19.7,1.44,15.5,3.6,23.2,13.9,10.8,51.0,57.8,28.1,608.0
CHEYENNE PARKER-TYUS,CHI,20,24.9,104.7,99.4,9.6,0.55,10.3,10.3,16.4,13.5,19.0,59.7,65.3,22.4,498.0
COURTNEY WILLIAMS,ATL,20,30.5,99.0,108.0,17.9,1.17,14.5,5.7,18.7,11.8,12.5,45.0,46.0,25.9,610.0
EMMA MEESSEMAN,WAS,20,31.7,101.2,102.2,24.5,2.25,23.3,5.3,12.4,8.7,10.4,48.1,50.9,21.0,634.0
ERICA MCCALL,MIN,20,9.2,107.3,99.5,2.4,0.33,4.5,13.3,14.1,13.7,13.4,36.7,46.6,14.7,184.0
JAZMINE JONES,NYL,20,21.4,89.5,104.8,20.7,0.79,14.6,3.9,13.5,8.8,18.4,44.7,52.4,25.7,428.0
JORDIN CANADA,SEA,20,24.2,102.1,91.3,35.0,2.73,35.4,2.1,7.2,4.7,13.0,42.8,50.0,17.8,484.0
KYLEE SHOOK,NYL,20,14.5,82.9,110.6,7.7,0.55,9.3,4.8,14.2,9.3,16.9,42.4,46.8,15.5,290.0
RACHEL BANHAM,MIN,20,16.9,105.4,99.7,22.0,2.35,26.1,0.6,7.2,3.9,11.1,58.2,60.7,16.8,338.0
TE'A COOPER,LAS,20,17.2,99.7,96.5,17.6,1.38,20.4,0.6,5.5,3.1,14.8,50.0,54.3,19.7,344.0
ALANNA SMITH,PHO,19,15.6,105.5,93.5,11.8,1.28,14.7,7.7,15.0,11.6,11.5,47.1,50.5,19.2,296.4
DIANA TAURASI,PHO,19,28.1,104.2,102.4,27.7,1.95,20.8,0.4,13.7,7.4,10.7,53.8,62.5,26.7,533.9
JASMINE THOMAS,CON,19,25.5,102.3,95.3,24.4,1.65,23.8,0.8,6.5,3.6,14.4,46.0,49.0,21.5,484.5
JOYNER HOLMES,NYL,19,10.0,83.9,104.6,13.5,1.00,12.6,6.7,17.4,11.8,12.6,32.6,36.2,19.7,190.0
KIARA LESLIE,WAS,19,21.8,96.2,97.3,7.9,1.11,13.2,3.6,11.4,7.3,11.8,43.1,46.2,14.5,414.2
LAYSHIA CLARENDON,NYL,19,26.1,87.2,100.2,33.3,1.14,22.8,1.1,8.2,4.6,20.1,51.3,58.4,21.8,495.90000000000003
SYDNEY WIESE,LAS,19,19.1,102.9,97.3,9.4,1.00,15.6,1.5,8.1,4.9,15.6,64.0,66.1,14.4,362.90000000000003
TIFFANY MITCHELL,IND,19,26.4,98.0,105.9,17.2,1.09,14.4,3.1,10.1,6.6,13.2,38.6,48.5,24.8,501.59999999999997
BRIA HOLMES,CON,18,16.2,95.1,107.1,12.3,1.11,14.2,3.8,7.7,5.5,12.8,40.8,42.6,17.3,291.59999999999997
GLORY JOHNSON,ATL,18,15.1,94.0,102.7,6.4,0.85,9.3,2.5,22.1,12.1,11.0,44.0,45.4,16.6,271.8
JACKI GEMELOS,WAS,18,12.4,97.0,101.1,10.9,1.25,17.6,1.4,8.5,4.7,14.1,42.0,42.4,14.1,223.20000000000002
KATHLEEN DOYLE,IND,18,8.6,88.3,100.0,20.4,1.06,23.8,1.8,8.1,4.8,22.5,30.5,31.6,15.6,154.79999999999998
MARINA MABREY,DAL,18,22.4,105.7,109.0,18.4,1.39,17.7,2.6,13.5,7.5,12.8,55.1,56.4,21.0,403.2
MEGAN WALKER,NYL,18,11.4,78.9,111.1,6.3,0.86,6.5,4.5,8.4,6.2,7.5,35.9,36.8,17.2,205.20000000000002
NATALIE ACHONWA,IND,18,20.2,97.7,114.0,14.7,0.94,16.1,7.5,22.6,14.8,17.2,49.6,54.2,19.1,363.59999999999997
NNEKA OGWUMIKE,LAS,18,26.2,102.0,94.4,11.0,1.11,12.6,4.8,15.5,10.1,11.3,59.6,63.6,20.3,471.59999999999997
KRISTINE ANIGWE,LAS,17,11.6,105.2,98.5,3.2,0.25,4.8,10.1,15.0,12.5,19.0,60.4,60.5,17.9,197.2
LEXIE BROWN,MIN,17,22.0,102.9,97.1,16.7,1.71,21.9,0.9,8.6,4.7,12.8,40.5,44.8,17.1,374.0
SHENISE JOHNSON,MIN,17,12.5,95.0,101.8,17.8,1.05,15.6,4.8,12.0,8.3,14.8,37.8,46.1,22.8,212.5
SHEY PEDDY,PHO,17,15.1,91.1,93.2,21.1,2.00,25.2,3.3,9.9,6.6,12.6,33.3,44.0,15.1,256.7
SYDNEY COLSON,CHI,17,6.5,87.3,98.8,20.0,1.00,26.4,1.0,6.0,3.6,26.4,50.0,57.1,15.7,110.5
TIANNA HAWKINS,WAS,17,19.3,87.9,101.4,10.9,0.85,9.6,3.4,16.4,9.2,11.2,47.3,51.3,21.4,328.1
TIERRA RUFFIN-PRATT,LAS,17,14.5,102.0,97.7,8.7,1.67,18.3,3.9,11.3,7.6,11.0,33.3,43.4,12.2,246.5
CHENNEDY CARTER,ATL,16,25.4,98.1,107.1,26.4,1.28,15.7,1.9,6.7,4.3,12.3,50.0,55.0,30.9,406.4
KALEENA MOSQUEDA-LEWIS,CON,16,10.2,86.9,109.2,4.9,0.57,5.1,0.5,12.8,6.2,9.0,39.1,40.3,18.9,163.2
KAYLA ALEXANDER,MIN,16,5.6,82.8,101.7,7.9,0.50,7.1,10.6,6.7,8.6,14.3,53.3,55.2,18.8,89.6
SATOU SABALLY,DAL,16,28.2,98.7,106.2,15.7,1.14,13.6,8.4,19.7,13.6,11.9,40.4,50.5,23.9,451.2
EPIPHANNY PRINCE,SEA,15,12.7,100.3,94.7,17.4,1.75,22.1,0.6,8.8,4.9,12.6,46.5,51.0,17.7,190.5
NIA COFFEY,PHO,15,15.3,99.2,99.2,8.0,1.71,20.0,2.3,13.0,7.9,11.7,51.3,49.2,8.9,229.5
STEFANIE DOLSON,CHI,15,18.2,108.5,101.2,12.2,1.67,21.0,4.6,14.9,10.1,12.6,57.7,60.5,15.1,273.0
LAUREN COX,IND,14,13.1,94.7,94.0,17.1,1.73,23.8,5.8,18.6,12.6,13.8,45.3,50.4,14.1,183.4
ASTOU NDOUR-FALL,DAL,13,11.6,87.3,114.2,7.1,1.00,8.7,7.5,21.0,13.0,8.7,40.4,40.4,17.8,150.79999999999998
AZURÁ STEVENS,CHI,13,27.3,105.0,99.9,8.1,1.00,12.0,5.5,16.8,11.4,12.0,56.4,59.1,17.6,354.90000000000003
BRIA HARTLEY,PHO,13,24.8,105.3,104.0,32.2,2.15,22.5,1.6,10.0,6.0,10.5,50.0,54.3,26.8,322.40000000000003
BRIANN JANUARY,CON,13,23.3,103.3,90.1,20.6,2.93,31.4,1.3,4.3,2.7,10.7,36.7,40.5,14.0,302.90000000000003
CIERRA BURDICK,LVA,13,2.2,66.7,100.0,13.3,2.00,20.0,4.2,16.0,10.2,10.0,28.6,28.6,12.3,28.6
CRYSTAL LANGHORNE,SEA,13,8.2,96.3,100.9,9.0,0.55,16.7,3.1,19.8,12.6,30.6,44.1,45.8,12.7,106.6
DIAMOND DESHIELDS,CHI,13,17.2,93.6,95.4,13.8,0.67,14.3,1.5,8.6,5.3,21.4,45.2,48.9,22.6,223.6
ISABELLE HARRISON,DAL,13,19.9,99.6,101.9,11.0,1.00,15.1,7.4,16.8,12.0,15.1,44.7,49.2,16.8,258.7
ODYSSEY SIMS,MIN,13,18.5,108.2,105.5,30.0,1.80,23.9,3.4,8.0,5.7,13.3,44.2,51.5,25.5,240.5
THERESA PLAISANCE,CON,13,7.0,91.2,108.4,2.0,0.50,2.9,2.0,14.1,7.3,5.9,46.6,50.6,15.8,91.0
BRITTNEY GRINER,PHO,12,31.8,104.5,100.9,16.9,1.20,13.9,5.0,18.5,12.0,11.6,49.7,54.2,25.4,381.6
JAYLYN AGNEW,ATL,12,6.0,98.0,115.6,6.1,0.60,12.0,0.0,7.8,3.5,20.0,36.7,43.6,12.8,72.0
MARIE GÜLICH,LAS,12,9.9,102.8,110.4,9.1,1.40,17.9,5.1,12.7,9.0,12.8,50.0,53.1,12.0,118.80000000000001
SUG SUTTON,WAS,12,9.4,94.4,101.3,19.7,2.00,22.2,0.0,10.0,4.7,11.1,43.9,47.1,17.1,112.80000000000001
PARIS KEA,NYL,11,15.0,82.0,103.2,21.3,0.84,14.3,3.0,9.6,6.4,17.0,47.3,49.7,25.3,165.0
SUE BIRD,SEA,11,23.4,118.6,93.0,30.2,3.17,35.6,0.5,6.7,3.9,11.3,63.3,63.7,17.6,257.4
KALANI BROWN,ATL,10,6.1,88.4,102.3,0.0,0.00,0.0,4.9,14.5,9.8,15.6,52.2,54.7,22.9,61.0
MORGAN TUCK,SEA,10,8.8,86.0,86.6,3.9,0.33,7.1,2.5,3.8,3.2,21.4,37.5,43.5,13.1,88.0
RESHANDA GRAY,LAS,10,6.3,93.3,85.5,7.5,0.30,11.1,11.1,31.9,22.8,37.0,36.4,49.7,16.0,63.0
STEPHANIE MAVUNGA,CHI,10,9.5,95.0,108.1,8.9,0.45,10.0,11.0,22.8,17.2,22.0,44.8,51.7,19.1,95.0
MEGAN GUSTAFSON,DAL,9,5.3,84.2,100.0,4.3,0.50,4.8,10.0,10.6,10.3,9.5,28.6,39.0,16.9,47.699999999999996
MORIAH JEFFERSON,DAL,9,16.7,86.2,106.2,24.4,1.27,23.5,4.4,13.8,8.6,18.5,44.2,46.6,17.5,150.29999999999998
STELLA JOHNSON,WAS,9,11.1,119.3,122.7,16.9,3.00,23.1,4.1,12.1,7.3,7.7,60.3,63.5,16.8,99.89999999999999
KAMIAH SMALLS,IND,7,14.2,97.6,108.4,22.6,7.00,37.8,5.1,2.8,3.9,5.4,62.5,64.7,9.2,99.39999999999999
MEGAN HUFF,LVA,7,2.2,62.1,80.6,14.3,0.33,14.3,13.3,12.5,12.9,42.9,0.0,0.0,18.2,15.400000000000002
SYLVIA FOWLES,MIN,7,24.1,103.0,91.9,7.1,0.75,6.5,13.8,27.3,21.0,8.7,60.9,66.4,22.6,168.70000000000002
AERIAL POWERS,WAS,6,29.8,106.5,95.4,13.3,1.36,14.0,1.1,15.6,8.2,10.3,52.9,59.6,22.3,178.8
ALEXIS JONES,ATL,6,8.8,92.8,101.8,17.9,0.83,15.2,0.0,0.0,0.0,18.2,54.8,54.8,22.4,52.800000000000004
VICTORIA VIVIANS,IND,6,14.2,108.8,107.2,5.2,0.50,7.3,2.4,14.0,8.2,14.6,37.9,44.6,18.1,85.19999999999999
ALISIA JENKINS,PHO,5,5.5,78.0,94.7,0.0,0.00,0.0,0.0,16.0,7.0,21.4,25.0,37.6,20.3,27.5
BRITTANY BREWER,ATL,5,6.5,89.7,106.1,0.0,0.00,0.0,2.9,12.5,7.5,40.0,66.7,66.7,6.6,32.5
AVERY WARLEY-TALBERT,LVA,3,8.1,111.3,115.1,17.6,1.50,23.1,21.7,15.0,18.6,15.4,42.9,48.1,16.4,24.299999999999997
SABRINA IONESCU,NYL,3,26.6,83.2,98.3,34.3,0.92,17.1,2.4,13.2,8.0,18.6,53.6,59.3,29.4,79.80000000000001
ALEXIS PRINCE,CHI,2,8.0,66.7,100.0,0.0,0.00,0.0,10.5,4.8,7.5,0.0,80.0,80.0,13.2,16.0
KAELA DAVIS,ATL,2,1.2,57.1,128.6,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
KARIMA CHRISTMAS-KELLY,MIN,2,12.5,79.6,85.2,7.7,0.25,6.3,3.4,18.5,10.7,25.0,14.3,42.8,23.8,25.0
EMMA CANNON,LVA,1,0.4,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
