Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
SHERYL SWOOPES,HOU,33,37.1,100.0,97.2,25.0,1.96,18.1,2.6,8.9,5.8,9.2,47.4,54.3,26.5,1224.3
CHRISTI THOMAS,LAS,32,16.2,94.4,89.6,6.1,0.68,11.2,6.2,16.0,11.2,16.4,52.1,55.4,12.8,518.4
CRYSTAL ROBINSON,NYL,32,30.3,102.2,97.5,11.2,1.53,17.3,3.8,8.2,6.2,11.3,45.5,48.6,15.2,969.6
DONEEKA LEWIS,LAS,32,20.9,94.0,97.8,21.6,1.60,26.2,1.4,6.3,3.9,16.3,51.3,53.0,15.9,668.8
KATIE DOUGLAS,CON,32,31.2,102.2,93.7,16.5,1.74,19.4,5.3,8.7,7.1,11.2,46.7,52.4,18.9,998.4
TARI PHILLIPS,HOU,32,11.5,91.1,97.0,8.6,0.47,8.8,9.0,16.2,12.4,18.9,42.6,48.2,19.3,368.0
AMANDA LASSITER,MIN,31,12.5,89.3,97.2,13.1,0.79,13.4,2.7,10.7,6.5,16.9,43.5,44.6,18.5,387.5
CHANDI JONES,MIN,31,19.6,92.1,96.3,16.9,1.33,17.3,3.0,8.2,5.5,13.0,45.7,48.4,18.8,607.6
HELEN DARLING,CHA,31,19.4,86.6,95.2,27.8,1.63,33.2,0.9,8.3,4.5,20.4,36.4,47.1,13.6,601.4
MARGO DYDEK,CON,31,21.7,101.4,87.7,9.8,0.81,13.8,4.7,24.1,15.3,17.1,54.0,59.0,17.0,672.6999999999999
MARIE FERDINAND-HARRIS,SAN,31,32.1,91.4,101.1,15.3,0.97,12.3,4.6,8.4,6.6,12.6,39.7,46.5,24.1,995.1
SHYRA ELY-GASH,SAN,31,17.0,88.6,105.2,11.6,0.82,12.9,2.5,10.9,6.9,15.7,41.3,46.6,17.6,527.0
SVETLANA ABROSIMOVA,MIN,31,25.2,90.8,96.0,17.1,0.75,13.4,4.0,11.0,7.5,17.8,45.5,49.3,24.1,781.1999999999999
TANGELA SMITH,CHA,31,34.3,89.3,100.2,9.6,0.49,7.1,4.8,13.3,8.9,14.6,41.7,46.7,25.5,1063.3
TEANA MILLER,CHA,31,11.5,80.5,97.2,4.9,0.27,5.0,9.1,12.3,10.7,18.6,48.4,52.9,18.3,356.5
TULLY BEVILAQUA,IND,31,28.3,93.6,89.9,18.5,1.57,25.6,1.5,7.6,4.3,16.3,52.5,53.5,13.4,877.3000000000001
VANESSA HAYDEN,MIN,31,19.3,91.1,90.4,9.2,0.37,6.4,8.6,20.7,14.6,17.6,43.3,45.6,26.7,598.3000000000001
ALANA BEARD,WAS,30,33.9,96.3,96.5,19.2,1.43,14.8,2.8,12.5,7.4,10.4,41.9,46.5,25.9,1017.0
ALICIA THOMPSON,SEA,30,10.9,95.7,91.2,8.0,0.78,11.6,3.7,10.6,7.5,14.9,43.8,47.1,15.5,327.0
DALMA IVANYI,SAN,30,19.2,88.6,96.7,23.3,1.28,35.4,1.0,8.4,4.9,27.6,52.2,53.2,10.7,576.0
JIA PERKINS,CHA,30,15.5,89.3,93.2,15.2,1.00,14.0,5.8,5.3,5.6,14.0,43.4,45.7,20.3,465.0
KRISTIN HAYNIE,SAC,30,14.5,90.8,82.1,19.5,1.23,21.0,4.7,11.8,8.1,17.1,36.3,40.9,17.2,435.0
LAURIE KOEHN,WAS,30,7.6,97.3,98.5,9.3,1.67,10.4,1.8,4.1,2.8,6.3,69.0,69.6,18.1,228.0
SUE BIRD,SEA,30,33.9,101.9,95.8,31.2,2.02,30.1,2.3,5.2,3.8,14.9,51.9,56.1,18.6,1017.0
TAMECKA DIXON,LAS,30,20.3,96.4,96.4,22.0,1.93,26.6,4.3,7.4,5.9,13.8,40.9,46.6,16.3,609.0
ELAINE POWELL,DET,29,23.2,89.5,93.2,22.5,1.51,25.7,3.9,9.2,6.5,17.0,43.7,47.8,15.3,672.8
PENNY TAYLOR,PHO,29,29.4,95.3,92.7,22.5,1.22,19.6,5.1,10.5,7.8,16.0,53.6,61.0,21.7,852.5999999999999
SUZY BATKOVIC-BROWN,SEA,29,16.0,97.4,94.6,11.8,0.81,10.1,6.6,13.8,10.6,12.5,44.3,49.9,23.5,464.0
ANN WAUTERS,NYL,28,31.3,100.9,97.4,10.6,0.58,9.4,7.0,17.2,12.6,16.2,54.5,58.9,23.5,876.4
BETTY LENNOX,SEA,28,28.5,99.8,95.0,13.8,0.76,11.7,2.8,13.0,8.1,15.4,43.0,49.1,24.3,798.0
EDNA CAMPBELL,SAN,28,8.9,83.3,101.4,12.2,0.93,14.6,1.0,5.4,3.3,15.6,35.1,35.6,16.5,249.20000000000002
JANEL MCCARVILLE,CHA,28,11.2,87.1,93.1,6.9,0.50,11.6,11.1,19.4,14.7,23.2,34.0,41.0,12.9,313.59999999999997
KAMILA VODICHKOVA,PHO,28,29.3,98.4,91.3,15.8,1.09,15.4,8.3,18.0,13.2,14.1,50.0,52.8,20.2,820.4
SIMONE EDWARDS,SEA,28,7.1,101.9,87.9,2.8,0.75,5.8,5.4,9.9,7.9,7.7,58.5,59.4,11.6,198.79999999999998
KELLY MAZZANTE,CHA,27,8.3,77.5,101.3,8.0,1.00,7.8,6.0,9.1,7.4,7.8,38.9,41.9,17.8,224.10000000000002
KRISTEN RASMUSSEN,CHA,27,20.5,98.7,95.2,8.2,1.20,15.0,6.1,11.6,8.9,12.5,51.5,54.7,12.6,553.5
LISA HARRISON,PHO,27,11.0,94.4,101.1,6.4,0.83,15.9,4.9,9.3,7.1,19.0,44.1,51.0,8.4,297.0
NAKIA SANFORD,WAS,27,10.8,93.8,85.1,3.8,0.35,5.3,5.6,12.7,8.9,14.9,48.3,50.4,18.1,291.6
BERNADETTE NGOYISA,SAN,26,9.7,86.4,92.2,5.3,0.20,4.1,8.4,19.3,14.2,20.5,56.8,60.0,22.7,252.2
NIELE IVEY,PHO,26,9.8,86.2,89.0,24.6,2.73,33.0,3.0,5.6,4.2,12.1,33.0,37.9,10.7,254.8
RONEEKA HODGES,HOU,26,7.0,96.0,95.6,6.9,2.33,12.1,5.7,5.2,5.4,5.2,33.0,34.5,13.5,182.0
SHEREKA WRIGHT,PHO,25,13.9,96.2,100.2,13.5,0.82,16.9,5.5,10.0,7.8,20.6,50.0,57.4,15.1,347.5
KARA LAWSON,SAC,24,21.2,100.4,82.9,14.0,1.68,16.8,1.6,5.9,3.7,10.0,56.1,59.4,17.3,508.79999999999995
KRISTEN MANN,MIN,24,7.8,91.9,90.1,15.1,1.57,12.9,7.1,13.3,10.5,8.2,50.0,52.1,20.0,187.2
LOREE MOORE,NYL,24,7.7,85.2,93.8,18.7,0.77,26.6,2.7,13.7,8.3,34.4,38.1,40.1,13.2,184.8
ERIN PERPEROGLOU,SAC,23,9.0,90.7,84.7,13.5,0.54,14.6,7.3,9.3,8.2,27.1,70.0,69.1,17.8,207.0
NIKKI MCCRAY,SAN,23,13.1,79.7,94.8,11.0,0.89,15.8,2.8,4.6,3.8,17.8,25.0,28.4,14.5,301.3
DEMYA WALKER,SAC,22,27.0,101.0,87.6,17.8,0.70,12.2,9.4,13.3,11.4,17.6,53.6,56.6,27.8,594.0
ALLISON FEASTER,CHA,21,31.8,92.1,103.0,15.9,1.34,19.0,1.6,5.4,3.4,14.2,49.1,53.6,16.6,667.8000000000001
AYANA WALKER,CHA,21,15.7,89.7,89.8,11.2,1.00,16.5,6.3,13.6,10.0,16.5,42.6,46.2,13.4,329.7
ERIN THORN,NYL,21,9.6,105.2,108.4,12.9,1.86,17.1,2.5,6.0,4.3,9.2,48.1,50.2,16.6,201.6
JESSICA MOORE,LAS,21,7.3,96.2,89.5,3.6,0.33,12.5,3.2,6.7,4.8,37.5,45.5,46.3,6.5,153.29999999999998
LATOYA THOMAS,SAN,21,24.1,87.7,100.4,10.1,0.67,9.2,4.2,10.8,7.7,13.9,43.8,50.7,21.0,506.1
SWIN CASH,DET,21,21.7,88.1,82.3,18.4,0.91,18.7,9.1,11.0,10.0,20.4,38.9,42.5,18.2,455.7
TYNESHA LEWIS,MIN,21,12.3,91.4,93.8,17.9,0.91,14.2,4.0,7.5,5.5,15.6,34.1,37.9,23.0,258.3
BELINDA SNELL,PHO,20,11.3,99.8,110.3,15.3,1.64,19.4,8.0,9.3,8.6,11.8,44.5,51.7,14.4,226.0
EDWIGE LAWSON-WADE,HOU,19,6.6,86.9,98.1,6.8,0.33,8.5,0.9,7.3,4.1,25.5,37.5,44.1,16.7,125.39999999999999
NIKKI TEASLEY,LAS,19,29.1,95.8,93.2,21.2,1.49,26.4,1.2,9.2,5.2,17.7,44.1,48.1,16.2,552.9
ANDREA STINSON,DET,18,5.6,90.2,88.3,22.0,3.25,30.2,6.5,6.0,6.2,9.3,39.1,42.9,13.5,100.8
LE'COE WILLINGHAM,CON,18,5.0,69.6,96.9,9.1,0.21,7.0,11.6,7.2,9.3,32.6,41.2,46.5,21.3,90.0
MIAO LI JIE,SAC,18,7.4,85.5,90.4,18.1,0.87,21.3,0.0,3.4,1.7,24.6,40.0,46.9,16.4,133.20000000000002
OLYMPIA SCOTT,SAC,18,9.5,87.7,84.2,5.8,0.23,6.7,11.4,11.2,11.3,29.3,35.9,39.7,18.8,171.0
STACEY THOMAS,MIN,18,7.4,87.4,100.0,11.6,2.67,22.9,8.2,8.3,8.2,8.6,14.3,26.3,8.7,133.20000000000002
CATHRINE KRAAYEVELD,NYL,17,11.5,100.0,102.8,5.9,0.29,6.0,8.5,8.7,8.6,20.2,50.0,56.0,21.7,195.5
MWADI MABIKA,LAS,17,21.7,90.1,98.1,16.1,2.07,16.9,2.2,6.1,4.0,8.1,36.5,37.8,19.0,368.9
NATALIA VODOPYANOVA,SEA,17,5.8,100.5,84.1,18.2,1.25,21.7,3.4,17.3,10.8,17.4,38.6,45.8,16.5,98.6
ANGELINA WILLIAMS,PHO,16,9.2,101.1,104.9,13.2,0.82,12.3,6.7,10.6,8.6,15.1,34.0,37.7,20.1,147.2
JAMIE CAREY,CON,15,5.6,89.5,82.5,16.7,1.75,23.3,2.4,4.5,3.4,13.3,47.4,47.4,12.1,84.0
MARIA STEPANOVA,PHO,15,27.5,101.0,89.4,11.6,1.05,11.1,8.7,12.5,10.8,10.6,47.2,50.1,21.6,412.5
TINA THOMPSON,HOU,15,29.3,99.7,97.3,9.6,0.69,10.3,4.9,10.5,7.8,15.0,45.3,47.7,22.4,439.5
DETRINA WHITE,NYL,13,7.0,73.7,97.4,0.0,0.00,0.0,11.1,14.3,12.8,15.0,36.4,49.1,11.4,91.0
EDNIESHA CURRY,LAS,13,8.6,94.6,87.5,19.0,1.20,25.0,3.8,8.0,5.7,20.8,43.5,44.9,15.3,111.8
LAURA MACCHI,LAS,13,11.4,89.5,101.5,10.9,0.54,8.6,4.0,10.4,6.8,16.0,48.1,52.1,23.1,148.20000000000002
YOLANDA PAIGE,IND,13,6.1,85.8,74.5,34.2,2.17,31.0,2.5,8.6,5.6,14.3,29.5,32.8,16.9,79.3
JESSICA BRUNGO,CON,12,3.8,72.2,80.5,10.0,1.00,15.4,2.0,8.2,5.5,15.4,11.1,11.1,10.3,45.599999999999994
KAAYLA CHONES,WAS,12,5.1,76.3,90.4,3.6,0.25,5.0,3.3,8.2,5.5,20.0,42.9,45.7,15.3,61.199999999999996
SANDORA IRVIN,PHO,12,10.1,94.2,110.3,9.3,2.50,8.6,11.5,20.7,15.0,3.4,36.4,43.5,18.5,121.19999999999999
SHEILA LAMBERT,DET,12,12.6,72.3,95.4,33.3,0.88,22.8,1.3,10.8,5.7,26.1,32.2,35.0,21.3,151.2
GWEN JACKSON,PHO,11,10.9,90.1,100.0,4.9,0.30,7.1,7.1,13.5,10.3,23.8,53.8,54.1,14.3,119.9
KAYTE CHRISTENSEN,PHO,11,9.9,88.7,84.7,13.5,0.70,20.0,8.1,12.7,10.3,28.6,46.7,49.8,12.2,108.9
LAURA SUMMERTON,CON,11,3.8,87.3,83.6,14.3,0.75,16.7,12.5,12.5,12.5,22.2,33.3,44.6,16.3,41.8
CAITY MATTER,CHA,10,5.6,85.3,88.0,20.0,3.00,27.3,0.0,5.6,2.8,9.1,26.9,32.4,13.6,56.0
JENNI BENNINGFIELD,IND,10,5.1,97.9,94.6,12.5,1.00,22.2,6.8,6.8,6.8,22.2,37.5,46.1,12.8,51.0
TAI DILLARD,SAN,10,5.0,96.8,107.1,11.1,1.00,12.5,2.3,14.7,7.8,12.5,25.0,25.3,20.4,50.0
GORDANA GRUBIN,LAS,9,4.6,67.8,74.4,21.7,2.50,29.4,1.8,11.1,5.9,11.8,0.0,5.1,12.0,41.4
JACQUELINE BATTEAST,MIN,8,5.7,91.3,87.3,12.0,1.00,25.0,0.0,11.1,5.9,25.0,0.0,0.0,9.9,45.6
TAMICHA JACKSON,WAS,8,8.2,83.2,90.0,31.3,2.50,24.4,1.5,9.3,5.0,9.8,17.3,16.7,24.4,65.6
MARLOUS NIEUWVEEN,LAS,7,2.2,67.6,112.5,0.0,0.00,0.0,11.8,0.0,5.9,40.0,66.7,66.7,11.9,15.400000000000002
TAMARA MOORE,NYL,7,7.1,83.9,76.9,28.6,1.50,35.3,0.0,13.0,7.2,23.5,75.0,79.9,11.2,49.699999999999996
CORETTA BROWN,IND,6,3.8,100.0,107.5,18.8,1.00,27.3,0.0,9.1,5.4,27.3,60.0,60.0,17.8,22.799999999999997
KIESHA BROWN,HOU,6,5.2,69.5,75.0,11.1,0.50,25.0,0.0,3.6,2.0,50.0,50.0,50.0,9.4,31.200000000000003
SUI FEI FEI,SAC,5,5.0,111.4,76.7,18.8,1.50,23.1,0.0,5.0,2.7,15.4,25.0,45.1,18.9,25.0
FELICIA RAGLAND,HOU,4,1.7,58.8,114.3,25.0,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.8
MANDISA STEVENSON,SEA,4,13.3,73.3,87.9,3.8,0.25,5.9,3.4,7.8,5.5,23.5,25.0,25.0,13.1,53.2
AMISHA CARTER,NYL,3,4.3,83.3,103.8,0.0,0.00,0.0,0.0,16.7,9.5,50.0,0.0,0.0,8.0,12.899999999999999
MACTABENE AMACHREE,WAS,3,0.9,100.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,53.2,20.0,2.7
SUSAN KING-BORCHARDT,MIN,3,5.3,72.4,62.1,16.7,0.00,25.0,0.0,5.3,3.2,0.0,0.0,54.3,9.7,15.899999999999999
ASHLEY BATTLE,SEA,2,4.4,86.7,93.3,0.0,0.00,0.0,0.0,40.0,22.2,33.3,50.0,50.0,18.8,8.8
JENNIFER SMITH,NYL,2,3.7,58.3,135.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.4
KENDRA WECKER,SAN,1,11.2,61.9,115.0,66.7,2.00,22.2,0.0,0.0,0.0,11.1,33.3,33.3,33.3,11.2
NURIA MARTINEZ,MIN,1,2.2,100.0,66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.2
