Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
TAN WHITE,IND,34,24.7,91.3,84.4,16.0,0.65,11.9,3.0,7.7,5.4,18.3,44.7,48.5,25.3,839.8
TANGELA SMITH,PHO,34,31.5,102.5,99.0,6.6,0.79,8.1,4.7,13.3,9.2,10.3,43.9,48.4,19.5,1071.0
TANISHA WRIGHT,SEA,34,16.1,95.4,99.7,21.8,1.25,25.8,3.3,4.6,4.0,20.6,42.4,48.9,15.9,547.4000000000001
TIFFANY JACKSON,NYL,34,13.9,83.8,90.8,8.5,0.39,7.5,6.2,15.5,10.7,19.3,41.6,45.8,21.3,472.6
TINA THOMPSON,HOU,34,35.5,95.2,98.4,15.0,0.85,12.0,5.5,13.8,9.6,14.0,46.6,54.2,24.4,1207.0
TULLY BEVILAQUA,IND,34,26.5,93.1,91.7,16.9,1.74,30.2,1.8,6.8,4.3,17.4,55.0,56.4,10.5,901.0
WENDY PALMER,SEA,34,13.9,97.6,98.3,6.5,0.47,8.2,9.6,20.7,15.4,17.3,42.8,49.9,17.4,472.6
ALANA BEARD,WAS,33,35.4,94.6,96.5,19.1,1.05,12.4,2.1,9.9,6.0,11.8,45.9,51.4,26.1,1168.2
ASHLEY ROBINSON,SEA,33,12.4,99.6,92.2,5.5,0.54,12.7,7.8,15.7,12.0,23.6,34.9,34.5,10.5,409.2
BROOKE WYCKOFF,CHI,33,15.3,93.0,93.8,14.9,1.73,28.1,4.5,16.5,10.3,16.3,53.0,55.2,10.1,504.90000000000003
CANDICE DUPREE,CHI,33,31.1,95.1,97.8,8.9,0.56,6.9,6.9,16.7,11.7,12.3,43.8,49.4,25.5,1026.3
HELEN DARLING,SAN,33,20.7,93.2,92.7,25.3,1.94,35.3,1.1,9.5,5.4,18.2,44.6,49.5,12.7,683.1
JAMIE CAREY,CON,33,12.6,96.9,96.2,11.3,1.81,19.5,0.3,7.0,3.7,10.7,53.0,54.1,12.9,415.8
JESSICA DAVENPORT,NYL,33,11.6,85.2,93.0,5.4,0.20,4.1,6.2,16.1,11.5,20.1,44.5,53.0,24.6,382.8
JIA PERKINS,CHI,33,22.7,93.4,97.6,21.9,1.50,15.8,3.7,10.8,7.2,10.5,52.8,55.1,23.6,749.1
KATIE GEARLDS,SEA,33,13.3,90.6,97.6,10.5,1.20,14.3,3.8,8.1,6.0,11.9,48.2,52.8,14.5,438.90000000000003
KRISTEN RASMUSSEN,CON,33,15.5,93.1,98.2,9.6,0.83,17.1,6.7,12.1,9.3,20.6,49.5,53.2,12.1,511.5
MONIQUE CURRIE,WAS,33,25.2,96.7,93.7,13.5,1.14,13.7,5.1,10.3,7.7,12.1,46.9,56.6,18.8,831.6
MWADI MABIKA,LAS,33,23.1,90.3,95.4,16.9,0.99,16.9,2.0,14.6,8.1,17.1,43.4,47.2,19.8,762.3000000000001
NIKKI TEASLEY,WAS,33,22.6,95.6,95.1,24.7,1.76,31.8,2.5,7.2,4.9,18.1,42.8,50.1,13.8,745.8000000000001
REBEKKAH BRUNSON,SAC,33,26.8,96.6,92.0,4.8,0.40,5.0,14.3,19.5,16.7,12.6,47.2,52.7,19.5,884.4
SHAMEKA CHRISTON,NYL,33,32.3,89.8,94.7,12.8,0.85,13.1,3.4,10.5,7.1,15.4,41.9,48.5,19.8,1065.8999999999999
SHANNON JOHNSON,DET,33,16.7,97.2,90.8,16.8,1.47,19.4,3.2,7.5,5.4,13.1,43.1,50.0,17.6,551.1
SHERI SAM,IND,33,17.9,85.8,86.8,14.4,1.08,14.7,6.2,10.0,8.2,13.6,36.3,40.1,18.8,590.6999999999999
SOPHIA YOUNG-MALCOLM,SAN,33,33.5,98.7,96.0,9.3,0.84,8.1,7.0,11.3,9.2,9.7,47.8,53.0,23.8,1105.5
CHASITY MELVIN,CHI,32,27.8,95.2,97.7,7.7,0.55,9.1,7.6,15.3,11.4,16.5,46.8,51.9,18.5,889.6
DIANA TAURASI,PHO,32,32.0,104.3,99.2,22.9,1.63,18.6,1.7,9.9,6.0,11.4,54.2,58.5,24.4,1024.0
ELAINE POWELL,DET,32,10.0,90.8,92.6,21.1,1.57,32.4,3.4,6.8,5.1,20.6,40.7,47.4,12.0,320.0
ERIKA DE SOUZA,CON,32,12.2,93.1,100.0,6.7,0.40,8.0,9.5,16.1,12.7,19.9,53.4,53.4,18.1,390.4
JANEL MCCARVILLE,NYL,32,21.1,92.9,91.9,11.5,0.46,9.1,7.3,16.1,11.9,19.9,54.6,59.1,24.3,675.2
MARGO DYDEK,CON,32,19.6,94.9,88.2,8.1,0.60,10.6,5.6,24.9,15.5,17.7,48.6,52.1,17.3,627.2
SHAY MURPHY,MIN,32,13.6,94.4,96.4,6.9,0.85,8.4,10.2,14.0,11.8,9.9,43.4,49.9,17.3,435.2
TICHA PENICHEIRO,SAC,32,23.0,96.5,90.4,31.9,2.37,33.6,2.4,9.6,5.8,14.1,31.6,40.8,16.4,736.0
YOLANDA GRIFFITH,SAC,32,22.1,96.5,88.0,12.2,0.71,12.5,8.8,12.6,10.6,17.5,49.5,54.6,19.4,707.2
CAPPIE PONDEXTER,PHO,31,31.2,103.2,99.7,22.2,1.78,17.6,1.5,8.6,5.3,9.9,47.1,52.4,25.2,967.1999999999999
IVORY LATTA,DET,31,7.8,96.6,95.8,14.0,1.25,15.9,1.5,6.0,3.6,12.7,51.7,51.6,17.1,241.79999999999998
KARA BRAXTON,DET,31,16.8,93.5,93.9,5.8,0.26,5.7,10.3,19.2,14.9,21.6,44.2,48.0,21.7,520.8000000000001
LAUREN JACKSON,SEA,31,32.9,106.4,94.4,7.9,0.71,5.9,8.2,21.3,14.9,8.3,56.8,63.3,27.1,1019.9
SANCHO LYTTLE,HOU,31,15.7,94.9,87.6,10.6,0.70,11.5,13.5,19.9,16.7,16.4,49.0,51.0,18.8,486.7
STACEY DALES,CHI,31,25.8,94.6,96.5,18.0,1.45,17.7,1.5,4.9,3.1,12.1,46.2,48.8,20.6,799.8000000000001
SWIN CASH,DET,31,30.6,95.6,91.6,14.4,0.96,14.9,5.7,13.2,9.6,15.5,41.3,48.0,19.8,948.6
TAMARA JAMES,WAS,31,12.9,87.4,103.0,18.4,1.21,15.5,3.9,8.7,6.3,12.8,45.5,53.1,20.2,399.90000000000003
ASJHA JONES,CON,30,30.6,97.9,92.6,15.2,0.85,12.1,6.5,12.3,9.4,14.2,44.1,47.9,25.7,918.0
BELINDA SNELL,PHO,30,11.4,102.5,95.0,19.7,2.44,25.4,3.4,8.6,6.1,10.4,47.2,48.3,15.8,342.0
COCO MILLER,WAS,30,15.2,91.4,93.6,10.5,0.86,14.0,4.5,6.5,5.5,16.3,44.8,48.8,14.3,456.0
DOMINIQUE CANTY,CHI,30,24.3,96.9,97.7,27.4,2.07,25.6,2.5,5.8,4.1,12.3,37.3,44.2,20.0,729.0
KIESHA BROWN,LAS,30,11.9,92.1,98.6,26.3,1.85,24.0,2.6,9.8,6.0,13.0,46.8,55.0,18.6,357.0
LATASHA BYEARS,HOU,30,10.7,95.6,96.1,9.5,0.44,9.0,11.8,11.7,11.7,20.2,58.7,59.7,20.5,321.0
NIKKI BLUE,WAS,30,14.0,90.3,94.0,22.0,1.30,22.7,3.2,11.2,7.4,17.5,35.2,43.0,16.5,420.0
RUTH RILEY,SAN,30,25.8,97.2,89.1,7.9,0.54,11.8,4.5,15.7,10.2,22.0,38.4,42.6,16.4,774.0
TIFFANY STANSBURY,MIN,30,14.6,96.7,95.5,5.6,0.52,8.2,10.6,19.5,14.8,15.9,45.8,47.4,15.6,438.0
VICKIE JOHNSON,SAN,30,28.4,100.0,92.6,20.3,2.89,28.0,6.4,11.1,8.8,9.7,49.3,52.6,14.1,852.0
AMBER JACOBS,MIN,29,11.3,84.1,98.6,23.7,0.98,21.2,1.1,5.0,3.0,21.7,41.7,43.2,19.2,327.70000000000005
ERIN THORN,NYL,29,30.4,93.4,94.2,14.8,1.52,19.3,2.1,7.8,5.1,12.7,52.2,54.0,15.7,881.5999999999999
JANELL BURSE,SEA,29,24.4,100.1,100.3,5.4,0.38,6.6,10.1,12.9,11.5,17.3,44.5,50.5,19.4,707.5999999999999
RONEEKA HODGES,HOU,29,11.2,89.3,100.3,13.8,1.30,15.8,2.4,7.0,4.6,12.1,37.6,43.0,18.1,324.79999999999995
SHYRA ELY-GASH,SEA,29,9.7,89.1,100.4,7.1,0.58,10.3,3.8,9.8,7.0,17.8,36.3,43.0,14.9,281.29999999999995
SUE BIRD,SEA,29,31.7,106.6,98.1,25.4,2.13,28.8,0.9,5.3,3.1,13.5,50.9,52.7,16.8,919.3
TAJ MCWILLIAMS-FRANKLIN,LAS,29,29.3,91.7,98.5,10.7,0.98,12.5,8.0,12.2,10.0,12.7,49.6,54.6,17.6,849.7
BARBARA FARRIS,NYL,28,8.5,89.5,87.1,10.2,0.68,13.5,7.0,11.6,9.4,19.8,34.5,40.7,15.6,238.0
BECKY HAMMON,SAN,28,33.3,99.5,96.2,29.0,1.23,20.0,0.9,7.4,4.3,16.3,53.7,59.0,27.3,932.3999999999999
BERNICE MOSBY,WAS,28,10.0,97.4,92.1,6.5,0.53,9.6,9.1,19.3,14.2,18.3,48.4,55.8,14.2,280.0
JESSICA MOORE,LAS,28,15.4,84.1,97.8,8.1,0.55,9.4,8.2,11.8,10.0,17.3,40.0,44.4,17.5,431.2
KATHRIN RESS,MIN,28,12.4,88.7,95.3,7.9,0.43,11.2,10.3,9.7,10.0,25.9,41.0,46.8,14.8,347.2
LAURIE KOEHN,WAS,28,3.9,95.9,99.2,7.8,1.67,11.1,0.0,6.1,3.2,6.7,52.8,54.2,14.1,109.2
LE'COE WILLINGHAM,CON,28,11.4,99.8,88.4,5.4,0.58,11.8,9.2,14.1,11.9,20.4,38.5,46.0,11.3,319.2
CRYSTAL SMITH,HOU,27,24.7,93.7,94.2,18.1,1.48,25.4,1.8,6.1,3.9,17.1,48.3,51.5,13.3,666.9
LA'TANGELA ATKINSON,SAC,27,8.0,82.6,94.5,12.7,0.44,14.4,5.9,14.7,10.2,33.0,48.8,54.5,16.8,216.0
LATOYA THOMAS,LAS,27,17.3,94.7,98.5,12.0,1.07,12.2,5.9,6.9,6.4,11.4,47.9,52.8,19.7,467.1
SHERILL BAKER,LAS,27,18.7,89.9,97.1,28.4,1.18,20.5,3.2,11.1,6.9,17.3,35.6,45.0,24.8,504.9
ASHLEY SHIELDS,HOU,26,11.2,92.8,99.5,12.2,0.46,8.3,4.6,6.1,5.4,18.0,30.2,40.6,29.2,291.2
EVANTHIA MALTSI,CON,26,18.5,101.1,92.9,12.5,1.50,18.5,3.4,10.4,6.9,12.3,49.3,50.6,15.6,481.0
NYKESHA SALES,CON,26,28.4,97.8,90.5,18.1,1.39,16.5,4.5,9.0,6.8,11.9,43.4,49.4,23.3,738.4
LISA WILLIS,NYL,24,10.6,77.7,89.0,11.6,0.38,9.7,5.2,9.1,7.1,25.4,44.4,45.8,20.7,254.39999999999998
JENNIFER DEREVJANIK,PHO,23,8.7,95.8,89.7,18.6,1.50,32.0,2.2,7.3,4.9,21.3,45.0,51.7,10.7,200.1
LIZ MOEGGENBERG,CHI,23,9.1,94.4,100.0,5.0,0.60,10.3,11.5,2.4,7.2,17.2,42.7,42.8,11.0,209.29999999999998
SANDORA IRVIN,SAN,23,5.6,78.0,97.3,11.5,0.64,11.5,11.3,18.8,14.9,18.0,31.0,31.5,17.1,128.79999999999998
BARBARA TURNER,HOU,22,11.9,91.3,96.8,13.8,0.95,15.3,3.3,13.6,8.2,16.0,45.1,51.1,18.2,261.8
KAYTE CHRISTENSEN,CHI,22,9.5,89.8,97.9,5.9,0.35,8.4,6.8,12.4,9.4,24.1,42.6,43.7,15.3,209.0
GILLIAN GORING,WAS,21,7.4,93.9,88.4,3.9,0.75,4.8,9.4,14.5,12.0,6.5,42.2,49.8,15.9,155.4
TAMIKA CATCHINGS,IND,21,32.3,102.6,86.7,25.4,1.58,20.5,8.6,20.0,14.5,12.9,46.1,54.8,24.5,678.3
TAMIKA RAYMOND,MIN,21,7.1,92.5,95.2,6.7,0.67,15.0,10.8,17.5,14.0,22.5,60.0,62.4,9.5,149.1
TYE'SHA FLUKER,LAS,21,6.9,79.5,99.7,4.5,0.25,4.1,6.6,11.1,8.6,16.4,32.4,34.5,20.5,144.9
JENNIFER LACY,PHO,20,4.7,95.7,107.1,3.4,0.20,4.0,10.2,8.9,9.5,20.0,43.1,47.4,20.8,94.0
LINDSEY HARDING,MIN,20,30.1,96.8,103.3,23.8,1.66,19.4,2.4,13.6,7.5,11.7,37.0,42.0,23.5,602.0
STEPHANIE RAYMOND,CHI,20,8.9,90.6,96.3,28.7,1.50,24.3,1.0,7.1,3.8,16.2,45.0,46.4,20.4,178.0
CATHY JOENS,CHI,19,14.3,94.7,100.2,20.9,2.46,24.8,2.1,11.2,6.2,10.1,53.2,56.1,15.5,271.7
CLAIRE COGGINS,CHI,19,10.4,86.2,103.3,8.5,0.42,8.1,1.5,6.2,3.9,19.2,32.9,32.7,20.3,197.6
MISTIE BASS,HOU,19,5.3,93.8,88.3,8.5,0.45,9.1,12.5,14.4,13.4,20.0,28.1,28.2,20.2,100.7
NAVONDA MOORE,MIN,19,4.6,90.6,90.3,7.1,0.57,9.8,3.1,13.0,8.0,17.1,28.8,35.6,16.6,87.39999999999999
ERIN PERPEROGLOU,SAN,18,27.7,97.4,92.9,14.7,0.91,15.4,6.7,15.8,11.2,17.0,49.3,57.5,19.4,498.59999999999997
MEGAN MAHONEY,CON,18,6.7,91.5,98.4,12.1,0.73,14.3,4.9,6.3,5.5,19.6,26.8,41.1,16.1,120.60000000000001
TAMECKA DIXON,HOU,18,27.2,96.2,94.8,23.6,1.50,18.0,2.6,8.6,5.7,12.0,45.1,48.9,23.0,489.59999999999997
ALISON BALES,IND,17,10.0,82.4,86.7,2.5,0.29,3.7,6.6,19.1,12.6,13.0,57.1,60.4,13.7,170.0
ERIN GRANT,HOU,17,12.4,100.2,91.1,26.2,3.36,48.7,3.4,5.4,4.4,14.5,39.1,45.6,7.9,210.8
KAMESHA HAIRSTON,CON,17,8.3,89.6,96.0,7.5,0.67,10.0,9.5,11.0,10.3,15.0,25.0,32.0,16.3,141.10000000000002
CARLA THOMAS,CHI,15,7.2,83.3,102.3,5.8,0.43,6.4,7.7,13.7,10.3,14.9,36.4,44.9,17.1,108.0
CHERYL FORD,DET,15,30.7,102.2,88.4,8.5,0.52,9.0,11.1,24.9,18.4,17.1,49.7,54.3,21.0,460.5
TAMARA MOORE,HOU,15,18.7,93.2,104.1,24.4,1.40,31.6,3.0,6.6,4.8,22.6,41.1,47.3,14.0,280.5
KENDRA WECKER,SAN,14,5.2,73.0,108.9,12.1,1.33,13.3,5.1,5.5,5.3,10.0,30.0,35.3,14.8,72.8
ANN STROTHER,IND,12,5.8,91.2,83.8,8.1,1.50,8.1,7.1,4.7,6.1,5.4,41.9,43.9,19.7,69.6
CHANTELLE ANDERSON,SAN,11,7.8,87.3,101.1,8.1,0.60,9.1,6.9,17.3,11.9,15.2,50.0,55.4,15.1,85.8
ICISS TILLIS,LAS,11,3.1,73.2,96.3,5.6,0.09,5.0,6.3,16.2,11.6,55.0,25.0,25.0,21.3,34.1
TEMEKA JOHNSON,LAS,11,18.7,83.9,92.3,29.4,0.97,19.1,1.8,11.6,6.6,19.7,33.5,36.8,26.5,205.7
LINDA FROHLICH,SAC,10,5.1,85.3,110.0,8.7,0.17,6.9,4.8,14.0,9.8,41.4,38.5,47.4,22.9,51.0
KASHA TERRY,IND,9,6.0,80.4,88.9,3.4,0.09,3.8,11.1,15.5,13.6,42.3,25.0,32.7,19.8,54.0
STACEY LOVELACE,WAS,9,11.6,89.3,101.4,3.5,0.29,5.9,6.1,6.8,6.4,20.6,47.6,48.9,13.0,104.39999999999999
OLYMPIA SCOTT,PHO,8,4.0,90.7,112.3,8.7,0.67,12.5,5.1,5.9,5.5,18.8,14.3,38.0,16.7,32.0
DONEEKA LEWIS,SEA,7,4.7,74.2,107.9,37.5,1.00,24.0,0.0,4.8,2.6,24.0,30.8,36.0,26.0,32.9
SHAY DORON,NYL,7,5.0,75.7,88.2,0.0,0.00,0.0,0.0,8.8,4.2,7.7,40.9,42.1,16.0,35.0
AMY SANDERS,DET,6,1.5,84.6,81.5,0.0,0.00,0.0,0.0,20.0,8.3,33.3,0.0,26.6,18.8,9.0
LINDSAY BOWEN,NYL,6,6.2,83.6,64.0,5.6,0.25,6.7,0.0,4.3,2.7,26.7,45.0,45.0,17.7,37.2
TARI PHILLIPS,HOU,6,5.8,91.1,116.9,4.5,0.20,5.9,6.5,9.7,8.1,29.4,30.0,42.5,18.2,34.8
YELENA LEUCHANKA,WAS,6,4.9,79.1,85.1,17.6,1.00,23.1,6.9,3.0,4.8,23.1,16.7,29.1,13.0,29.400000000000002
CHAMIQUE HOLDSCLAW,LAS,5,30.0,105.0,93.5,15.6,0.58,13.3,6.6,12.0,9.5,23.0,50.8,55.7,27.6,150.0
DEMYA WALKER,SAC,5,20.9,93.1,82.6,12.0,0.40,8.6,16.8,7.7,12.2,21.4,40.5,45.7,26.4,104.5
MEGAN DUFFY,MIN,5,9.7,89.2,105.3,25.0,1.75,31.8,3.7,8.6,5.6,18.2,16.7,32.5,13.3,48.5
TAUSHA MILLS,DET,5,10.2,90.7,100.0,7.4,0.33,6.5,17.9,16.7,17.3,19.4,28.6,33.0,22.3,51.0
ADRIANA MOISES PINTO,PHO,4,7.8,95.9,80.0,13.6,0.30,15.8,8.6,11.4,10.0,52.6,50.0,59.5,18.4,31.2
ASTOU NDIAYE-DIATTA,SEA,4,14.5,89.5,125.0,0.0,0.00,0.0,5.8,5.0,5.4,26.3,35.7,35.7,14.3,58.0
DEE DAVIS,HOU,3,6.5,56.8,116.2,0.0,0.00,0.0,0.0,0.0,0.0,45.5,50.0,50.0,26.2,19.5
KIM SMITH,SAC,3,2.1,53.8,93.3,0.0,0.00,0.0,0.0,33.3,16.7,100.0,0.0,0.0,7.1,6.300000000000001
SHERYL SWOOPES,HOU,3,35.3,87.8,110.5,19.3,1.22,23.4,2.8,13.0,7.9,19.1,38.0,43.0,14.1,105.89999999999999
AYANA WALKER,DET,2,21.6,81.1,108.0,4.3,0.17,6.7,0.0,13.0,6.5,40.0,42.9,42.1,13.7,43.2
CRYSTAL ROBINSON,WAS,2,21.8,98.8,110.8,7.4,2.00,22.2,0.0,5.6,2.6,11.1,16.7,16.7,7.4,43.6
MARTINA WEBER,NYL,2,1.9,0.0,85.7,0.0,0.00,0.0,0.0,25.0,11.1,50.0,0.0,0.0,22.2,3.8
SHONA THORBURN,SEA,2,3.8,50.0,50.0,0.0,0.00,0.0,0.0,9.1,5.6,50.0,50.0,50.0,26.7,7.6
TEANA MILLER,PHO,2,2.6,91.7,83.3,0.0,0.00,0.0,0.0,14.3,9.1,0.0,0.0,0.0,7.7,5.2
CORI CHAMBERS,CON,1,0.9,0.0,133.3,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.9
TYRESA SMITH,DET,1,7.2,85.7,135.7,0.0,0.00,0.0,16.7,14.3,15.4,0.0,0.0,17.4,18.8,7.2
