,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
2215,Tan White,CON,G,31,496,0,5.9,14.8,0.399,2.8,6.9,0.403,3.1,7.9,0.395,1.6,1.9,0.833,0.9,5.2,3.6,3.2,0.6,3.7,5.1,16.2,2012,15.6,1.03846
2216,Candice Wiggins,MIN,G,34,741,1,5.0,13.7,0.36,4.0,10.2,0.397,0.9,3.6,0.255,2.2,2.6,0.865,0.8,5.1,4.7,1.7,0.3,4.3,4.7,16.2,2012,14.8,1.09459
2217,Le'coe Willingham,CHI,F,33,610,1,3.5,11.1,0.313,1.7,6.3,0.274,1.7,4.8,0.364,1.2,2.0,0.609,2.9,8.3,2.7,1.3,0.3,4.9,5.2,9.9,2012,12.0,0.825
2218,Riquna Williams,TUL,G,33,671,3,8.9,25.8,0.344,2.9,8.9,0.325,6.0,16.8,0.355,5.7,7.0,0.824,1.9,6.1,5.3,3.9,0.7,3.6,5.0,26.4,2012,28.9,0.91349
2219,Lindsay Wisdom-Hylton,WAS,F,34,501,2,6.5,13.6,0.48,0.0,0.1,0.0,6.5,13.5,0.484,1.5,2.0,0.737,4.4,10.4,3.4,2.6,2.9,4.3,5.6,14.6,2012,14.5,1.0069
2221,Monica Wright,MIN,G,34,660,7,8.1,17.6,0.458,1.3,3.4,0.364,6.8,14.2,0.481,5.6,7.5,0.74,1.4,6.4,5.2,2.7,0.5,5.1,5.4,23.0,2012,20.9,1.10048
2222,Tanisha Wright,SEA,G,32,953,32,5.0,13.3,0.373,0.6,2.9,0.192,4.4,10.4,0.424,3.8,4.4,0.859,1.3,5.5,7.9,2.1,0.2,4.8,5.0,14.3,2012,15.2,0.94079
2223,Sophia Young-Malcolm,SAS,F,33,1049,33,10.6,20.4,0.521,0.0,0.2,0.0,10.6,20.2,0.525,5.7,8.0,0.706,3.4,11.9,3.5,3.7,0.7,2.8,3.9,26.9,2012,23.9,1.12552
2224,Tamera Young,CHI,F,33,804,24,7.6,18.0,0.423,0.0,0.1,0.0,7.6,18.0,0.425,2.6,4.3,0.606,2.9,8.0,3.1,2.2,0.4,3.0,5.9,17.9,2012,19.9,0.8995
2225,Shavonte Zellous,IND,G,31,692,31,6.1,16.6,0.369,1.5,4.3,0.345,4.7,12.3,0.377,4.4,5.7,0.77,2.1,6.5,4.2,1.8,1.2,3.3,5.5,18.2,2012,19.1,0.95288
2239,Roneeka Hodges,TUL,G,20,510,16,7.3,17.5,0.42,4.1,11.0,0.376,3.2,6.5,0.492,1.7,2.2,0.773,0.9,5.4,3.7,1.6,0.4,3.3,1.7,20.5,2012,18.5,1.10811
